,TractCode,NAME_2015,Workers - Commute Method_2015,Work From Home_2015,Proportion Work From Home_2015,Workers - Commute Length_2015,Median Commute Length_2015,NAME_2017,Workers - Commute Method_2017,Work From Home_2017,Proportion Work From Home_2017,Workers - Commute Length_2017,Median Commute Length_2017,NAME_2019,Workers - Commute Method_2019,Work From Home_2019,Proportion Work From Home_2019,Workers - Commute Length_2019,Median Commute Length_2019
47,47135930100,"Census Tract 9301, Perry County, Tennessee",1050,81,7.71,969,36.96,"Census Tract 9301, Perry County, Tennessee",1001,65,6.49,936,39.32,"Census Tract 9301, Perry County, Tennessee",1055,74,7.01,981,32.71
48,47113000900,"Census Tract 9, Madison County, Tennessee",586,3,0.51,583,18.13,"Census Tract 9, Madison County, Tennessee",669,0,0.0,669,26.41,"Census Tract 9, Madison County, Tennessee",707,67,9.48,640,22.02
49,47065001100,"Census Tract 11, Hamilton County, Tennessee",957,31,3.24,926,19.84,"Census Tract 11, Hamilton County, Tennessee",814,41,5.04,773,19.66,"Census Tract 11, Hamilton County, Tennessee",824,51,6.19,773,25.84
50,47155080300,"Census Tract 803, Sevier County, Tennessee",2647,161,6.08,2486,31.73,"Census Tract 803, Sevier County, Tennessee",2622,140,5.34,2482,29.94,"Census Tract 803, Sevier County, Tennessee",2827,89,3.15,2738,33.99
51,47155080500,"Census Tract 805, Sevier County, Tennessee",2118,85,4.01,2033,25.13,"Census Tract 805, Sevier County, Tennessee",2541,120,4.72,2421,24.64,"Census Tract 805, Sevier County, Tennessee",2645,139,5.26,2506,26.8
52,47155080400,"Census Tract 804, Sevier County, Tennessee",3649,77,2.11,3572,32.92,"Census Tract 804, Sevier County, Tennessee",3506,63,1.8,3443,31.04,"Census Tract 804, Sevier County, Tennessee",3425,120,3.5,3305,33.07
53,47155081000,"Census Tract 810, Sevier County, Tennessee",2921,210,7.19,2711,24.93,"Census Tract 810, Sevier County, Tennessee",3204,232,7.24,2972,21.47,"Census Tract 810, Sevier County, Tennessee",3146,99,3.15,3047,22.28
54,47055920400,"Census Tract 9204, Giles County, Tennessee",1059,5,0.47,1054,25.76,"Census Tract 9204, Giles County, Tennessee",1224,14,1.14,1210,27.54,"Census Tract 9204, Giles County, Tennessee",1286,20,1.56,1266,30.8
55,47055920500,"Census Tract 9205, Giles County, Tennessee",1930,47,2.44,1883,29.39,"Census Tract 9205, Giles County, Tennessee",1855,44,2.37,1811,25.85,"Census Tract 9205, Giles County, Tennessee",1931,52,2.69,1879,28.73
56,47055920600,"Census Tract 9206, Giles County, Tennessee",1115,20,1.79,1095,37.6,"Census Tract 9206, Giles County, Tennessee",1160,12,1.03,1148,32.22,"Census Tract 9206, Giles County, Tennessee",1257,18,1.43,1239,34.33
57,47055920200,"Census Tract 9202, Giles County, Tennessee",1771,73,4.12,1698,27.15,"Census Tract 9202, Giles County, Tennessee",1746,74,4.24,1672,28.15,"Census Tract 9202, Giles County, Tennessee",1973,99,5.02,1874,29.18
58,47055920800,"Census Tract 9208, Giles County, Tennessee",1147,13,1.13,1134,34.06,"Census Tract 9208, Giles County, Tennessee",1135,10,0.88,1125,37.46,"Census Tract 9208, Giles County, Tennessee",1254,13,1.04,1241,36.53
59,47055920700,"Census Tract 9207, Giles County, Tennessee",723,6,0.83,717,35.91,"Census Tract 9207, Giles County, Tennessee",742,28,3.77,714,42.77,"Census Tract 9207, Giles County, Tennessee",629,23,3.66,606,41.32
60,47055920100,"Census Tract 9201, Giles County, Tennessee",1405,39,2.78,1366,40.23,"Census Tract 9201, Giles County, Tennessee",1462,69,4.72,1393,39.94,"Census Tract 9201, Giles County, Tennessee",1475,77,5.22,1398,41.52
61,47029920400,"Census Tract 9204, Cocke County, Tennessee",473,14,2.96,459,55.33,"Census Tract 9204, Cocke County, Tennessee",559,13,2.33,546,59.33,"Census Tract 9204, Cocke County, Tennessee",619,15,2.42,604,54.91
62,47157001100,"Census Tract 11, Shelby County, Tennessee",1393,0,0.0,1393,27.07,"Census Tract 11, Shelby County, Tennessee",1186,0,0.0,1186,26.1,"Census Tract 11, Shelby County, Tennessee",1212,24,1.98,1188,31.8
63,47037013300,"Census Tract 133, Davidson County, Tennessee",2211,27,1.22,2184,24.77,"Census Tract 133, Davidson County, Tennessee",2238,50,2.23,2188,24.56,"Census Tract 133, Davidson County, Tennessee",2698,172,6.38,2526,24.92
64,47037018102,"Census Tract 181.02, Davidson County, Tennessee",1779,129,7.25,1650,27.1,"Census Tract 181.02, Davidson County, Tennessee",1883,182,9.67,1701,27.78,"Census Tract 181.02, Davidson County, Tennessee",1752,129,7.36,1623,24.06
65,47029920100,"Census Tract 9201, Cocke County, Tennessee",1418,11,0.78,1407,32.53,"Census Tract 9201, Cocke County, Tennessee",1434,51,3.56,1383,33.02,"Census Tract 9201, Cocke County, Tennessee",1666,37,2.22,1629,35.7
66,47029920502,"Census Tract 9205.02, Cocke County, Tennessee",2664,0,0.0,2664,37.28,"Census Tract 9205.02, Cocke County, Tennessee",2749,21,0.76,2728,38.09,"Census Tract 9205.02, Cocke County, Tennessee",2667,94,3.52,2573,39.77
67,47029920200,"Census Tract 9202, Cocke County, Tennessee",2134,38,1.78,2096,23.03,"Census Tract 9202, Cocke County, Tennessee",2343,31,1.32,2312,22.56,"Census Tract 9202, Cocke County, Tennessee",2173,0,0.0,2173,20.92
68,47029920600,"Census Tract 9206, Cocke County, Tennessee",1708,56,3.28,1652,25.99,"Census Tract 9206, Cocke County, Tennessee",1649,35,2.12,1614,25.85,"Census Tract 9206, Cocke County, Tennessee",1416,28,1.98,1388,33.06
69,47029920300,"Census Tract 9203, Cocke County, Tennessee",1542,60,3.89,1482,36.64,"Census Tract 9203, Cocke County, Tennessee",1635,74,4.53,1561,37.75,"Census Tract 9203, Cocke County, Tennessee",1770,27,1.53,1743,34.01
70,47029920501,"Census Tract 9205.01, Cocke County, Tennessee",2147,0,0.0,2147,31.41,"Census Tract 9205.01, Cocke County, Tennessee",2098,21,1.0,2077,34.91,"Census Tract 9205.01, Cocke County, Tennessee",1822,11,0.6,1811,28.32
71,47065011324,"Census Tract 113.24, Hamilton County, Tennessee",2171,130,5.99,2041,30.74,"Census Tract 113.24, Hamilton County, Tennessee",2168,207,9.55,1961,30.66,"Census Tract 113.24, Hamilton County, Tennessee",2198,293,13.33,1905,32.18
72,47019070400,"Census Tract 704, Carter County, Tennessee",708,10,1.41,698,25.65,"Census Tract 704, Carter County, Tennessee",782,14,1.79,768,28.11,"Census Tract 704, Carter County, Tennessee",719,6,0.83,713,30.34
73,47019070700,"Census Tract 707, Carter County, Tennessee",1374,15,1.09,1359,30.14,"Census Tract 707, Carter County, Tennessee",1486,27,1.82,1459,32.09,"Census Tract 707, Carter County, Tennessee",1701,72,4.23,1629,28.73
74,47065001300,"Census Tract 13, Hamilton County, Tennessee",567,29,5.11,538,19.06,"Census Tract 13, Hamilton County, Tennessee",710,62,8.73,648,18.85,"Census Tract 13, Hamilton County, Tennessee",766,55,7.18,711,19.5
75,47031970801,"Census Tract 9708.01, Coffee County, Tennessee",1786,62,3.47,1724,22.95,"Census Tract 9708.01, Coffee County, Tennessee",1818,65,3.58,1753,23.35,"Census Tract 9708.01, Coffee County, Tennessee",1680,36,2.14,1644,27.27
76,47031980100,"Census Tract 9801, Coffee County, Tennessee",0,0,,0,0.0,"Census Tract 9801, Coffee County, Tennessee",0,0,,0,0.0,"Census Tract 9801, Coffee County, Tennessee",4,0,0.0,4,14.0
77,47065001400,"Census Tract 14, Hamilton County, Tennessee",865,33,3.82,832,17.34,"Census Tract 14, Hamilton County, Tennessee",832,31,3.73,801,18.89,"Census Tract 14, Hamilton County, Tennessee",952,62,6.51,890,21.32
78,47065003000,"Census Tract 30, Hamilton County, Tennessee",1195,28,2.34,1167,22.09,"Census Tract 30, Hamilton County, Tennessee",1146,25,2.18,1121,21.4,"Census Tract 30, Hamilton County, Tennessee",1070,35,3.27,1035,21.47
79,47065003400,"Census Tract 34, Hamilton County, Tennessee",2211,68,3.08,2143,20.33,"Census Tract 34, Hamilton County, Tennessee",2209,69,3.12,2140,21.74,"Census Tract 34, Hamilton County, Tennessee",2113,21,0.99,2092,23.82
80,47065010412,"Census Tract 104.12, Hamilton County, Tennessee",2622,46,1.75,2576,29.28,"Census Tract 104.12, Hamilton County, Tennessee",2502,87,3.48,2415,29.41,"Census Tract 104.12, Hamilton County, Tennessee",2527,89,3.52,2438,32.21
81,47065010433,"Census Tract 104.33, Hamilton County, Tennessee",1948,52,2.67,1896,22.85,"Census Tract 104.33, Hamilton County, Tennessee",1993,25,1.25,1968,24.59,"Census Tract 104.33, Hamilton County, Tennessee",2426,69,2.84,2357,22.14
82,47065010502,"Census Tract 105.02, Hamilton County, Tennessee",1737,60,3.45,1677,26.06,"Census Tract 105.02, Hamilton County, Tennessee",1645,60,3.65,1585,25.07,"Census Tract 105.02, Hamilton County, Tennessee",1612,107,6.64,1505,21.78
83,47065010307,"Census Tract 103.07, Hamilton County, Tennessee",2330,71,3.05,2259,27.88,"Census Tract 103.07, Hamilton County, Tennessee",2254,88,3.9,2166,28.73,"Census Tract 103.07, Hamilton County, Tennessee",2382,98,4.11,2284,30.25
84,47065012200,"Census Tract 122, Hamilton County, Tennessee",667,4,0.6,663,25.26,"Census Tract 122, Hamilton County, Tennessee",609,0,0.0,609,22.87,"Census Tract 122, Hamilton County, Tennessee",711,52,7.31,659,23.1
85,47065011445,"Census Tract 114.45, Hamilton County, Tennessee",2040,113,5.54,1927,21.11,"Census Tract 114.45, Hamilton County, Tennessee",2016,176,8.73,1840,22.75,"Census Tract 114.45, Hamilton County, Tennessee",1901,117,6.15,1784,20.81
86,47065010306,"Census Tract 103.06, Hamilton County, Tennessee",1701,65,3.82,1636,28.66,"Census Tract 103.06, Hamilton County, Tennessee",1815,108,5.95,1707,25.86,"Census Tract 103.06, Hamilton County, Tennessee",1694,138,8.15,1556,27.15
87,47065011446,"Census Tract 114.46, Hamilton County, Tennessee",1701,48,2.82,1653,20.9,"Census Tract 114.46, Hamilton County, Tennessee",2122,74,3.49,2048,21.19,"Census Tract 114.46, Hamilton County, Tennessee",2516,86,3.42,2430,21.09
88,47065011204,"Census Tract 112.04, Hamilton County, Tennessee",2816,129,4.58,2687,25.43,"Census Tract 112.04, Hamilton County, Tennessee",2980,242,8.12,2738,26.64,"Census Tract 112.04, Hamilton County, Tennessee",2660,235,8.83,2425,29.81
89,47065012300,"Census Tract 123, Hamilton County, Tennessee",1818,18,0.99,1800,27.17,"Census Tract 123, Hamilton County, Tennessee",1986,9,0.45,1977,27.96,"Census Tract 123, Hamilton County, Tennessee",1859,73,3.93,1786,23.73
90,47065002400,"Census Tract 24, Hamilton County, Tennessee",1510,76,5.03,1434,22.3,"Census Tract 24, Hamilton County, Tennessee",1640,112,6.83,1528,24.28,"Census Tract 24, Hamilton County, Tennessee",1584,49,3.09,1535,28.55
91,47065002800,"Census Tract 28, Hamilton County, Tennessee",1885,101,5.36,1784,24.41,"Census Tract 28, Hamilton County, Tennessee",1954,100,5.12,1854,20.59,"Census Tract 28, Hamilton County, Tennessee",1930,160,8.29,1770,19.74
92,47165021104,"Census Tract 211.04, Sumner County, Tennessee",1007,30,2.98,977,30.59,"Census Tract 211.04, Sumner County, Tennessee",1113,38,3.41,1075,31.54,"Census Tract 211.04, Sumner County, Tennessee",1054,39,3.7,1015,34.85
93,47165021205,"Census Tract 212.05, Sumner County, Tennessee",1187,56,4.72,1131,35.7,"Census Tract 212.05, Sumner County, Tennessee",1299,59,4.54,1240,36.6,"Census Tract 212.05, Sumner County, Tennessee",1292,62,4.8,1230,33.3
94,47165021009,"Census Tract 210.09, Sumner County, Tennessee",2564,96,3.74,2468,29.97,"Census Tract 210.09, Sumner County, Tennessee",2821,53,1.88,2768,27.45,"Census Tract 210.09, Sumner County, Tennessee",2723,50,1.84,2673,27.51
95,47165020501,"Census Tract 205.01, Sumner County, Tennessee",2379,376,15.8,2003,30.78,"Census Tract 205.01, Sumner County, Tennessee",2540,247,9.72,2293,35.83,"Census Tract 205.01, Sumner County, Tennessee",3002,287,9.56,2715,41.49
96,47187050205,"Census Tract 502.05, Williamson County, Tennessee",1807,143,7.91,1664,24.54,"Census Tract 502.05, Williamson County, Tennessee",1712,147,8.59,1565,27.3,"Census Tract 502.05, Williamson County, Tennessee",1613,121,7.5,1492,27.44
97,47037010602,"Census Tract 106.02, Davidson County, Tennessee",1780,0,0.0,1780,39.16,"Census Tract 106.02, Davidson County, Tennessee",1971,114,5.78,1857,42.59,"Census Tract 106.02, Davidson County, Tennessee",2076,137,6.6,1939,38.97
98,47037013602,"Census Tract 136.02, Davidson County, Tennessee",594,137,23.06,457,21.66,"Census Tract 136.02, Davidson County, Tennessee",675,60,8.89,615,20.24,"Census Tract 136.02, Davidson County, Tennessee",656,27,4.12,629,18.65
99,47065002900,"Census Tract 29, Hamilton County, Tennessee",1271,36,2.83,1235,22.95,"Census Tract 29, Hamilton County, Tennessee",1376,52,3.78,1324,21.03,"Census Tract 29, Hamilton County, Tennessee",1401,16,1.14,1385,20.8
100,47065010431,"Census Tract 104.31, Hamilton County, Tennessee",3361,164,4.88,3197,26.68,"Census Tract 104.31, Hamilton County, Tennessee",3255,283,8.69,2972,27.95,"Census Tract 104.31, Hamilton County, Tennessee",3424,264,7.71,3160,26.08
101,47065010101,"Census Tract 101.01, Hamilton County, Tennessee",2638,66,2.5,2572,31.98,"Census Tract 101.01, Hamilton County, Tennessee",2879,86,2.99,2793,30.2,"Census Tract 101.01, Hamilton County, Tennessee",3173,95,2.99,3078,28.05
102,47065003300,"Census Tract 33, Hamilton County, Tennessee",2956,176,5.95,2780,28.12,"Census Tract 33, Hamilton County, Tennessee",2649,139,5.25,2510,25.39,"Census Tract 33, Hamilton County, Tennessee",2801,164,5.86,2637,24.23
103,47065001200,"Census Tract 12, Hamilton County, Tennessee",932,0,0.0,932,22.17,"Census Tract 12, Hamilton County, Tennessee",1039,37,3.56,1002,21.05,"Census Tract 12, Hamilton County, Tennessee",1060,57,5.38,1003,20.24
104,47065010501,"Census Tract 105.01, Hamilton County, Tennessee",3044,196,6.44,2848,26.79,"Census Tract 105.01, Hamilton County, Tennessee",3045,179,5.88,2866,24.66,"Census Tract 105.01, Hamilton County, Tennessee",3299,103,3.12,3196,21.28
105,47065003200,"Census Tract 32, Hamilton County, Tennessee",1358,26,1.91,1332,18.98,"Census Tract 32, Hamilton County, Tennessee",1363,20,1.47,1343,19.31,"Census Tract 32, Hamilton County, Tennessee",1080,51,4.72,1029,19.34
106,47065011311,"Census Tract 113.11, Hamilton County, Tennessee",3144,102,3.24,3042,28.03,"Census Tract 113.11, Hamilton County, Tennessee",3571,313,8.77,3258,26.73,"Census Tract 113.11, Hamilton County, Tennessee",4456,284,6.37,4172,24.32
107,47065012100,"Census Tract 121, Hamilton County, Tennessee",2430,71,2.92,2359,20.85,"Census Tract 121, Hamilton County, Tennessee",2765,140,5.06,2625,20.96,"Census Tract 121, Hamilton County, Tennessee",3130,220,7.03,2910,21.71
108,47065002000,"Census Tract 20, Hamilton County, Tennessee",702,42,5.98,660,20.52,"Census Tract 20, Hamilton County, Tennessee",764,35,4.58,729,20.3,"Census Tract 20, Hamilton County, Tennessee",920,80,8.7,840,20.43
109,47065010600,"Census Tract 106, Hamilton County, Tennessee",1349,51,3.78,1298,23.46,"Census Tract 106, Hamilton County, Tennessee",1282,64,4.99,1218,22.76,"Census Tract 106, Hamilton County, Tennessee",1627,54,3.32,1573,22.17
110,47065011442,"Census Tract 114.42, Hamilton County, Tennessee",1417,72,5.08,1345,22.06,"Census Tract 114.42, Hamilton County, Tennessee",1388,87,6.27,1301,22.01,"Census Tract 114.42, Hamilton County, Tennessee",1507,70,4.64,1437,21.91
111,47065000400,"Census Tract 4, Hamilton County, Tennessee",999,0,0.0,999,20.99,"Census Tract 4, Hamilton County, Tennessee",1271,9,0.71,1262,21.91,"Census Tract 4, Hamilton County, Tennessee",1218,9,0.74,1209,25.43
112,47065011800,"Census Tract 118, Hamilton County, Tennessee",3331,76,2.28,3255,20.93,"Census Tract 118, Hamilton County, Tennessee",3453,73,2.11,3380,21.69,"Census Tract 118, Hamilton County, Tennessee",3465,87,2.51,3378,20.48
113,47065011321,"Census Tract 113.21, Hamilton County, Tennessee",3496,138,3.95,3358,23.91,"Census Tract 113.21, Hamilton County, Tennessee",4083,158,3.87,3925,24.89,"Census Tract 113.21, Hamilton County, Tennessee",4019,203,5.05,3816,25.07
114,47001020300,"Census Tract 203, Anderson County, Tennessee",1880,88,4.68,1792,23.19,"Census Tract 203, Anderson County, Tennessee",1859,79,4.25,1780,25.3,"Census Tract 203, Anderson County, Tennessee",1722,61,3.54,1661,26.82
115,47065003100,"Census Tract 31, Hamilton County, Tennessee",634,35,5.52,599,16.28,"Census Tract 31, Hamilton County, Tennessee",755,70,9.27,685,18.16,"Census Tract 31, Hamilton County, Tennessee",946,84,8.88,862,16.81
116,47065000800,"Census Tract 8, Hamilton County, Tennessee",850,75,8.82,775,24.26,"Census Tract 8, Hamilton County, Tennessee",912,69,7.57,843,21.46,"Census Tract 8, Hamilton County, Tennessee",942,82,8.7,860,23.5
117,47135930200,"Census Tract 9302, Perry County, Tennessee",1620,70,4.32,1550,33.46,"Census Tract 9302, Perry County, Tennessee",1615,184,11.39,1431,33.03,"Census Tract 9302, Perry County, Tennessee",1673,183,10.94,1490,28.46
118,47187050304,"Census Tract 503.04, Williamson County, Tennessee",666,48,7.21,618,28.97,"Census Tract 503.04, Williamson County, Tennessee",874,101,11.56,773,29.77,"Census Tract 503.04, Williamson County, Tennessee",1106,150,13.56,956,28.23
119,47187050203,"Census Tract 502.03, Williamson County, Tennessee",2367,200,8.45,2167,25.19,"Census Tract 502.03, Williamson County, Tennessee",2425,116,4.78,2309,28.87,"Census Tract 502.03, Williamson County, Tennessee",2655,206,7.76,2449,30.84
120,47187050905,"Census Tract 509.05, Williamson County, Tennessee",3413,200,5.86,3213,25.26,"Census Tract 509.05, Williamson County, Tennessee",3726,157,4.21,3569,25.75,"Census Tract 509.05, Williamson County, Tennessee",3600,254,7.06,3346,29.29
121,47187050204,"Census Tract 502.04, Williamson County, Tennessee",2630,263,10.0,2367,31.99,"Census Tract 502.04, Williamson County, Tennessee",2533,244,9.63,2289,32.19,"Census Tract 502.04, Williamson County, Tennessee",2789,367,13.16,2422,32.52
122,47037019200,"Census Tract 192, Davidson County, Tennessee",2038,122,5.99,1916,21.1,"Census Tract 192, Davidson County, Tennessee",1955,303,15.5,1652,24.48,"Census Tract 192, Davidson County, Tennessee",2239,411,18.36,1828,23.55
123,47037019500,"Census Tract 195, Davidson County, Tennessee",3159,336,10.64,2823,21.02,"Census Tract 195, Davidson County, Tennessee",4153,429,10.33,3724,21.71,"Census Tract 195, Davidson County, Tennessee",5543,548,9.89,4995,20.14
124,47037019400,"Census Tract 194, Davidson County, Tennessee",2055,156,7.59,1899,25.42,"Census Tract 194, Davidson County, Tennessee",2821,359,12.73,2462,23.38,"Census Tract 194, Davidson County, Tennessee",4154,486,11.7,3668,23.75
125,47029920700,"Census Tract 9207, Cocke County, Tennessee",1527,17,1.11,1510,44.69,"Census Tract 9207, Cocke County, Tennessee",1577,89,5.64,1488,44.48,"Census Tract 9207, Cocke County, Tennessee",1668,108,6.47,1560,48.27
126,47187050206,"Census Tract 502.06, Williamson County, Tennessee",1326,114,8.6,1212,28.72,"Census Tract 502.06, Williamson County, Tennessee",1360,173,12.72,1187,31.4,"Census Tract 502.06, Williamson County, Tennessee",1438,213,14.81,1225,31.96
127,47037016700,"Census Tract 167, Davidson County, Tennessee",2895,156,5.39,2739,22.18,"Census Tract 167, Davidson County, Tennessee",2973,274,9.22,2699,20.59,"Census Tract 167, Davidson County, Tennessee",3205,237,7.39,2968,21.59
128,47037015612,"Census Tract 156.12, Davidson County, Tennessee",4134,175,4.23,3959,31.34,"Census Tract 156.12, Davidson County, Tennessee",4313,90,2.09,4223,33.4,"Census Tract 156.12, Davidson County, Tennessee",4411,80,1.81,4331,32.27
129,47037010105,"Census Tract 101.05, Davidson County, Tennessee",2058,28,1.36,2030,28.93,"Census Tract 101.05, Davidson County, Tennessee",1887,73,3.87,1814,29.24,"Census Tract 101.05, Davidson County, Tennessee",2162,154,7.12,2008,31.7
130,47037010303,"Census Tract 103.03, Davidson County, Tennessee",2682,72,2.68,2610,30.55,"Census Tract 103.03, Davidson County, Tennessee",2744,159,5.79,2585,32.14,"Census Tract 103.03, Davidson County, Tennessee",2647,125,4.72,2522,31.01
131,47001021201,"Census Tract 212.01, Anderson County, Tennessee",1920,25,1.3,1895,27.36,"Census Tract 212.01, Anderson County, Tennessee",2064,7,0.34,2057,25.87,"Census Tract 212.01, Anderson County, Tennessee",2061,18,0.87,2043,28.07
132,47001021302,"Census Tract 213.02, Anderson County, Tennessee",3274,235,7.18,3039,28.19,"Census Tract 213.02, Anderson County, Tennessee",3511,202,5.75,3309,29.7,"Census Tract 213.02, Anderson County, Tennessee",3083,136,4.41,2947,29.12
133,47001021202,"Census Tract 212.02, Anderson County, Tennessee",1857,0,0.0,1857,26.38,"Census Tract 212.02, Anderson County, Tennessee",2137,20,0.94,2117,26.07,"Census Tract 212.02, Anderson County, Tennessee",1964,21,1.07,1943,26.42
134,47001020901,"Census Tract 209.01, Anderson County, Tennessee",2516,69,2.74,2447,31.61,"Census Tract 209.01, Anderson County, Tennessee",2423,110,4.54,2313,33.79,"Census Tract 209.01, Anderson County, Tennessee",2813,155,5.51,2658,36.84
135,47001020902,"Census Tract 209.02, Anderson County, Tennessee",2704,14,0.52,2690,28.62,"Census Tract 209.02, Anderson County, Tennessee",2557,0,0.0,2557,30.21,"Census Tract 209.02, Anderson County, Tennessee",2582,30,1.16,2552,30.11
136,47001020700,"Census Tract 207, Anderson County, Tennessee",453,0,0.0,453,34.96,"Census Tract 207, Anderson County, Tennessee",495,8,1.62,487,37.31,"Census Tract 207, Anderson County, Tennessee",628,13,2.07,615,36.7
137,47001020100,"Census Tract 201, Anderson County, Tennessee",1202,0,0.0,1202,22.86,"Census Tract 201, Anderson County, Tennessee",1463,23,1.57,1440,25.27,"Census Tract 201, Anderson County, Tennessee",1518,119,7.84,1399,25.43
138,47001020400,"Census Tract 204, Anderson County, Tennessee",1615,94,5.82,1521,26.55,"Census Tract 204, Anderson County, Tennessee",1657,91,5.49,1566,26.85,"Census Tract 204, Anderson County, Tennessee",1757,57,3.24,1700,26.7
139,47001020500,"Census Tract 205, Anderson County, Tennessee",1680,8,0.48,1672,24.9,"Census Tract 205, Anderson County, Tennessee",1503,13,0.86,1490,26.29,"Census Tract 205, Anderson County, Tennessee",1471,10,0.68,1461,29.26
140,47001021000,"Census Tract 210, Anderson County, Tennessee",2318,37,1.6,2281,28.3,"Census Tract 210, Anderson County, Tennessee",2448,42,1.72,2406,28.34,"Census Tract 210, Anderson County, Tennessee",2453,54,2.2,2399,32.86
141,47001021301,"Census Tract 213.01, Anderson County, Tennessee",1345,38,2.83,1307,26.6,"Census Tract 213.01, Anderson County, Tennessee",1351,40,2.96,1311,29.53,"Census Tract 213.01, Anderson County, Tennessee",1508,83,5.5,1425,31.55
142,47001020800,"Census Tract 208, Anderson County, Tennessee",1524,30,1.97,1494,30.79,"Census Tract 208, Anderson County, Tennessee",1491,31,2.08,1460,31.26,"Census Tract 208, Anderson County, Tennessee",1766,33,1.87,1733,30.73
143,47001021100,"Census Tract 211, Anderson County, Tennessee",1660,102,6.14,1558,26.17,"Census Tract 211, Anderson County, Tennessee",1617,69,4.27,1548,25.0,"Census Tract 211, Anderson County, Tennessee",1742,72,4.13,1670,25.41
144,47093007100,"Census Tract 71, Knox County, Tennessee",2090,122,5.84,1968,21.92,"Census Tract 71, Knox County, Tennessee",1865,92,4.93,1773,21.55,"Census Tract 71, Knox County, Tennessee",1890,71,3.76,1819,21.09
145,47093006207,"Census Tract 62.07, Knox County, Tennessee",1766,35,1.98,1731,26.33,"Census Tract 62.07, Knox County, Tennessee",1783,45,2.52,1738,26.22,"Census Tract 62.07, Knox County, Tennessee",1914,58,3.03,1856,26.95
146,47093005810,"Census Tract 58.10, Knox County, Tennessee",1706,108,6.33,1598,30.67,"Census Tract 58.10, Knox County, Tennessee",1658,139,8.38,1519,26.71,"Census Tract 58.10, Knox County, Tennessee",1677,164,9.78,1513,27.81
147,47093004612,"Census Tract 46.12, Knox County, Tennessee",1709,85,4.97,1624,23.62,"Census Tract 46.12, Knox County, Tennessee",1558,38,2.44,1520,23.07,"Census Tract 46.12, Knox County, Tennessee",1585,66,4.16,1519,27.22
148,47125980100,"Census Tract 9801, Montgomery County, Tennessee",276,16,5.8,260,10.02,"Census Tract 9801, Montgomery County, Tennessee",277,13,4.69,264,9.49,"Census Tract 9801, Montgomery County, Tennessee",289,0,0.0,289,10.26
149,47125101804,"Census Tract 1018.04, Montgomery County, Tennessee",3283,74,2.25,3209,33.2,"Census Tract 1018.04, Montgomery County, Tennessee",3368,68,2.02,3300,32.52,"Census Tract 1018.04, Montgomery County, Tennessee",3485,126,3.62,3359,29.46
150,47125101903,"Census Tract 1019.03, Montgomery County, Tennessee",4493,68,1.51,4425,26.11,"Census Tract 1019.03, Montgomery County, Tennessee",4981,44,0.88,4937,29.78,"Census Tract 1019.03, Montgomery County, Tennessee",5818,226,3.88,5592,27.0
151,47125101904,"Census Tract 1019.04, Montgomery County, Tennessee",1389,79,5.69,1310,30.35,"Census Tract 1019.04, Montgomery County, Tennessee",1620,98,6.05,1522,30.39,"Census Tract 1019.04, Montgomery County, Tennessee",2453,194,7.91,2259,30.91
152,47125101306,"Census Tract 1013.06, Montgomery County, Tennessee",2789,43,1.54,2746,25.69,"Census Tract 1013.06, Montgomery County, Tennessee",2591,38,1.47,2553,30.18,"Census Tract 1013.06, Montgomery County, Tennessee",2782,83,2.98,2699,34.24
153,47125101305,"Census Tract 1013.05, Montgomery County, Tennessee",1437,15,1.04,1422,31.39,"Census Tract 1013.05, Montgomery County, Tennessee",2006,86,4.29,1920,30.13,"Census Tract 1013.05, Montgomery County, Tennessee",2678,121,4.52,2557,29.86
154,47125102002,"Census Tract 1020.02, Montgomery County, Tennessee",3595,134,3.73,3461,32.46,"Census Tract 1020.02, Montgomery County, Tennessee",4018,206,5.13,3812,31.56,"Census Tract 1020.02, Montgomery County, Tennessee",4412,143,3.24,4269,31.53
155,47155080901,"Census Tract 809.01, Sevier County, Tennessee",1575,107,6.79,1468,29.85,"Census Tract 809.01, Sevier County, Tennessee",1788,131,7.33,1657,26.4,"Census Tract 809.01, Sevier County, Tennessee",1730,186,10.75,1544,23.31
156,47155080201,"Census Tract 802.01, Sevier County, Tennessee",3945,126,3.19,3819,37.51,"Census Tract 802.01, Sevier County, Tennessee",3790,142,3.75,3648,40.1,"Census Tract 802.01, Sevier County, Tennessee",4044,288,7.12,3756,39.87
157,47155080202,"Census Tract 802.02, Sevier County, Tennessee",2309,89,3.85,2220,33.93,"Census Tract 802.02, Sevier County, Tennessee",2728,202,7.4,2526,37.33,"Census Tract 802.02, Sevier County, Tennessee",2789,293,10.51,2496,42.44
158,47155080802,"Census Tract 808.02, Sevier County, Tennessee",3542,201,5.67,3341,22.82,"Census Tract 808.02, Sevier County, Tennessee",3526,169,4.79,3357,21.28,"Census Tract 808.02, Sevier County, Tennessee",3477,235,6.76,3242,23.37
159,47155080902,"Census Tract 809.02, Sevier County, Tennessee",2195,123,5.6,2072,40.64,"Census Tract 809.02, Sevier County, Tennessee",2282,85,3.72,2197,33.7,"Census Tract 809.02, Sevier County, Tennessee",2255,84,3.73,2171,28.81
