,TractCode,NAME_2015,Workers - Commute Method_2015,Work From Home_2015,Proportion Work From Home_2015,Workers - Commute Length_2015,Median Commute Length_2015,NAME_2017,Workers - Commute Method_2017,Work From Home_2017,Proportion Work From Home_2017,Workers - Commute Length_2017,Median Commute Length_2017,NAME_2019,Workers - Commute Method_2019,Work From Home_2019,Proportion Work From Home_2019,Workers - Commute Length_2019,Median Commute Length_2019
253,47145030202,"Census Tract 302.02, Roane County, Tennessee",2823,118,4.18,2705,25.67,"Census Tract 302.02, Roane County, Tennessee",3001,122,4.07,2879,29.16,"Census Tract 302.02, Roane County, Tennessee",3245,250,7.7,2995,31.94
254,47145030600,"Census Tract 306, Roane County, Tennessee",1518,35,2.31,1483,30.61,"Census Tract 306, Roane County, Tennessee",1485,34,2.29,1451,30.27,"Census Tract 306, Roane County, Tennessee",1546,42,2.72,1504,30.8
255,47145030201,"Census Tract 302.01, Roane County, Tennessee",2498,61,2.44,2437,37.33,"Census Tract 302.01, Roane County, Tennessee",2585,48,1.86,2537,34.49,"Census Tract 302.01, Roane County, Tennessee",3064,140,4.57,2924,30.18
256,47145030400,"Census Tract 304, Roane County, Tennessee",2937,63,2.15,2874,33.14,"Census Tract 304, Roane County, Tennessee",2773,63,2.27,2710,32.29,"Census Tract 304, Roane County, Tennessee",2731,61,2.23,2670,35.44
257,47159975400,"Census Tract 9754, Smith County, Tennessee",2053,38,1.85,2015,33.93,"Census Tract 9754, Smith County, Tennessee",2287,46,2.01,2241,33.4,"Census Tract 9754, Smith County, Tennessee",2565,93,3.63,2472,31.7
258,47159975100,"Census Tract 9751, Smith County, Tennessee",951,27,2.84,924,28.7,"Census Tract 9751, Smith County, Tennessee",1149,10,0.87,1139,27.45,"Census Tract 9751, Smith County, Tennessee",1312,0,0.0,1312,31.84
259,47159975200,"Census Tract 9752, Smith County, Tennessee",2422,85,3.51,2337,33.48,"Census Tract 9752, Smith County, Tennessee",2304,41,1.78,2263,34.33,"Census Tract 9752, Smith County, Tennessee",2426,164,6.76,2262,42.66
260,47115050101,"Census Tract 501.01, Marion County, Tennessee",1586,132,8.32,1454,43.85,"Census Tract 501.01, Marion County, Tennessee",1627,62,3.81,1565,44.58,"Census Tract 501.01, Marion County, Tennessee",1631,53,3.25,1578,42.63
261,47159975000,"Census Tract 9750, Smith County, Tennessee",1776,40,2.25,1736,40.76,"Census Tract 9750, Smith County, Tennessee",1825,61,3.34,1764,42.27,"Census Tract 9750, Smith County, Tennessee",1887,102,5.41,1785,47.13
262,47159975300,"Census Tract 9753, Smith County, Tennessee",753,14,1.86,739,37.68,"Census Tract 9753, Smith County, Tennessee",720,0,0.0,720,40.65,"Census Tract 9753, Smith County, Tennessee",812,0,0.0,812,41.72
263,47073050400,"Census Tract 504, Hawkins County, Tennessee",2333,89,3.81,2244,33.48,"Census Tract 504, Hawkins County, Tennessee",2402,64,2.66,2338,36.41,"Census Tract 504, Hawkins County, Tennessee",2409,66,2.74,2343,31.78
264,47073050700,"Census Tract 507, Hawkins County, Tennessee",1315,0,0.0,1315,38.15,"Census Tract 507, Hawkins County, Tennessee",1378,21,1.52,1357,37.11,"Census Tract 507, Hawkins County, Tennessee",1342,26,1.94,1316,39.16
265,47093006104,"Census Tract 61.04, Knox County, Tennessee",2316,137,5.92,2179,24.67,"Census Tract 61.04, Knox County, Tennessee",2665,87,3.26,2578,28.38,"Census Tract 61.04, Knox County, Tennessee",2696,160,5.93,2536,31.89
266,47073050900,"Census Tract 509, Hawkins County, Tennessee",1222,37,3.03,1185,31.23,"Census Tract 509, Hawkins County, Tennessee",1261,25,1.98,1236,30.49,"Census Tract 509, Hawkins County, Tennessee",1119,49,4.38,1070,33.26
267,47073050100,"Census Tract 501, Hawkins County, Tennessee",1514,36,2.38,1478,37.59,"Census Tract 501, Hawkins County, Tennessee",1466,32,2.18,1434,33.85,"Census Tract 501, Hawkins County, Tennessee",1366,7,0.51,1359,31.34
268,47187050207,"Census Tract 502.07, Williamson County, Tennessee",1646,112,6.8,1534,31.96,"Census Tract 502.07, Williamson County, Tennessee",1965,172,8.75,1793,33.12,"Census Tract 502.07, Williamson County, Tennessee",2020,204,10.1,1816,35.19
269,47187050102,"Census Tract 501.02, Williamson County, Tennessee",2140,112,5.23,2028,33.54,"Census Tract 501.02, Williamson County, Tennessee",2178,212,9.73,1966,37.96,"Census Tract 501.02, Williamson County, Tennessee",2428,251,10.34,2177,41.6
270,47187050504,"Census Tract 505.04, Williamson County, Tennessee",1997,89,4.46,1908,43.88,"Census Tract 505.04, Williamson County, Tennessee",2061,123,5.97,1938,43.89,"Census Tract 505.04, Williamson County, Tennessee",2122,167,7.87,1955,44.4
271,47187051001,"Census Tract 510.01, Williamson County, Tennessee",3198,231,7.22,2967,29.09,"Census Tract 510.01, Williamson County, Tennessee",3547,363,10.23,3184,30.24,"Census Tract 510.01, Williamson County, Tennessee",3702,471,12.72,3231,30.36
272,47187051100,"Census Tract 511, Williamson County, Tennessee",3366,383,11.38,2983,41.22,"Census Tract 511.00, Williamson County, Tennessee",3676,378,10.28,3298,40.42,"Census Tract 511.00, Williamson County, Tennessee",4438,526,11.85,3912,35.49
273,47037011400,"Census Tract 114, Davidson County, Tennessee",2530,169,6.68,2361,28.37,"Census Tract 114, Davidson County, Tennessee",2829,155,5.48,2674,26.8,"Census Tract 114, Davidson County, Tennessee",2720,255,9.38,2465,26.86
274,47179060700,"Census Tract 607, Washington County, Tennessee",552,7,1.27,545,17.77,"Census Tract 607, Washington County, Tennessee",588,8,1.36,580,17.97,"Census Tract 607, Washington County, Tennessee",550,0,0.0,550,17.89
275,47179060800,"Census Tract 608, Washington County, Tennessee",1565,18,1.15,1547,18.16,"Census Tract 608, Washington County, Tennessee",1528,19,1.24,1509,19.44,"Census Tract 608, Washington County, Tennessee",1433,70,4.88,1363,20.64
276,47179061000,"Census Tract 610, Washington County, Tennessee",871,32,3.67,839,21.23,"Census Tract 610, Washington County, Tennessee",1101,42,3.81,1059,18.8,"Census Tract 610, Washington County, Tennessee",1230,38,3.09,1192,16.39
277,47115050202,"Census Tract 502.02, Marion County, Tennessee",2408,161,6.69,2247,32.97,"Census Tract 502.02, Marion County, Tennessee",2439,233,9.55,2206,34.55,"Census Tract 502.02, Marion County, Tennessee",2553,227,8.89,2326,35.42
278,47115050102,"Census Tract 501.02, Marion County, Tennessee",2203,107,4.86,2096,45.48,"Census Tract 501.02, Marion County, Tennessee",2167,85,3.92,2082,47.15,"Census Tract 501.02, Marion County, Tennessee",2661,105,3.95,2556,45.71
279,47115050302,"Census Tract 503.02, Marion County, Tennessee",1474,23,1.56,1451,34.15,"Census Tract 503.02, Marion County, Tennessee",1414,33,2.33,1381,32.62,"Census Tract 503.02, Marion County, Tennessee",1192,53,4.45,1139,35.9
280,47115050301,"Census Tract 503.01, Marion County, Tennessee",2127,49,2.3,2078,27.16,"Census Tract 503.01, Marion County, Tennessee",2155,57,2.65,2098,25.46,"Census Tract 503.01, Marion County, Tennessee",2207,60,2.72,2147,23.68
281,47115050201,"Census Tract 502.01, Marion County, Tennessee",1915,61,3.19,1854,33.22,"Census Tract 502.01, Marion County, Tennessee",1998,34,1.7,1964,28.56,"Census Tract 502.01, Marion County, Tennessee",2006,37,1.84,1969,33.39
282,47157010630,"Census Tract 106.30, Shelby County, Tennessee",1684,22,1.31,1662,25.11,"Census Tract 106.30, Shelby County, Tennessee",1332,47,3.53,1285,25.37,"Census Tract 106.30, Shelby County, Tennessee",1235,52,4.21,1183,25.87
283,47137925100,"Census Tract 9251, Pickett County, Tennessee",2033,55,2.71,1978,30.01,"Census Tract 9251, Pickett County, Tennessee",2112,107,5.07,2005,30.28,"Census Tract 9251, Pickett County, Tennessee",1814,92,5.07,1722,31.69
284,47037010702,"Census Tract 107.02, Davidson County, Tennessee",1345,0,0.0,1345,33.88,"Census Tract 107.02, Davidson County, Tennessee",1404,50,3.56,1354,31.21,"Census Tract 107.02, Davidson County, Tennessee",1422,80,5.63,1342,34.44
285,47037010801,"Census Tract 108.01, Davidson County, Tennessee",2423,18,0.74,2405,33.83,"Census Tract 108.01, Davidson County, Tennessee",3101,83,2.68,3018,34.06,"Census Tract 108.01, Davidson County, Tennessee",3081,72,2.34,3009,31.52
286,47157020635,"Census Tract 206.35, Shelby County, Tennessee",1268,41,3.23,1227,30.08,"Census Tract 206.35, Shelby County, Tennessee",1250,37,2.96,1213,27.22,"Census Tract 206.35, Shelby County, Tennessee",1302,26,2.0,1276,26.29
287,47157011200,"Census Tract 112, Shelby County, Tennessee",579,33,5.7,546,30.07,"Census Tract 112, Shelby County, Tennessee",477,29,6.08,448,31.14,"Census Tract 112, Shelby County, Tennessee",359,17,4.74,342,38.31
288,47157011300,"Census Tract 113, Shelby County, Tennessee",574,30,5.23,544,21.99,"Census Tract 113, Shelby County, Tennessee",489,50,10.22,439,23.77,"Census Tract 113, Shelby County, Tennessee",456,56,12.28,400,26.38
289,47157011400,"Census Tract 114, Shelby County, Tennessee",848,41,4.83,807,24.17,"Census Tract 114, Shelby County, Tennessee",915,26,2.84,889,33.15,"Census Tract 114, Shelby County, Tennessee",924,0,0.0,924,32.25
290,47157011600,"Census Tract 116, Shelby County, Tennessee",734,7,0.95,727,28.56,"Census Tract 116, Shelby County, Tennessee",568,15,2.64,553,27.73,"Census Tract 116, Shelby County, Tennessee",651,18,2.76,633,25.25
291,47157011500,"Census Tract 115, Shelby County, Tennessee",741,9,1.21,732,27.57,"Census Tract 115, Shelby County, Tennessee",827,0,0.0,827,24.5,"Census Tract 115, Shelby County, Tennessee",719,0,0.0,719,24.33
292,47125100700,"Census Tract 1007, Montgomery County, Tennessee",517,16,3.09,501,22.13,"Census Tract 1007, Montgomery County, Tennessee",612,54,8.82,558,25.66,"Census Tract 1007, Montgomery County, Tennessee",628,49,7.8,579,29.07
293,47125100800,"Census Tract 1008, Montgomery County, Tennessee",1038,55,5.3,983,26.43,"Census Tract 1008, Montgomery County, Tennessee",987,25,2.53,962,27.31,"Census Tract 1008, Montgomery County, Tennessee",1069,12,1.12,1057,27.5
294,47125101101,"Census Tract 1011.01, Montgomery County, Tennessee",1255,52,4.14,1203,30.18,"Census Tract 1011.01, Montgomery County, Tennessee",1171,87,7.43,1084,26.72,"Census Tract 1011.01, Montgomery County, Tennessee",1009,101,10.01,908,33.14
295,47125101002,"Census Tract 1010.02, Montgomery County, Tennessee",1676,11,0.66,1665,29.15,"Census Tract 1010.02, Montgomery County, Tennessee",1710,92,5.38,1618,29.75,"Census Tract 1010.02, Montgomery County, Tennessee",1732,146,8.43,1586,34.56
296,47157011800,"Census Tract 118, Shelby County, Tennessee",2770,31,1.12,2739,23.68,"Census Tract 118, Shelby County, Tennessee",2812,69,2.45,2743,24.93,"Census Tract 118, Shelby County, Tennessee",2837,87,3.07,2750,24.97
297,47157022700,"Census Tract 227, Shelby County, Tennessee",2511,0,0.0,2511,27.05,"Census Tract 227, Shelby County, Tennessee",2401,0,0.0,2401,31.15,"Census Tract 227, Shelby County, Tennessee",2798,19,0.68,2779,27.2
298,47157007821,"Census Tract 78.21, Shelby County, Tennessee",1377,15,1.09,1362,23.64,"Census Tract 78.21, Shelby County, Tennessee",1449,82,5.66,1367,23.07,"Census Tract 78.21, Shelby County, Tennessee",1665,78,4.68,1587,25.59
299,47157007822,"Census Tract 78.22, Shelby County, Tennessee",600,5,0.83,595,25.24,"Census Tract 78.22, Shelby County, Tennessee",621,8,1.29,613,23.8,"Census Tract 78.22, Shelby County, Tennessee",527,0,0.0,527,24.34
300,47157007900,"Census Tract 79, Shelby County, Tennessee",2042,0,0.0,2042,24.2,"Census Tract 79, Shelby County, Tennessee",2074,0,0.0,2074,23.71,"Census Tract 79, Shelby County, Tennessee",2150,0,0.0,2150,22.22
301,47157008000,"Census Tract 80, Shelby County, Tennessee",2319,13,0.56,2306,20.72,"Census Tract 80, Shelby County, Tennessee",2443,0,0.0,2443,22.39,"Census Tract 80, Shelby County, Tennessee",1932,0,0.0,1932,22.43
302,47157008110,"Census Tract 81.10, Shelby County, Tennessee",882,11,1.25,871,30.85,"Census Tract 81.10, Shelby County, Tennessee",875,21,2.4,854,29.73,"Census Tract 81.10, Shelby County, Tennessee",782,31,3.96,751,31.64
303,47157021341,"Census Tract 213.41, Shelby County, Tennessee",2530,251,9.92,2279,24.12,"Census Tract 213.41, Shelby County, Tennessee",2704,262,9.69,2442,23.88,"Census Tract 213.41, Shelby County, Tennessee",2537,219,8.63,2318,24.54
304,47157021612,"Census Tract 216.12, Shelby County, Tennessee",2798,101,3.61,2697,32.46,"Census Tract 216.12, Shelby County, Tennessee",2676,128,4.78,2548,29.91,"Census Tract 216.12, Shelby County, Tennessee",2455,119,4.85,2336,32.29
305,47157006600,"Census Tract 66, Shelby County, Tennessee",1188,32,2.69,1156,22.31,"Census Tract 66, Shelby County, Tennessee",1217,66,5.42,1151,20.95,"Census Tract 66, Shelby County, Tennessee",1243,21,1.69,1222,19.59
306,47021070201,"Census Tract 702.01, Cheatham County, Tennessee",2255,166,7.36,2089,35.94,"Census Tract 702.01, Cheatham County, Tennessee",2179,131,6.01,2048,38.81,"Census Tract 702.01, Cheatham County, Tennessee",2379,180,7.57,2199,40.99
307,47021070401,"Census Tract 704.01, Cheatham County, Tennessee",1165,75,6.44,1090,36.55,"Census Tract 704.01, Cheatham County, Tennessee",1185,56,4.73,1129,41.34,"Census Tract 704.01, Cheatham County, Tennessee",1372,68,4.96,1304,42.26
308,47021070402,"Census Tract 704.02, Cheatham County, Tennessee",3777,182,4.82,3595,38.18,"Census Tract 704.02, Cheatham County, Tennessee",4112,282,6.86,3830,38.6,"Census Tract 704.02, Cheatham County, Tennessee",3859,338,8.76,3521,38.25
309,47157008120,"Census Tract 81.20, Shelby County, Tennessee",1494,69,4.62,1425,25.01,"Census Tract 81.20, Shelby County, Tennessee",1591,57,3.58,1534,25.2,"Census Tract 81.20, Shelby County, Tennessee",1778,63,3.54,1715,25.06
310,47157008600,"Census Tract 86, Shelby County, Tennessee",3175,150,4.72,3025,24.68,"Census Tract 86, Shelby County, Tennessee",3048,149,4.89,2899,23.6,"Census Tract 86, Shelby County, Tennessee",3045,167,5.48,2878,21.96
311,47157008700,"Census Tract 87, Shelby County, Tennessee",2108,101,4.79,2007,23.8,"Census Tract 87, Shelby County, Tennessee",2280,112,4.91,2168,22.96,"Census Tract 87, Shelby County, Tennessee",2286,74,3.24,2212,26.03
312,47157021620,"Census Tract 216.20, Shelby County, Tennessee",1461,50,3.42,1411,28.24,"Census Tract 216.20, Shelby County, Tennessee",1328,0,0.0,1328,29.47,"Census Tract 216.20, Shelby County, Tennessee",1485,53,3.57,1432,27.34
313,47157021721,"Census Tract 217.21, Shelby County, Tennessee",2248,24,1.07,2224,24.4,"Census Tract 217.21, Shelby County, Tennessee",2372,44,1.85,2328,23.55,"Census Tract 217.21, Shelby County, Tennessee",2307,16,0.69,2291,23.59
314,47119010802,"Census Tract 108.02, Maury County, Tennessee",2683,26,0.97,2657,29.0,"Census Tract 108.02, Maury County, Tennessee",2843,17,0.6,2826,32.46,"Census Tract 108.02, Maury County, Tennessee",3619,44,1.22,3575,36.56
315,47119010201,"Census Tract 102.01, Maury County, Tennessee",2940,156,5.31,2784,41.47,"Census Tract 102.01, Maury County, Tennessee",3312,284,8.57,3028,38.96,"Census Tract 102.01, Maury County, Tennessee",3825,286,7.48,3539,37.9
316,47119011002,"Census Tract 110.02, Maury County, Tennessee",3028,34,1.12,2994,39.44,"Census Tract 110.02, Maury County, Tennessee",2903,0,0.0,2903,41.13,"Census Tract 110.02, Maury County, Tennessee",2879,27,0.94,2852,38.61
317,47119010302,"Census Tract 103.02, Maury County, Tennessee",1433,32,2.23,1401,37.39,"Census Tract 103.02, Maury County, Tennessee",1530,71,4.64,1459,36.36,"Census Tract 103.02, Maury County, Tennessee",1649,84,5.09,1565,36.37
318,47139950201,"Census Tract 9502.01, Polk County, Tennessee",905,79,8.73,826,32.3,"Census Tract 9502.01, Polk County, Tennessee",916,70,7.64,846,42.06,"Census Tract 9502.01, Polk County, Tennessee",934,79,8.46,855,41.32
319,47155080101,"Census Tract 801.01, Sevier County, Tennessee",1709,38,2.22,1671,33.19,"Census Tract 801.01, Sevier County, Tennessee",1774,0,0.0,1774,31.09,"Census Tract 801.01, Sevier County, Tennessee",1831,13,0.71,1818,28.4
320,47155080601,"Census Tract 806.01, Sevier County, Tennessee",2381,140,5.88,2241,27.27,"Census Tract 806.01, Sevier County, Tennessee",2290,165,7.21,2125,24.73,"Census Tract 806.01, Sevier County, Tennessee",2222,228,10.26,1994,26.93
321,47043060502,"Census Tract 605.02, Dickson County, Tennessee",1149,26,2.26,1123,35.61,"Census Tract 605.02, Dickson County, Tennessee",1103,27,2.45,1076,32.9,"Census Tract 605.02, Dickson County, Tennessee",1093,52,4.76,1041,31.43
322,47043060601,"Census Tract 606.01, Dickson County, Tennessee",1616,29,1.79,1587,36.37,"Census Tract 606.01, Dickson County, Tennessee",1792,36,2.01,1756,36.62,"Census Tract 606.01, Dickson County, Tennessee",1860,54,2.9,1806,34.84
323,47157008800,"Census Tract 88, Shelby County, Tennessee",3110,62,1.99,3048,33.92,"Census Tract 88, Shelby County, Tennessee",2942,17,0.58,2925,31.03,"Census Tract 88, Shelby County, Tennessee",2777,11,0.4,2766,26.88
324,47157008900,"Census Tract 89, Shelby County, Tennessee",1444,24,1.66,1420,28.06,"Census Tract 89, Shelby County, Tennessee",1593,66,4.14,1527,28.69,"Census Tract 89, Shelby County, Tennessee",1754,75,4.28,1679,26.86
325,47157009100,"Census Tract 91, Shelby County, Tennessee",1092,3,0.27,1089,29.77,"Census Tract 91, Shelby County, Tennessee",1033,9,0.87,1024,29.24,"Census Tract 91, Shelby County, Tennessee",886,0,0.0,886,32.45
326,47157021731,"Census Tract 217.31, Shelby County, Tennessee",1049,26,2.48,1023,28.48,"Census Tract 217.31, Shelby County, Tennessee",1140,12,1.05,1128,28.04,"Census Tract 217.31, Shelby County, Tennessee",1264,13,1.03,1251,27.38
327,47157021741,"Census Tract 217.41, Shelby County, Tennessee",3576,113,3.16,3463,29.93,"Census Tract 217.41, Shelby County, Tennessee",3337,136,4.08,3201,29.16,"Census Tract 217.41, Shelby County, Tennessee",3472,45,1.3,3427,25.92
328,47157021732,"Census Tract 217.32, Shelby County, Tennessee",3155,55,1.74,3100,26.38,"Census Tract 217.32, Shelby County, Tennessee",3016,0,0.0,3016,25.1,"Census Tract 217.32, Shelby County, Tennessee",3027,66,2.18,2961,26.22
329,47125100601,"Census Tract 1006.01, Montgomery County, Tennessee",868,39,4.49,829,32.26,"Census Tract 1006.01, Montgomery County, Tennessee",1001,43,4.3,958,25.65,"Census Tract 1006.01, Montgomery County, Tennessee",904,39,4.31,865,24.59
330,47125101902,"Census Tract 1019.02, Montgomery County, Tennessee",1244,35,2.81,1209,25.67,"Census Tract 1019.02, Montgomery County, Tennessee",1067,35,3.28,1032,26.88,"Census Tract 1019.02, Montgomery County, Tennessee",1114,46,4.13,1068,28.26
331,47125102006,"Census Tract 1020.06, Montgomery County, Tennessee",3114,15,0.48,3099,31.02,"Census Tract 1020.06, Montgomery County, Tennessee",3731,29,0.78,3702,34.39,"Census Tract 1020.06, Montgomery County, Tennessee",3945,156,3.95,3789,35.68
332,47125101307,"Census Tract 1013.07, Montgomery County, Tennessee",1113,30,2.7,1083,29.38,"Census Tract 1013.07, Montgomery County, Tennessee",1128,31,2.75,1097,29.81,"Census Tract 1013.07, Montgomery County, Tennessee",1186,13,1.1,1173,28.15
333,47155080102,"Census Tract 801.02, Sevier County, Tennessee",2867,158,5.51,2709,34.24,"Census Tract 801.02, Sevier County, Tennessee",3322,173,5.21,3149,32.22,"Census Tract 801.02, Sevier County, Tennessee",3310,107,3.23,3203,32.37
334,47155080602,"Census Tract 806.02, Sevier County, Tennessee",4517,87,1.93,4430,32.8,"Census Tract 806.02, Sevier County, Tennessee",4229,135,3.19,4094,33.18,"Census Tract 806.02, Sevier County, Tennessee",4597,143,3.11,4454,35.31
335,47125101202,"Census Tract 1012.02, Montgomery County, Tennessee",1447,27,1.87,1420,29.66,"Census Tract 1012.02, Montgomery County, Tennessee",1778,38,2.14,1740,27.9,"Census Tract 1012.02, Montgomery County, Tennessee",1923,30,1.56,1893,29.63
336,47125101303,"Census Tract 1013.03, Montgomery County, Tennessee",4967,50,1.01,4917,26.92,"Census Tract 1013.03, Montgomery County, Tennessee",4806,107,2.23,4699,27.58,"Census Tract 1013.03, Montgomery County, Tennessee",5253,105,2.0,5148,30.79
337,47125102005,"Census Tract 1020.05, Montgomery County, Tennessee",2428,60,2.47,2368,25.09,"Census Tract 1020.05, Montgomery County, Tennessee",2661,125,4.7,2536,27.13,"Census Tract 1020.05, Montgomery County, Tennessee",2679,97,3.62,2582,33.56
338,47125102003,"Census Tract 1020.03, Montgomery County, Tennessee",2823,79,2.8,2744,25.38,"Census Tract 1020.03, Montgomery County, Tennessee",3426,90,2.63,3336,27.91,"Census Tract 1020.03, Montgomery County, Tennessee",3664,142,3.88,3522,32.01
339,47157006700,"Census Tract 67, Shelby County, Tennessee",937,0,0.0,937,24.7,"Census Tract 67, Shelby County, Tennessee",911,0,0.0,911,24.76,"Census Tract 67, Shelby County, Tennessee",1107,36,3.25,1071,26.34
340,47157009300,"Census Tract 93, Shelby County, Tennessee",2026,116,5.73,1910,24.12,"Census Tract 93, Shelby County, Tennessee",2063,15,0.73,2048,23.28,"Census Tract 93, Shelby County, Tennessee",2254,25,1.11,2229,22.01
341,47157009400,"Census Tract 94, Shelby County, Tennessee",1894,57,3.01,1837,21.95,"Census Tract 94, Shelby County, Tennessee",1840,116,6.3,1724,22.52,"Census Tract 94, Shelby County, Tennessee",1818,120,6.6,1698,21.33
342,47071920400,"Census Tract 9204, Hardin County, Tennessee",1587,53,3.34,1534,21.44,"Census Tract 9204, Hardin County, Tennessee",1533,161,10.5,1372,21.07,"Census Tract 9204, Hardin County, Tennessee",1632,110,6.74,1522,18.33
343,47071920600,"Census Tract 9206, Hardin County, Tennessee",1311,64,4.88,1247,33.76,"Census Tract 9206, Hardin County, Tennessee",1289,119,9.23,1170,28.99,"Census Tract 9206, Hardin County, Tennessee",1119,130,11.62,989,31.28
344,47071920300,"Census Tract 9203, Hardin County, Tennessee",1600,25,1.56,1575,21.25,"Census Tract 9203, Hardin County, Tennessee",1617,61,3.77,1556,21.49,"Census Tract 9203, Hardin County, Tennessee",1611,56,3.48,1555,25.24
345,47071920500,"Census Tract 9205, Hardin County, Tennessee",1755,66,3.76,1689,27.99,"Census Tract 9205, Hardin County, Tennessee",2087,184,8.82,1903,33.7,"Census Tract 9205, Hardin County, Tennessee",2011,169,8.4,1842,34.41
346,47071920100,"Census Tract 9201, Hardin County, Tennessee",1509,95,6.3,1414,30.39,"Census Tract 9201, Hardin County, Tennessee",1579,103,6.52,1476,28.38,"Census Tract 9201, Hardin County, Tennessee",1588,126,7.93,1462,23.95
347,47071920200,"Census Tract 9202, Hardin County, Tennessee",1527,146,9.56,1381,32.25,"Census Tract 9202, Hardin County, Tennessee",1510,182,12.05,1328,35.73,"Census Tract 9202, Hardin County, Tennessee",1683,87,5.17,1596,36.3
348,47157009500,"Census Tract 95, Shelby County, Tennessee",3408,105,3.08,3303,23.17,"Census Tract 95, Shelby County, Tennessee",3212,130,4.05,3082,23.43,"Census Tract 95, Shelby County, Tennessee",3419,110,3.22,3309,23.49
349,47157009600,"Census Tract 96, Shelby County, Tennessee",2628,42,1.6,2586,18.83,"Census Tract 96, Shelby County, Tennessee",2535,33,1.3,2502,19.79,"Census Tract 96, Shelby County, Tennessee",2798,180,6.43,2618,20.12
350,47063101200,"Census Tract 1012, Hamblen County, Tennessee",2721,44,1.62,2677,27.84,"Census Tract 1012, Hamblen County, Tennessee",2949,40,1.36,2909,31.04,"Census Tract 1012, Hamblen County, Tennessee",2893,55,1.9,2838,25.55
351,47063100700,"Census Tract 1007, Hamblen County, Tennessee",2535,9,0.36,2526,27.26,"Census Tract 1007, Hamblen County, Tennessee",2454,29,1.18,2425,27.74,"Census Tract 1007, Hamblen County, Tennessee",2413,35,1.45,2378,31.3
352,47063100300,"Census Tract 1003, Hamblen County, Tennessee",986,36,3.65,950,28.44,"Census Tract 1003, Hamblen County, Tennessee",1138,18,1.58,1120,24.92,"Census Tract 1003, Hamblen County, Tennessee",1118,13,1.16,1105,21.62
353,47063100800,"Census Tract 1008, Hamblen County, Tennessee",1172,0,0.0,1172,24.12,"Census Tract 1008, Hamblen County, Tennessee",1254,0,0.0,1254,24.88,"Census Tract 1008, Hamblen County, Tennessee",1134,30,2.65,1104,29.69
354,47063100600,"Census Tract 1006, Hamblen County, Tennessee",2797,60,2.15,2737,27.18,"Census Tract 1006, Hamblen County, Tennessee",2963,146,4.93,2817,24.86,"Census Tract 1006, Hamblen County, Tennessee",3309,138,4.17,3171,25.29
355,47063100500,"Census Tract 1005, Hamblen County, Tennessee",953,46,4.83,907,29.95,"Census Tract 1005, Hamblen County, Tennessee",1104,37,3.35,1067,29.79,"Census Tract 1005, Hamblen County, Tennessee",1233,37,3.0,1196,23.62
356,47063101100,"Census Tract 1011, Hamblen County, Tennessee",2020,65,3.22,1955,26.96,"Census Tract 1011, Hamblen County, Tennessee",1991,82,4.12,1909,26.94,"Census Tract 1011, Hamblen County, Tennessee",2171,40,1.84,2131,26.6
357,47063101000,"Census Tract 1010, Hamblen County, Tennessee",2608,149,5.71,2459,26.21,"Census Tract 1010, Hamblen County, Tennessee",2432,206,8.47,2226,26.17,"Census Tract 1010, Hamblen County, Tennessee",2410,130,5.39,2280,24.01
358,47063100400,"Census Tract 1004, Hamblen County, Tennessee",2309,43,1.86,2266,30.3,"Census Tract 1004, Hamblen County, Tennessee",2596,36,1.39,2560,27.77,"Census Tract 1004, Hamblen County, Tennessee",2646,38,1.44,2608,30.47
359,47063100100,"Census Tract 1001, Hamblen County, Tennessee",2449,12,0.49,2437,27.57,"Census Tract 1001, Hamblen County, Tennessee",2666,74,2.78,2592,28.86,"Census Tract 1001, Hamblen County, Tennessee",2632,149,5.66,2483,29.94
360,47063100900,"Census Tract 1009, Hamblen County, Tennessee",2230,28,1.26,2202,30.76,"Census Tract 1009, Hamblen County, Tennessee",2287,54,2.36,2233,30.92,"Census Tract 1009, Hamblen County, Tennessee",2211,51,2.31,2160,27.84
361,47063100200,"Census Tract 1002, Hamblen County, Tennessee",2015,0,0.0,2015,24.83,"Census Tract 1002, Hamblen County, Tennessee",1930,15,0.78,1915,21.51,"Census Tract 1002, Hamblen County, Tennessee",1950,18,0.92,1932,18.99
362,47157021752,"Census Tract 217.52, Shelby County, Tennessee",2333,44,1.89,2289,32.95,"Census Tract 217.52, Shelby County, Tennessee",2457,19,0.77,2438,34.71,"Census Tract 217.52, Shelby County, Tennessee",2851,46,1.61,2805,30.97
363,47157021751,"Census Tract 217.51, Shelby County, Tennessee",3582,126,3.52,3456,29.74,"Census Tract 217.51, Shelby County, Tennessee",3461,110,3.18,3351,31.01,"Census Tract 217.51, Shelby County, Tennessee",3412,112,3.28,3300,32.39
364,47125100400,"Census Tract 1004, Montgomery County, Tennessee",1154,4,0.35,1150,28.14,"Census Tract 1004, Montgomery County, Tennessee",1179,45,3.82,1134,30.68,"Census Tract 1004, Montgomery County, Tennessee",1301,23,1.77,1278,27.72
365,47065010800,"Census Tract 108, Hamilton County, Tennessee",2346,64,2.73,2282,22.46,"Census Tract 108, Hamilton County, Tennessee",2208,73,3.31,2135,20.72,"Census Tract 108, Hamilton County, Tennessee",2080,80,3.85,2000,23.51
