,LATITUDE,LONGITUDE,TractCode,geometry,GEOID10,NAME10,UATYP10,ALAND10
59,35.779901,-84.053505,47009011604,POINT (-84.053505 35.779901),,Rural Area,R,
60,35.804961999999996,-84.122372,47009011605,POINT (-84.122372 35.804962),,Rural Area,R,
62,35.623583,-83.711687,47009980200,POINT (-83.711687 35.623583),,Rural Area,R,
73,35.171569,-84.78575699999999,47011011100,POINT (-84.78575699999999 35.171569),,Rural Area,R,
76,35.217763,-84.929867,47011011300,POINT (-84.929867 35.217763),,Rural Area,R,
77,35.210409000000006,-84.904095,47011011401,POINT (-84.904095 35.21040900000001),,Rural Area,R,
78,35.174036,-84.896902,47011011402,POINT (-84.896902 35.174036),,Rural Area,R,
79,35.073668,-84.92319599999999,47011011500,POINT (-84.92319599999999 35.073668),,Rural Area,R,
80,35.119033,-84.78840799999999,47011011601,POINT (-84.78840799999999 35.119033),,Rural Area,R,
81,35.050058,-84.816839,47011011602,POINT (-84.816839 35.050058),,Rural Area,R,
82,36.509049,-84.084242,47013950100,POINT (-84.084242 36.509049),,Rural Area,R,
83,36.580542,-84.13526999999999,47013950200,POINT (-84.13526999999999 36.580542),,Rural Area,R,
84,36.515753000000004,-84.227165,47013950300,POINT (-84.227165 36.515753),,Rural Area,R,
85,36.279146000000004,-84.196448,47013950400,POINT (-84.196448 36.279146),,Rural Area,R,
88,36.384999,-84.10218499999999,47013950700,POINT (-84.10218499999999 36.384999),,Rural Area,R,
89,36.428115000000005,-83.988654,47013950800,POINT (-83.988654 36.42811500000001),,Rural Area,R,
90,36.397026000000004,-84.028933,47013950900,POINT (-84.02893299999999 36.397026),,Rural Area,R,
91,36.355188,-84.07321800000001,47013951000,POINT (-84.07321800000001 36.355188),,Rural Area,R,
92,36.309926000000004,-84.139911,47013951100,POINT (-84.139911 36.309926),,Rural Area,R,
93,35.881027,-86.06164100000001,47015960100,POINT (-86.06164100000001 35.881027),,Rural Area,R,
94,35.791342,-86.077671,47015960200,POINT (-86.077671 35.791342),,Rural Area,R,
95,35.724819000000004,-86.034024,47015960300,POINT (-86.034024 35.724819),,Rural Area,R,
96,36.044298,-88.275725,47017962000,POINT (-88.27572499999999 36.044298),,Rural Area,R,
97,36.006504,-88.42090300000001,47017962100,POINT (-88.42090300000001 36.006504),,Rural Area,R,
98,36.114878000000004,-88.53094899999999,47017962201,POINT (-88.53094899999999 36.114878),,Rural Area,R,
100,35.988582,-88.614992,47017962300,POINT (-88.614992 35.988582),,Rural Area,R,
101,35.856943,-88.591098,47017962400,POINT (-88.591098 35.856943),,Rural Area,R,
102,35.887071999999996,-88.356321,47017962500,POINT (-88.35632099999999 35.887072),,Rural Area,R,
103,35.873026,-88.683649,47017980100,POINT (-88.683649 35.873026),,Rural Area,R,
110,36.279216,-82.27636700000001,47019070700,POINT (-82.27636700000001 36.279216),,Rural Area,R,
114,36.376602,-82.267368,47019071100,POINT (-82.267368 36.376602),,Rural Area,R,
116,36.402203,-82.10350799999999,47019071300,POINT (-82.10350799999999 36.402203),,Rural Area,R,
118,36.216721,-82.1933,47019071500,POINT (-82.19329999999999 36.216721),,Rural Area,R,
119,36.280296,-82.01300400000001,47019071600,POINT (-82.01300400000001 36.280296),,Rural Area,R,
120,36.17396,-82.065635,47019071700,POINT (-82.065635 36.17396),,Rural Area,R,
121,36.240414,-87.06904200000001,47021070102,POINT (-87.06904200000001 36.240414),,Rural Area,R,
122,36.339576,-86.94795,47021070103,POINT (-86.94795000000001 36.339576),,Rural Area,R,
123,36.281487,-86.997865,47021070104,POINT (-86.997865 36.281487),,Rural Area,R,
125,36.352736,-87.098404,47021070202,POINT (-87.098404 36.352736),,Rural Area,R,
126,36.39355,-87.154481,47021070203,POINT (-87.154481 36.39355),,Rural Area,R,
128,36.140896999999995,-87.080876,47021070401,POINT (-87.080876 36.140897),,Rural Area,R,
129,36.085691,-87.111485,47021070402,POINT (-87.111485 36.085691),,Rural Area,R,
130,35.466931,-88.531318,47023970100,POINT (-88.531318 35.466931),,Rural Area,R,
132,35.398757,-88.69866999999999,47023970300,POINT (-88.69866999999999 35.398757),,Rural Area,R,
133,36.569641,-83.571773,47025970100,POINT (-83.57177299999999 36.569641),,Rural Area,R,
134,36.585591,-83.643559,47025970200,POINT (-83.643559 36.585591),,Rural Area,R,
136,36.568382,-83.94381800000001,47025970400,POINT (-83.94381800000001 36.568382),,Rural Area,R,
137,36.478636,-83.825343,47025970500,POINT (-83.825343 36.478636),,Rural Area,R,
138,36.410538,-83.6823,47025970600,POINT (-83.6823 36.410538),,Rural Area,R,
139,36.465336,-83.607537,47025970700,POINT (-83.60753699999999 36.465336),,Rural Area,R,
140,36.49595,-83.544995,47025970800,POINT (-83.544995 36.49595),,Rural Area,R,
141,36.430987,-83.544382,47025970900,POINT (-83.544382 36.430987),,Rural Area,R,
142,36.544928000000006,-85.480234,47027955000,POINT (-85.480234 36.54492800000001),,Rural Area,R,
143,36.570209000000006,-85.706078,47027955100,POINT (-85.70607800000001 36.57020900000001),,Rural Area,R,
144,36.069634,-83.160482,47029920100,POINT (-83.160482 36.069634),,Rural Area,R,
146,35.999319,-83.070562,47029920300,POINT (-83.070562 35.999319),,Rural Area,R,
147,35.883185,-83.007896,47029920400,POINT (-83.007896 35.883185),,Rural Area,R,
148,35.946154,-83.23974399999999,47029920501,POINT (-83.23974399999999 35.946154),,Rural Area,R,
149,35.896336,-83.185863,47029920502,POINT (-83.185863 35.896336),,Rural Area,R,
150,35.947902,-83.191906,47029920600,POINT (-83.191906 35.947902),,Rural Area,R,
151,35.819303000000005,-83.197875,47029920700,POINT (-83.197875 35.819303),,Rural Area,R,
152,35.772045,-83.212347,47029980100,POINT (-83.21234699999999 35.772045),,Rural Area,R,
153,35.544214000000004,-85.986646,47031970100,POINT (-85.98664599999999 35.544214),,Rural Area,R,
154,35.573003,-86.110472,47031970200,POINT (-86.110472 35.573003),,Rural Area,R,
155,35.607665000000004,-86.196463,47031970300,POINT (-86.19646299999999 35.607665),,Rural Area,R,
156,35.478227000000004,-86.12439300000001,47031970400,POINT (-86.12439300000001 35.478227),,Rural Area,R,
158,35.498943,-86.059361,47031970600,POINT (-86.059361 35.498943),,Rural Area,R,
159,35.393889,-85.976926,47031970700,POINT (-85.97692600000001 35.393889),,Rural Area,R,
161,35.402519,-86.199366,47031970802,POINT (-86.199366 35.402519),,Rural Area,R,
164,35.400118,-86.010759,47031980100,POINT (-86.01075899999999 35.400118),,Rural Area,R,
165,35.780102,-88.993038,47033961000,POINT (-88.993038 35.780102),,Rural Area,R,
167,35.899483000000004,-89.209361,47033961200,POINT (-89.209361 35.899483),,Rural Area,R,
168,35.816637,-89.25579499999999,47033961300,POINT (-89.25579499999999 35.816637),,Rural Area,R,
169,35.722159000000005,-89.07531,47033961400,POINT (-89.07531 35.722159),,Rural Area,R,
172,36.051165000000005,-85.02006300000001,47035970200,POINT (-85.02006300000001 36.051165),,Rural Area,R,
173,36.061528,-85.124838,47035970301,POINT (-85.124838 36.061528),,Rural Area,R,
174,35.989306,-85.195764,47035970302,POINT (-85.195764 35.989306),,Rural Area,R,
176,35.93584,-84.991501,47035970501,POINT (-84.991501 35.93584),,Rural Area,R,
178,35.935438,-85.06756899999999,47035970601,POINT (-85.06756899999999 35.935438),,Rural Area,R,
179,35.882764,-85.042061,47035970602,POINT (-85.042061 35.882764),,Rural Area,R,
180,35.893012,-84.96481700000001,47035970603,POINT (-84.96481700000001 35.893012),,Rural Area,R,
182,35.828187,-85.098151,47035970702,POINT (-85.098151 35.828187),,Rural Area,R,
183,35.882763,-84.828981,47035970800,POINT (-84.828981 35.882763),,Rural Area,R,
184,36.348071999999995,-86.864202,47037010103,POINT (-86.86420200000001 36.34807199999999),,Rural Area,R,
185,36.298588,-86.88520799999999,47037010104,POINT (-86.88520799999999 36.298588),,Rural Area,R,
186,36.232865000000004,-86.84265400000001,47037010105,POINT (-86.84265400000001 36.232865),,Rural Area,R,
188,36.284959,-86.764585,47037010201,POINT (-86.764585 36.284959),,Rural Area,R,
189,36.347608,-86.762183,47037010202,POINT (-86.76218299999999 36.347608),,Rural Area,R,
225,36.222996,-86.90607800000001,47037013100,POINT (-86.90607800000001 36.222996),,Rural Area,R,
302,36.116925,-86.94999200000001,47037018301,POINT (-86.94999200000001 36.116925),,Rural Area,R,
303,36.068207,-87.011404,47037018302,POINT (-87.011404 36.068207),,Rural Area,R,
312,36.071763,-86.855624,47037018601,POINT (-86.85562400000001 36.071763),,Rural Area,R,
314,36.068078,-86.791253,47037018700,POINT (-86.791253 36.068078),,Rural Area,R,
345,35.751585999999996,-88.107879,47039955001,POINT (-88.107879 35.751586),,Rural Area,R,
346,35.641917,-88.117223,47039955002,POINT (-88.117223 35.641917),,Rural Area,R,
347,35.576042,-88.130926,47039955101,POINT (-88.130926 35.576042),,Rural Area,R,
348,35.490367,-88.151344,47039955102,POINT (-88.15134399999999 35.490367),,Rural Area,R,
349,36.001696,-85.744843,47041920101,POINT (-85.744843 36.001696),,Rural Area,R,
350,35.895415,-85.775272,47041920102,POINT (-85.775272 35.895415),,Rural Area,R,
352,36.020988,-85.952949,47041920300,POINT (-85.952949 36.020988),,Rural Area,R,
353,36.259319,-87.433553,47043060100,POINT (-87.433553 36.259319),,Rural Area,R,
354,36.215944,-87.298029,47043060200,POINT (-87.298029 36.215944),,Rural Area,R,
355,36.121359000000005,-87.22080600000001,47043060300,POINT (-87.22080600000001 36.12135900000001),,Rural Area,R,
356,36.062388,-87.27887199999999,47043060401,POINT (-87.27887199999999 36.062388),,Rural Area,R,
357,36.018303,-87.285234,47043060402,POINT (-87.285234 36.018303),,Rural Area,R,
358,36.084573,-87.35729599999999,47043060501,POINT (-87.35729599999999 36.084573),,Rural Area,R,
360,36.07736,-87.41604,47043060601,POINT (-87.41604 36.07736),,Rural Area,R,
361,36.039818,-87.37462,47043060602,POINT (-87.37461999999999 36.039818),,Rural Area,R,
362,36.077857,-87.492051,47043060700,POINT (-87.492051 36.077857),,Rural Area,R,
363,36.125966,-89.250141,47045964000,POINT (-89.250141 36.125966),,Rural Area,R,
367,36.033145000000005,-89.27683499999999,47045964500,POINT (-89.27683499999999 36.033145),,Rural Area,R,
368,35.950761,-89.34049300000001,47045964600,POINT (-89.34049300000001 35.950761),,Rural Area,R,
369,36.064551,-89.47532199999999,47045964800,POINT (-89.47532199999999 36.064551),,Rural Area,R,
370,36.099616999999995,-89.39939,47045964900,POINT (-89.39939 36.09961699999999),,Rural Area,R,
371,35.348088,-89.551654,47047060300,POINT (-89.551654 35.348088),,Rural Area,R,
372,35.249922999999995,-89.61711700000001,47047060401,POINT (-89.61711700000001 35.249923),,Rural Area,R,
373,35.247935999999996,-89.541785,47047060402,POINT (-89.541785 35.247936),,Rural Area,R,
374,35.190597,-89.545399,47047060403,POINT (-89.545399 35.190597),,Rural Area,R,
376,35.234836,-89.393564,47047060501,POINT (-89.393564 35.234836),,Rural Area,R,
377,35.200666,-89.318425,47047060502,POINT (-89.318425 35.200666),,Rural Area,R,
378,35.060035,-89.36904799999999,47047060600,POINT (-89.36904799999999 35.060035),,Rural Area,R,
379,35.111521,-89.546648,47047060701,POINT (-89.546648 35.111521),,Rural Area,R,
380,35.042497999999995,-89.586943,47047060702,POINT (-89.58694300000001 35.04249799999999),,Rural Area,R,
381,35.317465999999996,-89.301513,47047060800,POINT (-89.301513 35.317466),,Rural Area,R,
382,36.482354,-84.940494,47049965000,POINT (-84.940494 36.482354),,Rural Area,R,
383,36.432004,-84.93386600000001,47049965100,POINT (-84.93386600000001 36.432004),,Rural Area,R,
384,36.365781,-84.88280300000001,47049965200,POINT (-84.88280300000001 36.365781),,Rural Area,R,
385,36.223781,-84.998896,47049965300,POINT (-84.998896 36.223781),,Rural Area,R,
386,35.258258000000005,-86.03177,47051960100,POINT (-86.03176999999999 35.258258),,Rural Area,R,
387,35.275737,-86.20423100000001,47051960201,POINT (-86.20423100000001 35.275737),,Rural Area,R,
388,35.292951,-86.144347,47051960202,POINT (-86.144347 35.292951),,Rural Area,R,
389,35.165721999999995,-86.225663,47051960300,POINT (-86.225663 35.165722),,Rural Area,R,
392,35.157119,-86.049161,47051960600,POINT (-86.049161 35.157119),,Rural Area,R,
393,35.181006,-85.913736,47051960700,POINT (-85.913736 35.181006),,Rural Area,R,
394,35.06086,-86.259986,47051960800,POINT (-86.259986 35.06086),,Rural Area,R,
395,36.155219,-89.009366,47053966100,POINT (-89.009366 36.155219),,Rural Area,R,
397,35.998553,-88.894719,47053966300,POINT (-88.89471899999999 35.998553),,Rural Area,R,
398,35.949086,-88.7632,47053966400,POINT (-88.7632 35.949086),,Rural Area,R,
400,35.882181,-88.84549200000001,47053966600,POINT (-88.84549200000001 35.882181),,Rural Area,R,
402,35.934744,-89.06687,47053966800,POINT (-89.06686999999999 35.934744),,Rural Area,R,
405,35.819278000000004,-88.783937,47053967100,POINT (-88.78393699999999 35.819278),,Rural Area,R,
406,36.104584,-89.110997,47053967300,POINT (-89.110997 36.104584),,Rural Area,R,
407,36.079671000000005,-88.83028399999999,47053967400,POINT (-88.83028399999999 36.079671),,Rural Area,R,
408,35.824683,-88.74215600000001,47053980100,POINT (-88.74215600000001 35.824683),,Rural Area,R,
409,35.381706,-87.069238,47055920100,POINT (-87.069238 35.381706),,Rural Area,R,
410,35.237519,-87.085944,47055920200,POINT (-87.085944 35.237519),,Rural Area,R,
411,35.230338,-86.969884,47055920300,POINT (-86.96988399999999 35.230338),,Rural Area,R,
412,35.179142999999996,-87.005634,47055920400,POINT (-87.005634 35.179143),,Rural Area,R,
413,35.177908,-87.085871,47055920500,POINT (-87.085871 35.177908),,Rural Area,R,
414,35.075431,-87.145474,47055920600,POINT (-87.14547399999999 35.075431),,Rural Area,R,
415,35.057446,-87.014513,47055920700,POINT (-87.01451299999999 35.057446),,Rural Area,R,
416,35.040809,-86.87739499999999,47055920800,POINT (-86.87739499999999 35.040809),,Rural Area,R,
417,36.322555,-83.550943,47057500100,POINT (-83.550943 36.322555),,Rural Area,R,
418,36.166973,-83.65648,47057500200,POINT (-83.65648 36.166973),,Rural Area,R,
419,36.250787,-83.50020400000001,47057500300,POINT (-83.50020400000001 36.250787),,Rural Area,R,
420,36.345164000000004,-83.32833199999999,47057500401,POINT (-83.32833199999999 36.345164),,Rural Area,R,
421,36.305775,-83.328647,47057500402,POINT (-83.328647 36.305775),,Rural Area,R,
422,36.179761,-82.844082,47059090100,POINT (-82.844082 36.179761),,Rural Area,R,
427,36.107985,-82.931213,47059090600,POINT (-82.931213 36.107985),,Rural Area,R,
428,36.192741999999996,-82.951936,47059090700,POINT (-82.951936 36.192742),,Rural Area,R,
429,36.246811,-82.806256,47059090800,POINT (-82.806256 36.246811),,Rural Area,R,
431,36.104422,-82.733474,47059091000,POINT (-82.733474 36.104422),,Rural Area,R,
432,36.035416,-82.917334,47059091100,POINT (-82.917334 36.035416),,Rural Area,R,
433,36.183849,-83.073425,47059091200,POINT (-83.073425 36.183849),,Rural Area,R,
434,36.226348,-82.97641899999999,47059091300,POINT (-82.97641899999999 36.226348),,Rural Area,R,
435,36.320772999999996,-82.84338000000001,47059091400,POINT (-82.84338000000001 36.320773),,Rural Area,R,
436,36.347715,-82.699967,47059091500,POINT (-82.699967 36.347715),,Rural Area,R,
437,35.450202000000004,-85.747945,47061955000,POINT (-85.747945 35.450202),,Rural Area,R,
438,35.285883,-85.847505,47061955100,POINT (-85.847505 35.285883),,Rural Area,R,
439,35.373982,-85.616427,47061955200,POINT (-85.616427 35.373982),,Rural Area,R,
440,35.277201,-85.747925,47061955300,POINT (-85.747925 35.277201),,Rural Area,R,
445,36.238283,-83.324655,47063100500,POINT (-83.32465500000001 36.238283),,Rural Area,R,
447,36.199995,-83.231445,47063100700,POINT (-83.23144499999999 36.199995),,Rural Area,R,
448,36.176986,-83.30561800000001,47063100800,POINT (-83.30561800000001 36.176986),,Rural Area,R,
450,36.25288,-83.167528,47063101000,POINT (-83.167528 36.25288),,Rural Area,R,
476,35.178839,-85.084789,47065010101,POINT (-85.084789 35.178839),,Rural Area,R,
477,35.212703999999995,-85.037391,47065010103,POINT (-85.037391 35.212704),,Rural Area,R,
478,35.289198999999996,-85.020593,47065010104,POINT (-85.02059300000001 35.289199),,Rural Area,R,
479,35.310633,-85.12321700000001,47065010201,POINT (-85.12321700000001 35.310633),,Rural Area,R,
480,35.364323999999996,-85.090513,47065010202,POINT (-85.090513 35.364324),,Rural Area,R,
483,35.252846999999996,-85.130333,47065010305,POINT (-85.13033299999999 35.252847),,Rural Area,R,
485,35.255843,-85.188956,47065010307,POINT (-85.188956 35.255843),,Rural Area,R,
489,35.15844,-85.22608699999999,47065010431,POINT (-85.22608699999999 35.15844),,Rural Area,R,
502,35.311051,-85.207913,47065011001,POINT (-85.207913 35.311051),,Rural Area,R,
529,35.032559,-85.371864,47065012100,POINT (-85.371864 35.032559),,Rural Area,R,
534,35.09943,-85.104667,47065980200,POINT (-85.10466700000001 35.09943),,Rural Area,R,
535,36.492061,-83.186971,47067960500,POINT (-83.186971 36.492061),,Rural Area,R,
536,36.535821999999996,-83.262455,47067960600,POINT (-83.262455 36.535822),,Rural Area,R,
537,35.316186,-88.903869,47069950100,POINT (-88.903869 35.316186),,Rural Area,R,
538,35.306715000000004,-89.14585699999999,47069950200,POINT (-89.14585699999999 35.306715),,Rural Area,R,
539,35.273029,-89.008581,47069950300,POINT (-89.00858100000001 35.273029),,Rural Area,R,
540,35.221025,-89.003261,47069950400,POINT (-89.00326099999999 35.221025),,Rural Area,R,
541,35.074412,-88.890174,47069950500,POINT (-88.890174 35.074412),,Rural Area,R,
542,35.062917999999996,-89.124296,47069950600,POINT (-89.124296 35.062918),,Rural Area,R,
543,35.261959000000004,-88.128147,47071920100,POINT (-88.128147 35.261959),,Rural Area,R,
544,35.284742,-88.314691,47071920200,POINT (-88.314691 35.284742),,Rural Area,R,
547,35.13118,-88.179,47071920500,POINT (-88.179 35.13118),,Rural Area,R,
548,35.046837,-88.289459,47071920600,POINT (-88.28945899999999 35.046837),,Rural Area,R,
549,36.357240000000004,-83.214235,47073050100,POINT (-83.214235 36.35724),,Rural Area,R,
550,36.451147,-83.040544,47073050200,POINT (-83.040544 36.451147),,Rural Area,R,
553,36.482859000000005,-82.87617900000001,47073050400,POINT (-82.87617900000001 36.482859),,Rural Area,R,
554,36.567174,-82.730106,47073050501,POINT (-82.73010600000001 36.567174),,Rural Area,R,
557,36.569734000000004,-82.63889,47073050601,POINT (-82.63889 36.569734),,Rural Area,R,
559,36.458919,-82.761909,47073050700,POINT (-82.761909 36.458919),,Rural Area,R,
560,36.348346,-83.02007900000001,47073050800,POINT (-83.02007900000001 36.348346),,Rural Area,R,
561,36.288696,-83.069949,47073050900,POINT (-83.06994899999999 36.288696),,Rural Area,R,
562,35.616911,-89.16130600000001,47075930100,POINT (-89.16130600000001 35.616911),,Rural Area,R,
563,35.678888,-89.385532,47075930200,POINT (-89.385532 35.678888),,Rural Area,R,
567,35.448382,-89.319188,47075930500,POINT (-89.319188 35.448382),,Rural Area,R,
568,35.661372,-88.27714399999999,47077975000,POINT (-88.27714399999999 35.661372),,Rural Area,R,
569,35.766397999999995,-88.446415,47077975100,POINT (-88.446415 35.766398),,Rural Area,R,
570,35.630569,-88.513474,47077975200,POINT (-88.513474 35.630569),,Rural Area,R,
571,35.677781,-88.39426999999999,47077975300,POINT (-88.39426999999999 35.677781),,Rural Area,R,
572,35.634531,-88.408259,47077975400,POINT (-88.408259 35.634531),,Rural Area,R,
573,35.516334,-88.300432,47077975500,POINT (-88.300432 35.516334),,Rural Area,R,
574,36.407923,-88.146265,47079969000,POINT (-88.146265 36.407923),,Rural Area,R,
575,36.447207,-88.329025,47079969100,POINT (-88.329025 36.447207),,Rural Area,R,
576,36.348817,-88.459285,47079969200,POINT (-88.45928499999999 36.348817),,Rural Area,R,
581,36.232419,-88.183504,47079969700,POINT (-88.183504 36.232419),,Rural Area,R,
582,36.200928000000005,-88.43253100000001,47079969800,POINT (-88.43253100000001 36.200928),,Rural Area,R,
583,35.882104999999996,-87.28044799999999,47081950100,POINT (-87.28044799999999 35.882105),,Rural Area,R,
584,35.932533,-87.341335,47081950200,POINT (-87.341335 35.932533),,Rural Area,R,
585,35.742340999999996,-87.403657,47081950301,POINT (-87.403657 35.742341),,Rural Area,R,
586,35.821395,-87.447503,47081950302,POINT (-87.447503 35.821395),,Rural Area,R,
587,35.716083000000005,-87.594417,47081950400,POINT (-87.59441700000001 35.716083),,Rural Area,R,
588,35.868014,-87.616017,47081950500,POINT (-87.616017 35.868014),,Rural Area,R,
589,36.292013,-87.618376,47083120100,POINT (-87.618376 36.292013),,Rural Area,R,
590,36.310009,-87.708673,47083120200,POINT (-87.708673 36.310009),,Rural Area,R,
591,36.314432000000004,-87.790989,47083120300,POINT (-87.790989 36.314432),,Rural Area,R,
592,36.118243,-87.639984,47085130100,POINT (-87.639984 36.118243),,Rural Area,R,
593,36.143361999999996,-87.833099,47085130200,POINT (-87.833099 36.143362),,Rural Area,R,
595,35.971354999999996,-87.768672,47085130400,POINT (-87.768672 35.971355),,Rural Area,R,
596,36.005904,-87.95653399999999,47085130500,POINT (-87.95653399999999 36.005904),,Rural Area,R,
597,36.398703999999995,-85.734746,47087960100,POINT (-85.734746 36.398704),,Rural Area,R,
598,36.275577,-85.684074,47087960200,POINT (-85.684074 36.275577),,Rural Area,R,
599,36.306769,-85.591628,47087960300,POINT (-85.591628 36.306769),,Rural Area,R,
600,36.390093,-85.563523,47087960400,POINT (-85.563523 36.390093),,Rural Area,R,
601,36.086890999999994,-83.29334399999999,47089070100,POINT (-83.29334399999999 36.08689099999999),,Rural Area,R,
602,36.124695,-83.3924,47089070200,POINT (-83.39239999999999 36.124695),,Rural Area,R,
604,36.113385,-83.564217,47089070400,POINT (-83.564217 36.113385),,Rural Area,R,
606,36.094274,-83.481748,47089070600,POINT (-83.481748 36.094274),,Rural Area,R,
608,36.011604,-83.501734,47089070800,POINT (-83.501734 36.011604),,Rural Area,R,
609,35.971121999999994,-83.35336600000001,47089070900,POINT (-83.35336600000001 35.97112199999999),,Rural Area,R,
610,36.530173,-81.90410899999999,47091956000,POINT (-81.90410899999999 36.530173),,Rural Area,R,
611,36.425534000000006,-81.92848599999999,47091956100,POINT (-81.92848599999999 36.42553400000001),,Rural Area,R,
612,36.361083,-81.890837,47091956200,POINT (-81.890837 36.361083),,Rural Area,R,
613,36.463516999999996,-81.814087,47091956300,POINT (-81.814087 36.463517),,Rural Area,R,
614,36.485572999999995,-81.767655,47091956400,POINT (-81.767655 36.485573),,Rural Area,R,
669,36.038385999999996,-83.83529,47093005202,POINT (-83.83529 36.038386),,Rural Area,R,
671,36.020394,-83.71374,47093005302,POINT (-83.71374 36.020394),,Rural Area,R,
672,35.979289,-83.811897,47093005401,POINT (-83.811897 35.979289),,Rural Area,R,
673,35.981106,-83.727364,47093005402,POINT (-83.72736399999999 35.981106),,Rural Area,R,
674,35.921191,-83.829328,47093005501,POINT (-83.829328 35.921191),,Rural Area,R,
675,35.927865999999995,-83.766918,47093005502,POINT (-83.766918 35.92786599999999),,Rural Area,R,
676,35.876121000000005,-83.862088,47093005602,POINT (-83.862088 35.876121),,Rural Area,R,
678,35.890347999999996,-83.933391,47093005604,POINT (-83.933391 35.890348),,Rural Area,R,
685,35.854255,-84.073706,47093005710,POINT (-84.073706 35.854255),,Rural Area,R,
698,35.922041,-84.18691700000001,47093005905,POINT (-84.18691700000001 35.922041),,Rural Area,R,
699,35.923846999999995,-84.22928399999999,47093005906,POINT (-84.22928399999999 35.92384699999999),,Rural Area,R,
700,35.956125,-84.185687,47093005907,POINT (-84.185687 35.956125),,Rural Area,R,
705,36.064679999999996,-84.024863,47093006102,POINT (-84.024863 36.06468),,Rural Area,R,
714,36.120529,-83.976299,47093006301,POINT (-83.976299 36.120529),,Rural Area,R,
715,36.140352,-83.91771899999999,47093006302,POINT (-83.91771899999999 36.140352),,Rural Area,R,
719,36.118677000000005,-83.768153,47093006501,POINT (-83.768153 36.11867700000001),,Rural Area,R,
720,36.083576,-83.742409,47093006502,POINT (-83.74240899999999 36.083576),,Rural Area,R,
727,36.39597,-89.461443,47095960100,POINT (-89.461443 36.39597),,Rural Area,R,
728,36.26686,-89.483788,47095960200,POINT (-89.483788 36.26686),,Rural Area,R,
729,35.683563,-89.72771,47097050100,POINT (-89.72771 35.683563),,Rural Area,R,
730,35.888111,-89.415769,47097050200,POINT (-89.415769 35.888111),,Rural Area,R,
731,35.843009,-89.46915899999999,47097050300,POINT (-89.46915899999999 35.843009),,Rural Area,R,
732,35.790069,-89.535995,47097050400,POINT (-89.535995 35.790069),,Rural Area,R,
733,35.763616999999996,-89.560771,47097050503,POINT (-89.560771 35.763617),,Rural Area,R,
736,35.721732,-89.49361999999999,47097050506,POINT (-89.49361999999999 35.721732),,Rural Area,R,
737,35.6816,-89.570981,47097050600,POINT (-89.570981 35.6816),,Rural Area,R,
738,35.419717,-87.314929,47099960100,POINT (-87.31492900000001 35.419717),,Rural Area,R,
739,35.304082,-87.493445,47099960200,POINT (-87.49344499999999 35.304082),,Rural Area,R,
740,35.33447,-87.313324,47099960300,POINT (-87.31332399999999 35.33447),,Rural Area,R,
741,35.249155,-87.300927,47099960401,POINT (-87.300927 35.249155),,Rural Area,R,
742,35.219128000000005,-87.304009,47099960402,POINT (-87.30400899999999 35.219128),,Rural Area,R,
743,35.262457,-87.344915,47099960501,POINT (-87.344915 35.262457),,Rural Area,R,
744,35.230486,-87.393026,47099960502,POINT (-87.39302600000001 35.230486),,Rural Area,R,
745,35.065954,-87.533139,47099960600,POINT (-87.53313900000001 35.065954),,Rural Area,R,
746,35.076151,-87.432583,47099960700,POINT (-87.43258299999999 35.076151),,Rural Area,R,
747,35.153279,-87.315184,47099960800,POINT (-87.315184 35.153279),,Rural Area,R,
748,35.053763000000004,-87.315719,47099960900,POINT (-87.315719 35.053763),,Rural Area,R,
749,35.501205999999996,-87.462007,47101970100,POINT (-87.462007 35.501206),,Rural Area,R,
751,35.223609,-86.48424200000001,47103975000,POINT (-86.48424200000001 35.223609),,Rural Area,R,
752,35.271187,-86.626281,47103975100,POINT (-86.62628100000001 35.271187),,Rural Area,R,
753,35.175419,-86.750293,47103975200,POINT (-86.750293 35.175419),,Rural Area,R,
754,35.139596000000004,-86.585756,47103975300,POINT (-86.585756 35.139596),,Rural Area,R,
755,35.137954,-86.550358,47103975400,POINT (-86.550358 35.137954),,Rural Area,R,
756,35.053529,-86.41960999999999,47103975500,POINT (-86.41960999999999 35.053529),,Rural Area,R,
757,35.041924,-86.541164,47103975601,POINT (-86.54116399999999 35.041924),,Rural Area,R,
758,35.055283,-86.60165699999999,47103975602,POINT (-86.60165699999999 35.055283),,Rural Area,R,
759,35.038658,-86.744467,47103975700,POINT (-86.744467 35.038658),,Rural Area,R,
760,35.836455,-84.310237,47105060100,POINT (-84.310237 35.836455),,Rural Area,R,
764,35.816292,-84.22245500000001,47105060302,POINT (-84.22245500000001 35.816292),,Rural Area,R,
765,35.691071,-84.192573,47105060400,POINT (-84.192573 35.691071),,Rural Area,R,
766,35.703140000000005,-84.276363,47105060501,POINT (-84.276363 35.70314),,Rural Area,R,
767,35.689899,-84.33669599999999,47105060502,POINT (-84.33669599999999 35.689899),,Rural Area,R,
769,35.677002,-84.448725,47105060700,POINT (-84.448725 35.677002),,Rural Area,R,
770,35.539504,-84.638758,47107970101,POINT (-84.638758 35.539504),,Rural Area,R,
774,35.428641999999996,-84.56267700000001,47107970401,POINT (-84.56267700000001 35.428642),,Rural Area,R,
775,35.419481,-84.608958,47107970402,POINT (-84.608958 35.419481),,Rural Area,R,
