,LATITUDE,LONGITUDE,TractCode,geometry,GEOID10,NAME10,UATYP10,ALAND10
776,35.428139,-84.483779,47107970500,POINT (-84.483779 35.428139),,Rural Area,R,
777,35.339751,-84.559517,47107970600,POINT (-84.559517 35.339751),,Rural Area,R,
778,35.309446,-84.535725,47107970700,POINT (-84.535725 35.309446),,Rural Area,R,
779,35.378425,-84.720738,47107970800,POINT (-84.720738 35.378425),,Rural Area,R,
780,35.26822,-88.412188,47109930100,POINT (-88.412188 35.26822),,Rural Area,R,
781,35.323570000000004,-88.61097099999999,47109930200,POINT (-88.61097099999999 35.32357),,Rural Area,R,
782,35.226209000000004,-88.644228,47109930300,POINT (-88.644228 35.226209),,Rural Area,R,
783,35.180289,-88.440275,47109930400,POINT (-88.440275 35.180289),,Rural Area,R,
785,35.068093,-88.586107,47109930600,POINT (-88.586107 35.068093),,Rural Area,R,
786,35.057862,-88.44811899999999,47109930700,POINT (-88.44811899999999 35.057862),,Rural Area,R,
787,36.525216,-85.869407,47111970100,POINT (-85.869407 36.525216),,Rural Area,R,
788,36.563860999999996,-86.040961,47111970200,POINT (-86.040961 36.563861),,Rural Area,R,
790,36.548578000000006,-86.172516,47111970400,POINT (-86.172516 36.54857800000001),,Rural Area,R,
803,35.597232,-88.88045699999999,47113001401,POINT (-88.88045699999999 35.597232),,Rural Area,R,
804,35.636311,-88.747976,47113001402,POINT (-88.74797599999999 35.636311),,Rural Area,R,
806,35.709596999999995,-88.697508,47113001502,POINT (-88.697508 35.709597),,Rural Area,R,
809,35.675474,-88.86645,47113001605,POINT (-88.86645 35.675474),,Rural Area,R,
813,35.700205,-88.929577,47113001609,POINT (-88.92957699999999 35.700205),,Rural Area,R,
815,35.572138,-89.00044799999999,47113001700,POINT (-89.00044799999999 35.572138),,Rural Area,R,
816,35.490037,-88.90199,47113001800,POINT (-88.90199 35.490037),,Rural Area,R,
817,35.530456,-88.720762,47113001900,POINT (-88.72076199999999 35.530456),,Rural Area,R,
818,35.172312,-85.46488000000001,47115050101,POINT (-85.46488000000001 35.172312),,Rural Area,R,
819,35.1929,-85.532622,47115050102,POINT (-85.532622 35.1929),,Rural Area,R,
820,35.045159000000005,-85.553828,47115050201,POINT (-85.553828 35.04515900000001),,Rural Area,R,
821,35.111455,-85.632159,47115050202,POINT (-85.632159 35.111455),,Rural Area,R,
823,35.126076,-85.795578,47115050302,POINT (-85.79557800000001 35.126076),,Rural Area,R,
824,35.638404,-86.72824,47117955000,POINT (-86.72824 35.638404),,Rural Area,R,
825,35.513559,-86.740601,47117955100,POINT (-86.740601 35.513559),,Rural Area,R,
829,35.353356,-86.77181800000001,47117955500,POINT (-86.77181800000001 35.353356),,Rural Area,R,
830,35.752155,-87.137013,47119010100,POINT (-87.137013 35.752155),,Rural Area,R,
831,35.739246,-86.99207,47119010201,POINT (-86.99207 35.739246),,Rural Area,R,
832,35.717302000000004,-86.901044,47119010202,POINT (-86.901044 35.717302),,Rural Area,R,
833,35.669589,-86.937995,47119010301,POINT (-86.937995 35.669589),,Rural Area,R,
834,35.615289000000004,-86.933193,47119010302,POINT (-86.933193 35.615289),,Rural Area,R,
841,35.629384,-87.221686,47119010900,POINT (-87.22168600000001 35.629384),,Rural Area,R,
842,35.557924,-87.201398,47119011001,POINT (-87.201398 35.557924),,Rural Area,R,
843,35.519587,-87.19223000000001,47119011002,POINT (-87.19223000000001 35.519587),,Rural Area,R,
845,35.5647,-87.044352,47119011102,POINT (-87.044352 35.5647),,Rural Area,R,
846,35.501573,-86.987459,47119011200,POINT (-86.987459 35.501573),,Rural Area,R,
847,35.645140999999995,-84.714285,47121960100,POINT (-84.714285 35.645141),,Rural Area,R,
848,35.516493,-84.798156,47121960200,POINT (-84.79815600000001 35.516493),,Rural Area,R,
849,35.376577000000005,-84.91628,47121960300,POINT (-84.91628 35.376577),,Rural Area,R,
850,35.568575,-84.239441,47123925000,POINT (-84.239441 35.568575),,Rural Area,R,
851,35.603727,-84.420512,47123925100,POINT (-84.420512 35.603727),,Rural Area,R,
853,35.492529,-84.393375,47123925300,POINT (-84.39337500000001 35.492529),,Rural Area,R,
855,35.409531,-84.264209,47123925501,POINT (-84.26420899999999 35.409531),,Rural Area,R,
856,35.329907,-84.334703,47123925502,POINT (-84.334703 35.329907),,Rural Area,R,
871,36.542878,-87.423242,47125101103,POINT (-87.423242 36.542878),,Rural Area,R,
876,36.614348,-87.382919,47125101305,POINT (-87.382919 36.614348),,Rural Area,R,
880,36.506512,-87.501582,47125101500,POINT (-87.501582 36.506512),,Rural Area,R,
882,36.386737,-87.41291899999999,47125101700,POINT (-87.41291899999999 36.386737),,Rural Area,R,
883,36.469575,-87.238642,47125101802,POINT (-87.238642 36.469575),,Rural Area,R,
888,36.596083,-87.195262,47125101904,POINT (-87.195262 36.596083),,Rural Area,R,
896,35.278152,-86.316092,47127930100,POINT (-86.316092 35.278152),,Rural Area,R,
897,35.327209,-86.38022,47127930200,POINT (-86.38021999999999 35.327209),,Rural Area,R,
898,36.252271,-84.728321,47129110100,POINT (-84.72832099999999 36.252271),,Rural Area,R,
899,36.140656,-84.724082,47129110200,POINT (-84.724082 36.140656),,Rural Area,R,
900,36.103968,-84.555226,47129110300,POINT (-84.555226 36.103968),,Rural Area,R,
901,36.049149,-84.439362,47129110400,POINT (-84.439362 36.049149),,Rural Area,R,
902,36.005364,-84.586162,47129110500,POINT (-84.586162 36.005364),,Rural Area,R,
903,36.479446,-88.880314,47131965000,POINT (-88.880314 36.479446),,Rural Area,R,
904,36.462319,-89.04482800000001,47131965100,POINT (-89.04482800000001 36.462319),,Rural Area,R,
905,36.445712,-89.187928,47131965200,POINT (-89.187928 36.445712),,Rural Area,R,
906,36.335108,-89.31043299999999,47131965300,POINT (-89.31043299999999 36.335108),,Rural Area,R,
907,36.316373,-89.177095,47131965400,POINT (-89.17709499999999 36.316373),,Rural Area,R,
908,36.427124,-89.0694,47131965500,POINT (-89.0694 36.427124),,Rural Area,R,
911,36.343879,-89.027621,47131965800,POINT (-89.027621 36.343879),,Rural Area,R,
912,36.215896,-89.039992,47131965900,POINT (-89.039992 36.215896),,Rural Area,R,
913,36.411575,-85.203836,47133950100,POINT (-85.203836 36.411575),,Rural Area,R,
914,36.488609000000004,-85.318561,47133950200,POINT (-85.318561 36.488609),,Rural Area,R,
915,36.403985999999996,-85.326947,47133950301,POINT (-85.326947 36.403986),,Rural Area,R,
916,36.363273,-85.314938,47133950302,POINT (-85.314938 36.363273),,Rural Area,R,
917,36.389839,-85.43456,47133950400,POINT (-85.43456 36.389839),,Rural Area,R,
918,36.282148,-85.382866,47133950500,POINT (-85.38286600000001 36.282148),,Rural Area,R,
919,36.21548,-85.176407,47133950600,POINT (-85.176407 36.21548),,Rural Area,R,
920,35.748335,-87.838348,47135930100,POINT (-87.838348 35.748335),,Rural Area,R,
921,35.59019,-87.871852,47135930200,POINT (-87.871852 35.59019),,Rural Area,R,
922,36.566056,-85.141613,47137925100,POINT (-85.14161300000001 36.566056),,Rural Area,R,
923,35.122839,-84.339642,47139950100,POINT (-84.339642 35.122839),,Rural Area,R,
924,35.246871,-84.578127,47139950201,POINT (-84.57812699999999 35.246871),,Rural Area,R,
925,35.175546000000004,-84.63261,47139950202,POINT (-84.63261 35.175546),,Rural Area,R,
926,35.069396999999995,-84.71690699999999,47139950300,POINT (-84.71690699999999 35.069397),,Rural Area,R,
927,35.02871,-84.380556,47139950400,POINT (-84.380556 35.02871),,Rural Area,R,
930,36.229051,-85.51459200000001,47141000301,POINT (-85.51459200000001 36.229051),,Rural Area,R,
938,36.182977,-85.57065899999999,47141000900,POINT (-85.57065899999999 36.182977),,Rural Area,R,
939,36.162121,-85.693885,47141001000,POINT (-85.69388499999999 36.162121),,Rural Area,R,
940,36.121715,-85.628196,47141001100,POINT (-85.628196 36.121715),,Rural Area,R,
942,36.133278999999995,-85.40187,47141001300,POINT (-85.40187 36.13327899999999),,Rural Area,R,
943,35.727478000000005,-84.81075600000001,47143975000,POINT (-84.81075600000001 35.727478),,Rural Area,R,
944,35.647124,-84.856858,47143975100,POINT (-84.856858 35.647124),,Rural Area,R,
945,35.538767,-84.942809,47143975200,POINT (-84.942809 35.538767),,Rural Area,R,
946,35.47914,-85.066939,47143975300,POINT (-85.066939 35.47914),,Rural Area,R,
948,35.473402,-85.002504,47143975402,POINT (-85.002504 35.473402),,Rural Area,R,
949,35.98284,-84.33964,47145030100,POINT (-84.33964 35.98284),,Rural Area,R,
950,35.843975,-84.415173,47145030201,POINT (-84.415173 35.843975),,Rural Area,R,
952,35.762628,-84.57121,47145030300,POINT (-84.57120999999999 35.762628),,Rural Area,R,
953,35.845732,-84.674617,47145030400,POINT (-84.674617 35.845732),,Rural Area,R,
956,35.921071999999995,-84.552984,47145030700,POINT (-84.552984 35.921072),,Rural Area,R,
957,35.949701,-84.529646,47145030800,POINT (-84.529646 35.949701),,Rural Area,R,
958,35.984128000000005,-84.400033,47145030900,POINT (-84.40003299999999 35.98412800000001),,Rural Area,R,
959,35.928287,-84.343802,47145980100,POINT (-84.343802 35.928287),,Rural Area,R,
960,36.596778,-86.678473,47147080101,POINT (-86.678473 36.596778),,Rural Area,R,
962,36.506983,-86.709462,47147080104,POINT (-86.709462 36.506983),,Rural Area,R,
963,36.579888000000004,-86.966348,47147080200,POINT (-86.966348 36.579888),,Rural Area,R,
968,36.510596,-86.84293000000001,47147080500,POINT (-86.84293000000001 36.510596),,Rural Area,R,
969,36.412386,-86.86374599999999,47147080603,POINT (-86.86374599999999 36.412386),,Rural Area,R,
971,36.446508,-86.802872,47147080605,POINT (-86.80287199999999 36.446508),,Rural Area,R,
972,36.418189,-86.75989,47147080606,POINT (-86.75989 36.418189),,Rural Area,R,
973,36.443359,-86.997998,47147080700,POINT (-86.997998 36.443359),,Rural Area,R,
