,Minimally Served by Definition,TractCode
57161,False,47059091100
57491,False,47059091300
57974,False,47059091400
58313,False,47059091500
58536,False,47063100700
59675,False,47063100800
60447,False,47063101100
61043,False,47065000400
61571,False,47065001200
61907,False,47065001300
62393,False,47065001400
62899,False,47065001600
63037,False,47065002000
63654,False,47065002600
64343,False,47065003100
64830,False,47065003400
65126,False,47065010432
65394,False,47065010435
65685,False,47065010901
65796,False,47065011201
66207,False,47065011203
66381,False,47065011204
66699,False,47065011311
67023,False,47065011321
67203,False,47065011444
67419,False,47065011445
67716,False,47065011447
67956,False,47065011600
68462,False,47065012100
69002,False,47065012300
69529,False,47065012400
70104,True,47065980200
70132,False,47069950500
70615,False,47071920200
71106,False,47071920500
71482,False,47071920600
71870,False,47073050400
72386,False,47073050501
72566,False,47073050502
72940,False,47073050503
73246,False,47073050601
73540,False,47073050602
73756,False,47073050700
73915,False,47075930302
74191,False,47077975300
74825,False,47079969500
75509,False,47081950301
76105,False,47081950302
77125,False,47089070600
77978,False,47091956100
78325,False,47091956200
78519,False,47091956300
79237,False,47091956400
79672,False,47093000100
80107,False,47093001600
80514,False,47093001800
80740,False,47093002600
81041,False,47093003400
81404,False,47093003700
81815,False,47093003802
82090,False,47093004100
82503,False,47093004300
82834,False,47093004403
83421,False,47093004404
83756,False,47093004610
84045,False,47093004615
84257,False,47093004800
84842,False,47093004900
85299,False,47093005202
85676,False,47093005301
86162,False,47093005402
86528,False,47093005603
86921,False,47093005706
87413,False,47093005710
87647,False,47093005904
88031,False,47093005905
88155,False,47093005908
88463,False,47093006600
89057,False,47093006800
89361,False,47097050504
89649,False,47097050600
90061,False,47103975300
91025,False,47103975400
91866,False,47103975601
92264,False,47105060201
93035,False,47105060600
94130,False,47107970102
94970,False,47107970300
95740,False,47109930100
96133,False,47109930400
96314,False,47109930500
97195,False,47113000200
97725,False,47113000300
98163,False,47113000400
98370,False,47113000700
98738,False,47113001000
98908,False,47113001401
99120,False,47113001604
99355,False,47113001607
99608,False,47113001700
99766,False,47115050202
100820,False,47119010202
101427,False,47119010500
102173,False,47119010801
102498,False,47119011002
103364,False,47123925000
104764,False,47125100300
105034,False,47125100601
105178,False,47125101201
105254,False,47125101904
105448,False,47125102005
105615,False,47131965600
106299,False,47133950301
107343,False,47133950302
108060,False,47141000200
109670,False,47141000600
110763,False,47141001200
112159,False,47143975401
113137,False,47147080103
113464,False,47149040200
113681,False,47149040304
113883,False,47149040305
114024,False,47149040306
114249,False,47149040308
114491,False,47149040403
114840,False,47149040702
115317,False,47149040805
115743,False,47149040808
116052,False,47149040901
116339,False,47149040902
116803,False,47149040905
117243,False,47149041000
117596,False,47149041101
118070,False,47149041201
118370,False,47149041301
118646,False,47149041302
118974,False,47149041401
119060,False,47149041402
119156,False,47149041403
119353,False,47149041600
119873,False,47149041700
120258,False,47149041800
120660,False,47149041900
120877,False,47149042000
121160,False,47149042300
121529,False,47155080802
122509,False,47155081000
123938,False,47155081102
124636,False,47157000100
124957,False,47157000200
125007,False,47157000300
125077,False,47157000600
125204,False,47157000700
125421,False,47157000800
125534,False,47157000900
125686,False,47157001100
125804,False,47157001200
125965,False,47157001300
126116,False,47157001400
126232,False,47157001500
126347,False,47157001600
126489,False,47157001900
126596,False,47157002100
126837,False,47157002400
126973,False,47157002500
127255,False,47157002700
127421,False,47157002800
127620,False,47157002900
127905,False,47157003000
128065,False,47157003100
128358,False,47157003200
128546,False,47157003300
128697,False,47157003400
128801,False,47157003500
128975,False,47157003600
129162,False,47157003700
129278,False,47157003800
129336,False,47157003900
129462,False,47157004200
129838,False,47157004300
129986,False,47157004500
130058,False,47157004600
130190,False,47157005000
130278,False,47157005500
130478,False,47157005600
130746,False,47157005900
130970,False,47157006000
131098,False,47157006200
131266,False,47157006300
131405,False,47157006500
131545,False,47157006600
131728,False,47157006700
131999,False,47157006800
132119,False,47157006900
132277,False,47157007000
132416,False,47157007100
132562,False,47157007200
132679,False,47157007300
132791,False,47157007400
132964,False,47157007500
133049,False,47157007810
133232,False,47157007822
133327,False,47157007900
133529,False,47157008000
133747,False,47157008120
133992,False,47157008200
134186,False,47157008500
134404,False,47157008600
134740,False,47157008700
134938,False,47157008800
135183,False,47157008900
135320,False,47157009200
135764,False,47157009300
136037,False,47157009400
136282,False,47157009500
136790,False,47157009600
137119,False,47157009700
137279,False,47157009800
137447,False,47157009902
137593,False,47157010000
137858,False,47157010110
138088,False,47157010120
138322,False,47157010210
138536,False,47157010220
138771,False,47157010300
138825,False,47157010500
138921,False,47157010610
139111,False,47157010620
139237,False,47157010710
139427,False,47157010720
139522,False,47157010810
139696,False,47157010820
139865,False,47157011020
139955,False,47157011100
140108,False,47157011300
140354,False,47157011400
140743,False,47157011500
140963,False,47157011600
141199,False,47157011700
141538,False,47157011800
141799,False,47157020210
141959,False,47157020221
142068,False,47157020300
142240,False,47157020400
142292,False,47157020511
142387,False,47157020512
142588,False,47157020524
142739,False,47157020532
142979,False,47157020541
143206,False,47157020542
143385,False,47157020610
143558,False,47157020621
143847,False,47157020622
144078,False,47157020632
144373,False,47157020633
144489,False,47157020634
144587,False,47157020635
144694,False,47157020642
144992,False,47157020643
145200,False,47157020644
145502,False,47157020651
145804,False,47157020652
146017,False,47157020820
146335,False,47157020831
146470,False,47157020832
146828,False,47157020900
147231,False,47157021010
147858,False,47157021020
148097,False,47157021111
148305,False,47157021112
148506,False,47157021113
148760,False,47157021121
148951,False,47157021122
149085,False,47157021124
149291,False,47157021125
149480,False,47157021126
149630,False,47157021135
149948,False,47157021136
150186,False,47157021137
150498,False,47157021138
150605,False,47157021140
150788,False,47157021141
151001,False,47157021142
151129,False,47157021200
151200,False,47157021311
151443,False,47157021312
151556,False,47157021320
151772,False,47157021331
151958,False,47157021334
152069,False,47157021341
152351,False,47157021342
152765,False,47157021351
152989,False,47157021352
153191,False,47157021353
153514,False,47157021420
153684,False,47157021430
153916,False,47157021510
154160,False,47157021520
154603,False,47157021530
154750,False,47157021540
155047,False,47157021611
155294,False,47157021613
155468,False,47157021620
155757,False,47157021710
155816,False,47157021721
155950,False,47157021724
156047,False,47157021726
156102,False,47157021731
156194,False,47157021732
156388,False,47157021741
156592,False,47157021744
156762,False,47157021745
156968,False,47157021746
157057,False,47157021751
157251,False,47157021752
157353,False,47157021754
157463,False,47157021900
157654,False,47157022022
157951,False,47157022023
158112,False,47157022111
158335,False,47157022112
158550,False,47157022122
158698,False,47157022130
158909,False,47157022210
159102,False,47157022220
159346,False,47157022310
159558,False,47157022321
159806,False,47157022500
160240,False,47157022600
160651,True,47157980100
160740,True,47157980200
160788,True,47157980300
160806,True,47157980400
160833,False,47159975100
161243,False,47163040200
162408,False,47163040300
162605,False,47163040500
162991,False,47163040600
163389,False,47163040700
163660,False,47163040800
164070,False,47163040900
164293,False,47163041000
164623,False,47163041100
164972,False,47163041200
165560,False,47163041300
165998,False,47163041400
166602,False,47163041500
166776,False,47163041600
167012,False,47163041800
167346,False,47163042000
167579,False,47163042100
168113,False,47163042200
168501,False,47163042300
168946,False,47163042400
169318,False,47163042500
169575,False,47163042600
169995,False,47163042701
170478,False,47163042702
170746,False,47163042801
171009,False,47163042802
171415,False,47163042900
171622,False,47163043000
172244,False,47163043100
172645,False,47163043201
173111,False,47163043301
173466,False,47163043302
174250,False,47163043401
174734,False,47163043402
175159,False,47163043500
175680,False,47163043600
176099,False,47165020101
176288,False,47165020205
176481,False,47165020300
176869,False,47165020603
177090,False,47165020700
177601,False,47165020800
178138,False,47165020901
178212,False,47165020902
178651,False,47165021005
178938,False,47165021009
179109,False,47165021104
179239,False,47165021105
179473,False,47165021106
179689,False,47165021107
179909,False,47165021203
180153,False,47165021204
180414,False,47165021205
180647,False,47167040302
181021,False,47167040500
181334,False,47167040601
181596,False,47167040700
182074,False,47167041000
182281,False,47169090100
182761,False,47171080100
183356,False,47171080200
184209,False,47171080300
184782,False,47171080400
185403,False,47173040300
185769,False,47177930500
186465,False,47179060100
186995,False,47179060400
187467,False,47179060501
187717,False,47179060502
187977,False,47179060600
188255,False,47179060700
188313,False,47179060800
188693,False,47179060900
188995,False,47179061000
189293,False,47179061100
189503,False,47179061200
189837,False,47179061300
190400,False,47179061401
190669,False,47179061402
191051,False,47179061500
191476,False,47179061601
191674,False,47179061602
192164,False,47179061701
192412,False,47179061702
192745,False,47179061800
193220,False,47179061901
193737,False,47179061902
194091,False,47179062000
194570,False,47185935300
195336,False,47187050203
195498,False,47187050204
195632,False,47187050205
195823,False,47187050208
196027,False,47187050303
196198,False,47187050304
196412,False,47187050305
196508,False,47187050306
196669,False,47187050307
196860,False,47187050406
196975,False,47187050502
197334,False,47187050601
197550,False,47187050602
198179,False,47187050701
198342,False,47187050702
198528,False,47187050800
199057,False,47187050904
199260,False,47187050905
199444,False,47187050906
199626,False,47187050907
199853,False,47187050908
200024,False,47187051001
200413,False,47187051002
200726,False,47187051100
201280,False,47187051201
201768,False,47187051202
202643,False,47189030202
203284,False,47189030203
203490,False,47189030304
203624,False,47189030307
203897,False,47189030309
204060,False,47189030500
204481,False,47189030600
204869,False,47189030700
205183,False,47189030800
205841,False,47189030901
206139,False,47189030903
206525,False,47085130100
207262,False,47085130300
208369,False,47085130400
208557,False,47085130200
208730,False,47085130500
209351,False,47043060700
209743,False,47101970200
211203,False,47055920100
211589,False,47055920200
212396,False,47081950400
212765,False,47099960100
213363,False,47099960200
213592,False,47099960300
214343,False,47099960401
215458,False,47099960402
216241,False,47099960501
217021,False,47099960502
217687,False,47099960800
218184,False,47101970100
218557,False,47119010900
218803,False,47119011001
219326,False,47135930100
219885,False,47135930200
220872,False,47181950100
221358,False,47181950200
222483,False,47029920502
223226,False,47089070700
224412,False,47155080602
225638,False,47089070900
226671,False,47089070500
227246,False,47089070100
228283,False,47089070800
229262,False,47155080700
230356,False,47027955100
230883,False,47087960100
231255,False,47111970100
231828,False,47111970200
232103,False,47111970300
232610,False,47111970400
232789,False,47159975000
233051,False,47165020102
233338,False,47165020209
233465,False,47165020602
233911,False,47165020601
234135,False,47165020208
234255,False,47165020203
234372,False,47143975300
234930,False,47143975200
235359,False,47143975402
235693,False,47063100100
236248,False,47063100200
237024,False,47063100300
237537,False,47063100400
238170,False,47063100500
238425,False,47063100600
239111,False,47063100900
239555,False,47063101000
240317,False,47063101200
240901,False,47001020100
241262,False,47001021201
241593,False,47001021202
242277,True,47001980100
242435,False,47005963200
242613,False,47009010301
243415,False,47009010700
243969,False,47009010800
244502,False,47009011603
245351,False,47011010200
245811,False,47011010500
246480,False,47011010700
247075,False,47011011201
247629,False,47011011202
248104,False,47029920600
249106,False,47031970500
249588,False,47033961100
250457,False,47035970501
251058,False,47037015610
251191,False,47037019003
251291,False,47037019118
251356,False,47041920300
252249,False,47043060401
252584,False,47043060402
253070,False,47043060602
253737,False,47045964200
255024,False,47051960202
256521,False,47053966700
257687,False,47053967000
258398,False,47055920400
259208,False,47065002300
259592,False,47065002500
260287,False,47065003000
260610,False,47065010431
260946,False,47065011002
261416,False,47065011402
261768,False,47065011411
262004,False,47065011443
262381,False,47069950600
262845,False,47077975400
263515,False,47079969200
263730,False,47093000800
264066,False,47093001700
264473,False,47093001900
264708,False,47093002800
265054,False,47093003500
265502,False,47093003801
265796,False,47093004700
266251,False,47093005401
266718,False,47093005704
267152,False,47093005803
267477,False,47093005808
267719,False,47093005813
267976,False,47093006900
268386,False,47105060202
269976,False,47113000100
270216,False,47113001300
270771,False,47113001402
271043,False,47113001605
271251,False,47113001606
271636,False,47115050301
272897,False,47119010301
273370,False,47119010802
274161,False,47123925200
275615,False,47125100100
275837,False,47125101101
275915,False,47125101400
275952,False,47125101803
276216,False,47125101903
276541,False,47125102001
276775,False,47141000700
277785,False,47141000800
278951,False,47145030700
279942,False,47147080101
280301,False,47147080302
280683,False,47147080402
280924,False,47149040105
281033,False,47149040806
281352,False,47149041202
281558,False,47151975100
282596,False,47155080102
283245,False,47155080500
284115,False,47157011010
284256,False,47157021725
284330,False,47157021747
284429,False,47165021002
284648,False,47167040602
284881,False,47177930800
285495,False,47189030904
286001,False,47035970101
286474,False,47027955000
287753,False,47185935000
288143,False,47035970102
289374,False,47035970200
290329,False,47035970301
290840,False,47035970400
292363,False,47035970502
293353,False,47035970601
293983,False,47035970602
294960,False,47035970701
295433,False,47035970702
296208,False,47003950100
296693,False,47003950700
297337,False,47031970100
297610,False,47031970300
297710,False,47031970600
298262,False,47031970700
298756,False,47041920101
299029,False,47041920102
299466,False,47051960100
300174,False,47051960700
300562,False,47061955000
300973,False,47061955100
301304,False,47061955200
301750,False,47061955300
302468,False,47115050102
303315,False,47115050302
303659,False,47175925000
304021,False,47175925200
304391,False,47177930100
304691,False,47177930200
305282,False,47177930300
305479,False,47177930400
306041,False,47177930600
306633,False,47177930700
307129,False,47177930900
307276,False,47185935100
307728,False,47185935200
307937,False,47185935400
308423,False,47185935500
308741,False,47031970801
309359,False,47031970802
310291,False,47031971000
311265,False,47051960201
312023,False,47127930100
312481,False,47127930200
313058,False,47031970400
313673,False,47113000500
313908,False,47113000600
314179,False,47113000800
314755,False,47113000900
315105,False,47113001100
315365,False,47113001501
315698,False,47113001502
316207,False,47113001603
316314,False,47113001608
316517,False,47113001609
316746,False,47113001610
317091,False,47113001800
317341,False,47113001900
317610,False,47115050201
318245,False,47115050101
318604,False,47153060200
319141,False,47153060102
319361,False,47109930700
319736,False,47109930300
320130,False,47109930600
320337,False,47009010100
321089,False,47009011301
321781,False,47013950200
322344,False,47037010106
322481,False,47037010903
322594,False,47037013602
322630,False,47037018202
322710,False,47037019004
322844,False,47065001100
323394,False,47093002700
323743,False,47093006700
324253,False,47145030500
325147,False,47149042200
325555,False,47155080601
326302,False,47157022700
326563,False,47165020501
326820,False,47183968202
326952,False,47187050101
327243,False,47037012100
327686,False,47037012200
328218,False,47037013900
328527,False,47037013201
328712,False,47037011900
328966,False,47037013202
329208,False,47037018902
329349,False,47037013800
329529,False,47055920600
330009,False,47099960600
330427,False,47099960700
330973,False,47099960900
331329,False,47181950300
331759,False,47003950800
332286,True,47031980100
332328,False,47051960300
332642,False,47051960400
334174,False,47051960500
334941,False,47051960600
335887,False,47051960800
336312,False,47055920300
337308,False,47055920500
338063,False,47055920700
338235,False,47055920800
339229,False,47103975000
339428,False,47103975100
339789,False,47103975200
340163,False,47103975500
340946,False,47103975602
341298,False,47103975700
341607,False,47117955500
342375,False,47003950300
342825,False,47003950600
343748,False,47119011200
344326,False,47065012200
344675,False,47093004500
345026,False,47093006202
345189,False,47139950300
345514,False,47125101102
345809,False,47001020400
346205,False,47001021100
346494,False,47003950402
347389,False,47009010400
348345,False,47009010500
348929,False,47009011001
349488,False,47009011102
350089,False,47009011402
350840,False,47021070102
351026,False,47021070104
351212,False,47021070300
351524,False,47021070402
351881,False,47037010104
351967,False,47037010202
352103,False,47037010301
352248,False,47037010904
352375,False,47037011500
352678,False,47037013601
352996,False,47037015627
353063,False,47037015804
353150,False,47037017402
353354,False,47037017701
353502,False,47037018203
353611,False,47037018904
353724,False,47037019105
353840,False,47037019111
353929,False,47043060200
354458,False,47043060501
355052,False,47043060502
355468,False,47089070200
355948,False,47093001500
356787,False,47093002100
356993,False,47093002400
357540,False,47093002900
357966,False,47093003000
358222,False,47093003902
358492,False,47093004000
358784,False,47093004200
359258,False,47093004608
359471,False,47093004609
359775,False,47093004611
360179,False,47093004612
360288,False,47093005502
360546,False,47093005602
360897,False,47093005707
361144,False,47093005711
361413,False,47093005807
361603,False,47093006104
361903,False,47093006502
362239,False,47093007000
362657,False,47105060100
363873,False,47105060301
364529,False,47105060302
365297,False,47105060400
366626,False,47119010201
367429,False,47119010302
367719,False,47119010400
368580,False,47119010700
369160,False,47119011102
369422,False,47125100200
369642,False,47125100500
369873,False,47125100800
370284,False,47125101306
370467,False,47125101600
370692,False,47141000400
371362,False,47145030201
372486,False,47145030300
373607,False,47145030800
374920,False,47147080200
375330,False,47147080500
375631,False,47147080603
375843,False,47149040302
376377,False,47149040501
376697,False,47149040903
377048,False,47149040904
377251,False,47149041102
377352,False,47155080101
377715,False,47155080202
378246,False,47155080300
378747,False,47155080801
379210,False,47155080902
380060,False,47155081101
380774,False,47157008110
380935,False,47161110600
381126,False,47165020903
381392,False,47165021004
381533,False,47165021008
381669,False,47173040100
382655,False,47173040202
383324,False,47187050404
383514,False,47187050503
384035,False,47187050504
384285,False,47189030101
384800,False,47189030204
385232,False,47189030401
385405,False,47189030402
385668,False,47065001800
386214,False,47065000700
386568,False,47065010304
386886,False,47065010902
386992,False,47065002900
387244,False,47065010433
387470,False,47065011900
387630,False,47065011446
387830,False,47065011001
388032,False,47065012000
388335,False,47065010307
388924,False,47065010201
389104,False,47065010412
389338,False,47065011100
389860,False,47065010303
390020,False,47065010700
390242,False,47065011700
390547,False,47065000600
390941,False,47065001900
391513,False,47065002400
392210,False,47065000800
392459,False,47065010501
392843,False,47065010800
393121,False,47065010411
393370,False,47065002800
393848,False,47065011325
394088,False,47065011323
394261,False,47065011413
394563,False,47065010306
394804,False,47065010202
395163,False,47065010305
395322,False,47065011314
395448,False,47065010434
395616,False,47065010413
395789,False,47065003300
396427,False,47065011324
396609,False,47065003200
396882,False,47065010903
397023,False,47065010502
397192,False,47065011326
397361,False,47065011442
397502,False,47065010600
397721,False,47065011800
398064,True,47065980100
398088,False,47011010800
398449,False,47011011500
399083,False,47011011401
399603,False,47011011402
399889,False,47153060101
400467,False,47011011000
400938,False,47011011300
401644,False,47011011100
402211,False,47121960300
402465,False,47065010103
402677,False,47065010101
402923,False,47011010300
403174,False,47143975100
404325,False,47011011601
404553,False,47065010104
404802,False,47007953000
405231,False,47107970200
406447,False,47139950202
407382,False,47001020700
407885,False,47001020800
408727,False,47009010600
409352,False,47013950400
410303,False,47013950500
411222,False,47029920501
412195,False,47037010801
412379,False,47037015402
412555,False,47047060502
412854,False,47053966200
413818,False,47081950500
414016,False,47089070300
415112,False,47089070400
415669,False,47093000902
415778,False,47093002300
416051,False,47093004401
416502,False,47093005302
416817,False,47093005501
417116,False,47093005712
417492,False,47093005809
417709,False,47093006206
417904,False,47117955200
418776,False,47117955400
419270,False,47125101802
419741,False,47131965500
420731,False,47141000303
421085,False,47147080401
421413,False,47149040807
421590,False,47155080901
422173,False,47157000400
422294,False,47157002000
422428,False,47159975400
423252,False,47165020207
423322,False,47165020405
423410,False,47167040304
423545,False,47173040201
424050,False,47187050103
424359,False,47037010105
424504,False,47037012600
424726,False,47037019005
424785,False,47097050200
425523,False,47097050300
425881,False,47097050400
426116,False,47097050503
426397,False,47097050505
426791,False,47097050100
426838,False,47097050506
426998,False,47079969000
427535,False,47079969600
428676,False,47079969700
428818,False,47079969100
429193,False,47079969300
429929,False,47079969800
430588,False,47161110700
431033,False,47033961200
431586,False,47033961300
431967,False,47045964500
432359,False,47045964600
433019,False,47045964800
433869,False,47045964900
434474,False,47053966100
435240,False,47053966300
435650,False,47053966800
435837,False,47053967300
436152,False,47095960200
436863,False,47131965300
437730,False,47131965400
439040,False,47131965900
439647,False,47167040800
439804,False,47167040900
439891,False,47183968201
440751,False,47183968300
441313,False,47053966400
442007,False,47053966500
442769,False,47053966600
443058,False,47053967400
444284,False,47075930200
444445,False,47095960100
445158,False,47131965000
445747,False,47131965100
446027,False,47131965200
446196,False,47131965700
446799,False,47131965800
447139,False,47001020300
447336,False,47001020600
447516,False,47001021000
448374,False,47001021301
448715,False,47001021302
449345,False,47009010900
449953,False,47009011002
450253,False,47009011101
450655,False,47009011302
451228,False,47009011401
451678,False,47009011501
451991,False,47009011502
452282,False,47009011503
452998,False,47009011604
453459,False,47009011605
453780,True,47009980200
453863,False,47013950100
454353,False,47013950300
454645,False,47013950600
455501,False,47013950700
456169,False,47013950800
456582,False,47013950900
456901,False,47013951000
457141,False,47013951100
457721,False,47025970100
457935,False,47025970200
458373,False,47025970300
458689,False,47025970400
458761,False,47025970500
459117,False,47025970600
459617,False,47029920100
460026,False,47029920300
460435,False,47029920400
460517,False,47029920700
461269,True,47029980100
461287,False,47035970302
461985,False,47035970603
462213,False,47035970800
463255,False,47049965000
463933,False,47049965100
464757,False,47049965200
465643,False,47049965300
466261,False,47057500100
466845,False,47057500200
467614,False,47057500300
468617,False,47067960500
468704,False,47067960600
469104,False,47087960200
469404,False,47087960300
470312,False,47087960400
470537,False,47093000901
470600,False,47093001400
470843,False,47093002000
471323,False,47093002200
471710,False,47093003100
471936,False,47093003200
472187,False,47093003300
472342,False,47093003901
472650,False,47093004606
473017,False,47093004607
473378,False,47093004613
473603,False,47093004614
473791,False,47093005000
474279,False,47093005100
474698,False,47093005201
474992,False,47093005604
475294,False,47093005701
475695,False,47093005708
475742,False,47093005709
475813,False,47093005810
475944,False,47093005811
476100,False,47093005812
476300,False,47093005903
476385,False,47093005906
476471,False,47093005907
476593,False,47093006001
476766,False,47093006002
476981,False,47093006003
477133,False,47093006102
477400,False,47093006103
477653,False,47093006203
477912,False,47093006205
478087,False,47093006207
478211,False,47093006208
478518,False,47093006301
478808,False,47093006302
479043,False,47093006401
479212,False,47093006402
479570,False,47093006403
479726,False,47093006501
480185,False,47093007100
480565,False,47105060501
482079,False,47105060502
482436,False,47105060700
483147,False,47107970101
484019,False,47107970401
484513,False,47107970402
485299,False,47107970500
486148,False,47107970600
487198,False,47107970700
488066,False,47107970800
489075,False,47121960100
489870,False,47121960200
490953,False,47123925100
492197,False,47123925300
493416,False,47123925400
494940,False,47123925501
495346,False,47123925502
496137,False,47129110100
496805,False,47129110200
497146,False,47129110300
497463,False,47129110400
498196,False,47129110500
498912,False,47133950100
499318,False,47133950200
499684,False,47133950400
500054,False,47133950500
500954,False,47133950600
501299,False,47137925100
502384,False,47139950100
502479,False,47139950201
502784,False,47139950400
503137,False,47141000100
504832,False,47141000301
505333,False,47141000302
505957,False,47141000500
506492,False,47141000900
507533,False,47141001000
508309,False,47141001100
509807,False,47141001300
510125,False,47143975000
511432,False,47145030100
511646,False,47145030202
512753,False,47145030400
513862,False,47145030600
514447,False,47145030900
515323,True,47145980100
515711,False,47151975000
516477,False,47151975200
517177,False,47151975300
517601,False,47151975400
518103,False,47155080201
518727,False,47155080400
519649,True,47155980100
519727,False,47159975300
520001,False,47003950200
520703,False,47117955300
521140,False,47117955100
521737,False,47117955000
522245,False,47149040701
522736,False,47149040809
522886,False,47149042100
523320,False,47149040307
523501,False,47149040104
523661,False,47149040600
524010,False,47149040303
524118,False,47149040810
524327,False,47149041500
524349,False,47187050909
524548,False,47057500402
525087,False,47057500401
525428,False,47073050100
525696,False,47073050900
526005,False,47059091200
526449,False,47005963300
527238,False,47005963400
527984,False,47011010900
528244,False,47017962201
528670,False,47037011002
528817,False,47037019106
528886,False,47069950400
529447,False,47071920300
529862,False,47073050301
530688,False,47075930301
531129,False,47125100602
531274,False,47125100900
531431,False,47125101304
531696,False,47147080604
531852,False,47157021612
532024,False,47157022024
532210,False,47157022121
532425,False,47189030102
532862,False,47005963000
533273,False,47005963100
533566,False,47011011602
533827,False,47015960200
534452,False,47015960300
534768,False,47017962100
535762,False,47017962300
536652,False,47017962500
536884,False,47021070103
537062,False,47021070202
537358,False,47021070203
537550,False,47021070401
537736,False,47023970100
538005,False,47023970200
538536,False,47023970300
539020,False,47037010103
539111,False,47037010502
539465,False,47037010702
539555,False,47037010901
539703,False,47037011600
539934,False,47037013100
540019,False,47037014300
540368,False,47037014800
540534,False,47037015405
540652,False,47037015617
540739,False,47037015618
540929,False,47037015619
541018,False,47037015622
541107,False,47037018407
541188,False,47037018408
541236,False,47037018410
541294,False,47037018601
541426,False,47037018602
541654,False,47037018905
541708,False,47037019109
541800,False,47039955001
542109,False,47039955002
543136,False,47039955101
543564,False,47043060100
543691,False,47043060300
544348,False,47043060601
544794,False,47047060300
544962,False,47047060401
545187,False,47047060402
545376,False,47047060501
545709,False,47047060800
545925,False,47069950100
546251,False,47069950200
546641,False,47071920100
546908,False,47075930500
547094,False,47077975500
547559,False,47081950100
548090,False,47081950200
548853,False,47083120100
549657,False,47083120300
550580,False,47119010600
551297,False,47125100400
551481,False,47125101001
551710,False,47125101002
551847,False,47125101103
551945,False,47125101202
552102,False,47125101303
552321,False,47125101307
552406,False,47125101500
552652,False,47125101700
553127,False,47125102002
553276,False,47125102003
553407,False,47125102004
553531,False,47125102006
553750,True,47125980100
553807,False,47147080104
554124,False,47147080301
554271,False,47147080605
554393,False,47147080606
554672,False,47147080700
555076,False,47149040101
555169,False,47149040102
