,TractCode,Less_HS_Proportion_2015,HS_Proportion_2015,Some_College_Proportion_2015,Bachelors_Proportion_2015,Less_HS_Proportion_2017,HS_Proportion_2017,Some_College_Proportion_2017,Bachelors_Proportion_2017,Less_HS_Proportion_2019,HS_Proportion_2019,Some_College_Proportion_2019,Bachelors_Proportion_2019
1179,47035970603,11.87,37.83,34.25,16.05,8.52,41.95,34.38,15.15,8.78,44.76,26.09,20.36
1180,47035970702,24.36,47.05,26.36,2.23,18.86,43.58,30.18,7.38,15.24,41.13,31.82,11.81
1181,47035970502,22.07,37.25,24.31,16.37,20.6,35.35,29.49,14.56,15.86,38.46,30.23,15.45
1182,47035970101,4.82,25.17,27.28,42.73,6.89,23.38,28.0,41.73,8.17,20.58,32.65,38.59
1183,47035970102,5.66,35.83,30.43,28.08,7.23,28.71,32.42,31.63,5.37,30.09,37.02,27.52
1184,47035970602,12.77,39.24,30.61,17.37,12.84,33.81,35.58,17.77,12.43,39.01,32.72,15.84
1185,47035970601,11.89,35.21,33.36,19.54,10.46,36.35,35.12,18.06,9.8,38.74,32.09,19.37
1186,47035970301,21.94,53.72,17.99,6.35,18.3,53.61,20.24,7.84,15.82,49.05,25.64,9.5
1187,47035970302,21.49,41.68,19.96,16.86,18.21,42.76,20.85,18.18,20.47,37.56,21.09,20.88
1188,47035970701,11.77,41.2,30.32,16.71,14.57,35.2,31.24,18.99,10.69,36.45,32.69,20.17
1189,47035970501,16.58,36.21,28.22,18.99,12.14,40.37,29.92,17.57,14.34,41.71,29.04,14.9
1190,47153060102,13.92,47.24,22.78,16.06,14.69,45.76,23.95,15.6,14.27,42.64,30.71,12.38
1191,47153060101,22.02,36.88,29.68,11.42,20.89,41.84,25.03,12.24,22.31,41.1,23.22,13.37
1192,47145980100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,47057500402,18.66,47.75,20.65,12.95,18.97,45.52,23.33,12.19,22.44,39.94,25.31,12.31
1194,47057500401,23.5,49.23,17.03,10.24,18.72,49.04,27.2,5.04,22.23,44.86,23.22,9.69
1195,47093000902,35.35,24.24,9.09,31.31,28.46,9.76,36.59,25.2,3.33,0.0,21.67,75.0
1196,47093004607,5.7,23.64,26.7,43.96,6.37,31.44,26.18,36.01,5.11,30.87,26.27,37.75
1197,47093004615,8.25,24.99,36.99,29.77,9.88,24.38,27.33,38.41,12.35,25.27,26.9,35.47
1198,47093003901,13.33,27.86,30.53,28.28,10.0,28.28,35.48,26.24,13.14,30.84,35.47,20.55
1199,47093005302,14.22,34.37,29.56,21.85,8.49,41.46,27.53,22.52,9.7,43.23,24.8,22.26
1200,47093005502,16.54,38.86,28.43,16.17,22.02,34.52,25.71,17.76,18.56,39.93,21.62,19.89
1201,47093005603,9.39,28.99,37.32,24.3,8.25,33.55,35.36,22.84,5.72,32.42,28.39,33.47
1202,47093004404,6.41,21.27,15.71,56.6,4.42,17.68,17.68,60.23,4.45,15.07,18.3,62.18
1203,47093005301,8.46,33.12,33.15,25.27,9.0,30.7,30.02,30.28,12.78,30.17,29.85,27.2
1204,47093006502,22.81,42.58,25.76,8.85,20.49,43.53,27.98,8.01,13.66,41.35,32.95,12.03
1205,47093004613,7.51,33.24,26.86,32.39,5.33,24.64,33.37,36.66,7.58,21.16,33.36,37.9
1206,47093006002,7.31,22.78,27.8,42.11,4.58,23.1,26.87,45.45,4.26,31.56,28.23,35.94
1207,47093004610,10.14,15.85,32.58,41.42,13.0,17.7,35.65,33.65,12.3,18.01,28.9,40.79
1208,47157020900,6.76,18.53,35.85,38.86,3.15,17.28,35.72,43.85,3.43,18.62,31.49,46.47
1209,47093006401,12.61,39.11,35.1,13.17,9.37,37.42,35.94,17.27,8.58,34.73,39.67,17.02
1210,47093006600,19.33,25.78,19.98,34.91,18.63,21.97,21.43,37.97,16.74,24.18,22.27,36.8
1211,47093006800,20.29,31.72,31.69,16.3,17.16,33.96,29.24,19.64,20.5,31.54,31.35,16.61
1212,47133950302,24.14,36.16,25.0,14.7,25.83,43.17,18.22,12.78,21.27,44.55,23.02,11.15
1213,47133950301,25.6,41.33,19.97,13.11,25.18,43.12,17.0,14.7,25.07,43.33,20.55,11.05
1214,47157021121,5.8,27.03,42.17,24.99,5.98,28.12,40.85,25.05,6.88,26.65,43.6,22.87
1215,47157010300,28.84,40.68,23.17,7.3,30.0,33.13,30.36,6.51,34.79,35.79,24.75,4.67
1216,47157020700,8.3,33.43,31.02,27.25,7.16,35.66,35.72,21.47,7.17,34.26,35.01,23.57
1217,47157021010,4.75,14.75,43.29,37.21,3.26,15.5,35.34,45.9,5.9,22.68,26.02,45.39
1218,47157021510,10.07,21.27,25.6,43.05,7.72,19.29,28.95,44.03,6.6,16.27,36.37,40.76
1219,47157020621,8.75,27.57,41.03,22.64,5.61,24.63,42.47,27.3,3.48,29.44,44.88,22.2
1220,47157021744,15.14,24.83,37.81,22.22,16.42,27.42,32.01,24.15,12.85,35.49,29.98,21.68
1221,47003950700,16.39,42.9,25.89,14.82,20.46,35.89,25.09,18.57,19.37,39.92,17.55,23.16
1222,47157010500,39.59,38.68,19.01,2.72,39.49,36.94,19.94,3.63,33.62,42.26,19.94,4.18
1223,47157004500,39.76,24.5,24.5,11.24,22.96,27.7,43.27,6.07,21.65,32.78,43.09,2.47
1224,47157980300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,47157021724,15.14,34.76,34.15,15.95,19.49,32.46,31.33,16.73,16.19,33.17,28.1,22.54
1226,47157980100,39.06,39.06,21.88,0.0,31.03,31.03,37.93,0.0,27.69,44.62,27.69,0.0
1227,47065011900,8.35,27.31,40.48,23.86,9.21,32.16,41.88,16.75,10.68,36.0,34.07,19.24
1228,47003950600,22.93,40.88,22.68,13.51,19.5,44.06,24.93,11.51,18.92,45.83,21.36,13.89
1229,47003950100,12.81,38.51,27.52,21.17,12.32,34.51,24.95,28.21,9.04,35.2,30.61,25.15
1230,47003950300,20.82,41.45,23.12,14.62,17.0,41.03,24.85,17.12,19.02,37.57,27.77,15.64
1231,47003950500,24.48,38.31,25.38,11.84,21.79,42.87,24.85,10.49,23.08,40.94,25.14,10.84
1232,47003950800,13.08,44.67,25.96,16.3,15.15,43.48,28.33,13.04,12.23,39.82,30.13,17.82
1233,47003950200,19.31,45.47,23.5,11.73,17.07,43.73,24.81,14.39,14.57,45.49,22.92,17.02
1234,47065011326,10.4,14.7,34.66,40.24,5.3,18.69,35.27,40.75,6.42,19.86,37.66,36.06
1235,47123925502,26.97,41.33,22.19,9.52,26.57,39.37,24.17,9.89,17.08,51.68,23.78,7.46
1236,47123925501,24.79,48.06,19.45,7.7,28.81,45.97,20.04,5.18,19.82,46.0,22.86,11.33
1237,47119010700,24.89,40.55,27.5,7.06,22.62,40.67,25.2,11.51,17.89,45.65,25.71,10.75
1238,47141000303,20.07,33.29,29.07,17.58,13.36,30.44,34.09,22.12,17.96,37.45,25.99,18.61
1239,47157004200,0.73,11.05,20.85,67.37,0.4,8.94,16.81,73.85,0.69,7.94,12.97,78.4
1240,47157004600,24.8,34.79,32.95,7.46,28.44,31.06,30.72,9.78,36.42,16.83,33.87,12.89
1241,47107970300,17.37,21.25,24.19,37.18,14.49,33.3,26.22,26.0,16.37,31.68,25.03,26.93
1242,47107970500,23.98,45.87,22.16,7.99,24.82,49.22,18.96,7.0,19.53,46.12,25.99,8.36
1243,47107970800,14.24,45.87,28.55,11.34,15.91,47.26,27.47,9.36,15.98,43.91,27.35,12.76
1244,47107970200,23.26,50.54,18.47,7.72,18.34,49.67,22.26,9.74,13.74,50.17,26.3,9.79
1245,47107970700,18.19,41.6,28.53,11.69,14.73,44.75,27.55,12.97,15.76,43.44,28.84,11.96
1246,47107970600,18.46,41.48,28.83,11.24,16.65,40.42,30.65,12.28,11.49,39.05,34.92,14.54
1247,47065010901,11.28,30.44,17.76,40.52,5.65,26.12,21.64,46.59,4.02,21.65,21.72,52.62
1248,47065010902,9.43,30.5,37.58,22.48,9.26,34.09,39.06,17.58,14.98,24.03,33.45,27.54
1249,47065010903,7.52,23.22,28.87,40.39,7.51,22.93,31.16,38.4,7.85,22.83,34.56,34.75
1250,47065011443,14.82,32.77,29.5,22.91,11.58,29.09,33.67,25.65,11.35,30.28,36.61,21.77
1251,47065010305,10.7,38.23,26.39,24.68,10.46,32.64,31.86,25.05,15.26,23.84,34.72,26.18
1252,47065010104,19.33,36.43,26.53,17.71,18.02,38.95,27.76,15.27,13.19,36.35,36.31,14.14
1253,47065011002,3.31,17.94,22.52,56.23,3.16,14.96,22.86,59.02,2.26,12.6,23.42,61.73
1254,47065010103,8.08,29.0,40.64,22.27,11.11,28.26,37.87,22.76,10.83,31.95,36.62,20.6
1255,47065010303,9.23,30.16,46.3,14.32,11.4,30.6,43.31,14.69,12.13,26.89,36.53,24.45
1256,47065011001,19.43,32.61,29.22,18.74,14.51,37.66,36.97,10.85,17.55,29.37,35.24,17.83
1257,47065010435,16.23,31.54,31.49,20.75,13.23,39.24,28.25,19.28,12.32,40.0,21.92,25.75
1258,47065011325,3.24,15.72,33.5,47.54,3.15,15.74,33.6,47.51,2.46,14.12,28.36,55.07
1259,47119010900,11.26,45.03,30.69,13.03,9.81,44.48,34.07,11.64,9.49,43.84,29.94,16.73
1260,47119010400,13.76,35.1,33.81,17.32,10.13,34.65,39.97,15.24,7.9,38.79,35.24,18.07
1261,47119010500,20.34,48.85,23.68,7.12,17.38,50.2,23.92,8.5,11.82,56.48,22.08,9.62
1262,47119011200,16.02,45.67,28.33,9.98,11.75,47.68,30.23,10.33,14.35,41.07,30.26,14.32
1263,47119010600,16.8,36.24,30.85,16.11,15.35,36.24,33.68,14.74,13.4,35.88,32.03,18.68
1264,47085130400,17.78,42.48,29.61,10.14,20.09,39.69,29.17,11.05,14.09,48.25,23.82,13.85
1265,47119010100,16.49,42.28,24.8,16.44,13.91,45.1,21.99,19.01,19.11,37.17,25.49,18.23
1266,47067960500,22.3,41.43,25.9,10.37,17.11,43.04,31.39,8.45,19.27,40.75,29.35,10.63
1267,47067960600,29.55,38.09,21.6,10.75,26.68,42.25,19.71,11.35,25.08,43.08,20.23,11.62
1268,47085130200,22.34,49.56,18.08,10.02,24.39,46.87,22.34,6.4,18.51,50.15,21.62,9.71
1269,47085130500,10.46,51.83,22.56,15.15,8.1,55.29,25.61,11.01,12.68,50.05,26.27,11.0
1270,47085130300,9.85,43.89,29.48,16.78,13.4,44.84,26.31,15.45,14.94,49.83,17.69,17.53
1271,47085130100,22.39,34.89,30.46,12.26,20.37,39.63,26.28,13.73,15.65,45.91,24.07,14.37
1272,47141000600,14.5,33.08,22.69,29.72,14.33,37.85,22.76,25.05,14.34,29.76,22.87,33.04
1273,47141000301,11.58,35.26,22.91,30.25,11.14,34.32,25.36,29.17,10.6,42.45,25.09,21.86
1274,47141001100,18.65,44.92,24.25,12.18,18.17,43.09,25.09,13.64,14.74,42.07,25.81,17.38
1275,47141000200,15.14,36.28,24.21,24.37,12.32,37.65,21.34,28.69,9.92,37.8,22.17,30.11
1276,47141000800,18.85,39.76,22.85,18.54,24.92,32.4,21.89,20.79,22.39,25.35,33.35,18.91
1277,47141000900,17.73,34.27,25.37,22.64,14.44,38.54,24.64,22.38,14.05,34.38,32.56,19.01
1278,47141000700,13.41,39.87,31.0,15.72,21.36,43.6,18.58,16.46,20.11,44.84,16.69,18.36
1279,47141000100,24.71,47.13,17.56,10.6,21.95,43.56,22.8,11.69,19.45,44.24,25.71,10.61
1280,47141001300,16.93,30.68,25.96,26.43,14.66,34.51,29.45,21.38,13.98,35.85,24.74,25.44
1281,47141001000,16.38,40.38,26.44,16.8,17.34,41.84,23.41,17.42,16.55,41.84,21.91,19.7
1282,47141001200,15.18,38.25,16.22,30.35,12.62,37.73,17.48,32.17,9.82,36.69,17.8,35.69
1283,47141000500,6.78,41.43,16.56,35.23,5.48,26.96,24.52,43.03,1.71,21.74,18.84,57.72
1284,47141000400,7.31,26.34,23.32,43.02,4.93,25.89,26.23,42.95,3.16,27.51,23.4,45.93
1285,47157021613,2.57,15.68,32.08,49.67,4.65,19.19,26.67,49.49,3.95,18.56,25.05,52.45
1286,47157007300,14.79,13.02,26.37,45.82,10.95,17.28,28.79,42.98,7.02,16.54,31.5,44.94
1287,47157021320,3.9,12.71,21.48,61.92,7.03,10.93,24.59,57.45,6.25,13.96,24.5,55.3
1288,47157020222,14.47,36.63,33.85,15.06,14.02,36.93,31.48,17.57,18.73,36.59,28.13,16.55
1289,47157022410,18.68,37.54,26.44,17.34,21.82,29.27,28.73,20.17,19.32,27.33,30.66,22.69
1290,47157005300,27.45,33.57,29.28,9.69,27.63,33.93,27.95,10.49,22.14,36.91,33.71,7.24
1291,47157008500,0.58,6.52,18.78,74.12,0.94,5.44,20.19,73.43,1.03,6.48,21.37,71.13
1292,47157020810,8.47,33.32,31.85,26.36,5.62,30.14,37.58,26.66,3.02,27.17,41.09,28.72
1293,47157021520,2.99,13.04,21.29,62.68,1.78,10.64,23.3,64.28,1.97,11.23,21.36,65.44
1294,47157005700,16.86,43.14,30.5,9.5,16.5,53.39,21.8,8.31,12.31,53.73,21.43,12.53
1295,47157020300,14.08,36.78,33.01,16.13,13.59,38.23,34.96,13.21,11.11,39.0,36.65,13.25
1296,47157020820,6.32,19.57,29.54,44.57,7.35,20.2,29.53,42.92,7.99,18.86,29.57,43.58
1297,47157021135,8.24,18.71,37.33,35.71,5.88,25.12,38.89,30.11,2.83,20.96,41.21,35.0
1298,47157009200,4.15,12.38,25.84,57.62,2.78,10.65,26.06,60.5,4.68,12.77,22.36,60.18
1299,47157021138,5.56,12.53,24.84,57.07,4.04,12.23,25.02,58.71,2.91,10.89,32.49,53.71
1300,47157003300,1.77,8.31,25.72,64.19,1.43,10.04,20.18,68.36,1.7,7.72,14.07,76.52
1301,47157000600,30.81,41.75,24.24,3.21,28.38,40.69,25.15,5.78,30.21,37.64,26.74,5.41
1302,47157021331,4.93,17.65,29.91,47.51,3.7,17.75,32.93,45.62,3.89,17.22,31.43,47.46
1303,47157021352,0.97,9.61,20.89,68.53,0.58,9.75,21.64,68.03,0.97,7.66,27.12,64.25
1304,47069950300,21.25,41.35,23.08,14.32,22.21,42.55,21.66,13.58,18.24,43.19,28.11,10.46
1305,47157021410,5.55,7.48,23.41,63.56,2.66,9.9,24.69,62.75,3.52,8.21,23.46,64.81
1306,47157022130,11.45,37.33,34.75,16.47,11.97,39.03,35.95,13.04,10.88,33.79,41.75,13.58
1307,47157020210,14.61,38.07,35.88,11.44,12.6,35.22,36.31,15.87,15.86,34.42,30.05,19.68
1308,47157010120,21.04,44.29,23.92,10.76,21.4,42.31,27.13,9.16,23.54,38.8,32.43,5.23
1309,47157020610,7.22,30.6,37.13,25.05,9.61,33.18,35.48,21.73,8.37,38.23,32.55,20.86
1310,47019070900,7.78,37.96,25.54,28.73,6.18,33.19,28.57,32.05,9.0,28.83,23.13,39.05
1311,47161110200,12.43,41.59,31.95,14.03,11.39,42.9,30.81,14.91,10.0,48.05,27.02,14.93
1312,47161980200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,47161980100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,47161110600,14.15,41.55,33.86,10.45,17.54,42.15,29.1,11.21,19.87,44.56,26.16,9.41
1315,47097050200,18.94,41.59,28.08,11.39,24.05,40.75,24.23,10.97,20.87,50.46,19.25,9.42
1316,47097050100,34.74,47.01,13.68,4.57,33.67,51.07,11.57,3.69,29.36,51.78,15.03,3.84
1317,47097050300,21.02,51.08,24.85,3.05,21.33,51.27,20.0,7.4,24.99,45.45,22.14,7.43
1318,47097050600,34.0,40.96,19.08,5.96,32.03,41.05,20.06,6.85,28.82,43.26,18.89,9.03
1319,47097050400,23.49,46.55,23.68,6.29,27.31,37.95,26.96,7.78,19.83,42.06,29.39,8.71
1320,47157001600,1.0,11.92,27.34,59.74,1.04,10.09,24.29,64.58,1.94,8.89,22.39,66.78
1321,47091956200,16.64,42.59,26.52,14.26,10.64,42.18,30.03,17.15,9.47,42.16,29.43,18.94
1322,47091956300,17.47,41.97,31.01,9.56,18.69,40.1,28.72,12.5,20.87,36.7,29.58,12.85
1323,47091956000,19.12,42.19,20.15,18.54,16.67,45.5,20.11,17.72,11.68,47.56,26.22,14.54
1324,47091956400,36.22,34.34,21.33,8.11,30.59,37.17,24.41,7.83,23.64,41.72,24.33,10.31
1325,47091956100,29.54,44.77,19.94,5.75,26.61,44.9,20.69,7.8,23.23,45.21,24.34,7.21
1326,47157007810,19.0,35.78,28.95,16.27,24.37,39.04,23.24,13.35,25.57,40.39,26.97,7.08
1327,47033961000,19.9,47.33,22.34,10.43,16.98,45.23,24.75,13.04,18.81,39.86,27.34,13.99
1328,47033961400,23.79,36.24,24.85,15.12,20.76,39.16,24.38,15.7,18.71,39.35,26.33,15.62
1329,47033961200,19.42,40.55,22.92,17.11,13.49,48.85,24.96,12.7,16.59,46.7,20.37,16.34
1330,47033961100,26.38,36.27,24.76,12.59,24.98,35.67,25.16,14.19,19.19,37.14,30.21,13.46
1331,47033961300,26.54,46.62,17.43,9.41,23.66,44.77,24.39,7.18,20.02,43.76,26.62,9.59
1332,47157003100,1.78,18.01,20.36,59.85,1.62,17.96,22.29,58.13,2.12,12.03,26.97,58.88
1333,47157003200,5.78,19.06,25.44,49.72,5.46,20.63,21.49,52.42,5.24,18.72,26.86,49.19
1334,47189030309,8.47,29.05,21.97,40.51,7.47,34.8,24.74,33.0,5.89,29.43,25.17,39.5
1335,47141000302,17.49,38.97,22.4,21.14,12.27,39.2,22.24,26.29,19.28,32.6,21.63,26.49
1336,47069950500,16.72,45.36,24.63,13.29,19.48,46.01,21.27,13.25,20.03,40.49,24.58,14.9
1337,47069950600,22.91,49.16,22.65,5.28,21.09,47.36,24.9,6.65,20.73,47.17,25.62,6.48
1338,47069950100,19.13,44.77,26.85,9.25,17.03,49.84,22.89,10.24,15.33,45.07,25.9,13.7
1339,47069950200,31.6,41.49,20.06,6.85,30.75,44.23,17.34,7.68,29.92,47.94,14.22,7.92
1340,47069950400,21.37,47.22,19.08,12.34,13.82,55.77,16.4,14.01,12.05,54.56,19.9,13.5
1341,47045964900,13.62,38.16,27.88,20.34,14.39,38.52,26.28,20.82,14.76,38.74,28.7,17.8
1342,47125101001,11.67,35.61,38.01,14.71,10.08,35.35,35.88,18.68,10.75,37.9,35.22,16.14
1343,47125100300,10.71,26.5,43.12,19.67,15.87,34.58,31.01,18.54,11.51,36.01,34.34,18.14
1344,47009980100,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1345,47009011502,14.01,41.78,24.36,19.84,10.8,44.04,19.26,25.9,12.48,42.45,23.13,21.94
1346,47125102001,7.76,32.09,37.69,22.45,7.95,36.61,34.83,20.61,12.74,32.54,33.42,21.29
1347,47125101201,11.1,22.89,46.74,19.26,10.39,26.64,47.58,15.4,12.45,28.96,43.88,14.7
1348,47125101304,8.15,29.95,47.72,14.18,5.04,26.88,46.08,21.99,5.86,17.71,51.57,24.86
1349,47045964000,12.7,42.99,25.71,18.61,12.67,41.66,27.87,17.79,14.14,43.21,27.37,15.28
1350,47113000800,31.42,40.53,22.62,5.42,24.5,53.19,19.16,3.15,27.3,50.97,15.59,6.15
1351,47045964500,15.25,42.74,29.54,12.47,13.31,39.65,30.85,16.19,15.8,38.47,29.99,15.74
1352,47045964200,11.76,31.94,19.01,37.29,14.97,29.95,21.64,33.44,15.98,28.38,25.33,30.31
1353,47045964800,13.1,47.91,25.99,13.0,21.38,45.92,19.99,12.71,13.65,53.86,21.61,10.88
1354,47045964300,17.92,40.72,25.78,15.58,15.94,42.49,30.85,10.72,15.16,39.81,36.34,8.69
1355,47045964400,21.69,41.11,23.68,13.52,22.16,40.51,26.03,11.29,20.54,37.56,30.07,11.84
1356,47045964600,22.69,42.75,23.92,10.65,20.43,36.28,30.89,12.4,19.49,35.12,31.78,13.61
1357,47113001502,13.08,38.14,30.73,18.06,11.43,36.14,29.4,23.03,7.41,44.94,25.01,22.65
1358,47149040307,4.03,26.01,33.16,36.81,5.78,27.08,35.17,31.98,5.58,29.5,28.95,35.97
1359,47149040102,9.85,41.68,32.47,16.01,10.24,34.55,37.2,18.0,10.49,29.32,41.84,18.35
1360,47149040308,2.28,30.2,42.36,25.17,3.25,28.77,41.25,26.74,5.36,31.61,35.73,27.31
1361,47119011102,16.03,33.83,25.51,24.63,12.19,28.39,31.73,27.69,11.51,26.07,31.81,30.61
1362,47119010801,7.87,32.84,40.48,18.81,10.75,37.57,33.94,17.74,11.58,29.75,41.81,16.86
1363,47157003500,5.42,17.68,18.55,58.35,5.46,17.53,16.91,60.1,4.33,16.64,12.95,66.09
1364,47143975401,33.16,34.65,23.9,8.3,29.26,34.27,28.01,8.46,29.24,35.26,24.95,10.55
1365,47157003600,20.78,26.89,30.16,22.17,21.32,25.58,27.6,25.5,16.84,24.92,24.17,34.06
1366,47157003700,25.03,24.42,31.73,18.82,21.07,27.71,33.64,17.58,24.6,24.39,21.66,29.35
1367,47163043302,19.4,38.18,30.47,11.96,19.86,39.55,28.24,12.35,14.72,42.39,28.1,14.79
1368,47163043201,6.39,32.15,32.81,28.64,9.78,30.73,32.31,27.18,8.92,31.17,30.49,29.42
1369,47157021141,3.2,16.88,36.68,43.24,3.65,21.95,39.3,35.1,3.7,22.82,38.7,34.79
1370,47157000200,27.49,34.5,34.31,3.7,28.36,36.25,34.54,0.85,29.53,37.96,25.83,6.68
1371,47157980400,46.52,26.09,20.0,7.39,38.05,41.3,16.71,3.94,41.7,37.08,20.53,0.7
1372,47157021140,2.94,14.43,35.21,47.42,1.18,20.3,36.07,42.45,2.58,21.07,37.0,39.35
1373,47157020831,1.52,30.53,29.89,38.07,1.98,23.3,33.66,41.06,3.48,23.46,38.96,34.1
1374,47155080801,26.41,38.08,24.96,10.54,25.04,40.45,25.67,8.84,25.64,40.91,26.43,7.02
1375,47155980100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,47113000100,12.19,42.62,26.21,18.98,15.58,38.0,22.5,23.91,15.36,39.5,19.79,25.35
1377,47113000200,19.17,33.96,27.0,19.87,19.55,38.18,21.79,20.48,16.8,37.25,27.05,18.89
1378,47113000400,12.69,43.98,25.95,17.38,9.31,46.79,23.24,20.65,13.35,39.27,23.83,23.54
1379,47113001900,16.23,47.51,24.85,11.41,15.06,47.63,23.03,14.28,10.59,39.88,30.75,18.78
1380,47113001605,8.67,17.45,21.54,52.34,3.64,24.13,23.68,48.54,5.43,22.84,25.52,46.21
1381,47113001607,7.86,25.46,39.86,26.82,7.91,25.55,36.49,30.04,7.19,19.78,39.67,33.36
1382,47113001609,7.17,23.55,29.91,39.36,8.68,24.85,27.32,39.15,10.2,25.46,22.14,42.2
1383,47113001610,1.29,9.45,25.43,63.83,0.64,13.6,23.82,61.95,3.15,16.1,23.08,57.67
1384,47113001300,16.67,37.01,35.16,11.15,15.54,35.36,37.25,11.85,16.89,41.87,29.28,11.97
1385,47113001100,23.38,63.08,13.54,0.0,10.3,61.99,24.51,3.2,22.64,48.37,22.8,6.19
1386,47113001700,8.51,39.57,37.7,14.22,7.53,40.0,37.49,14.98,9.28,38.92,30.18,21.62
1387,47113001501,5.49,37.05,37.21,20.25,7.45,39.45,32.38,20.72,8.24,39.01,33.94,18.82
1388,47113001608,8.28,28.63,30.04,33.05,8.29,35.21,28.55,27.95,7.13,31.47,31.35,30.05
1389,47113001402,11.94,36.71,31.81,19.55,10.6,38.73,33.33,17.34,9.23,41.42,32.51,16.84
1390,47151975400,23.75,50.16,21.35,4.74,25.84,48.43,17.59,8.15,17.96,46.77,23.36,11.91
1391,47151975100,19.76,43.0,22.08,15.15,21.21,43.16,23.34,12.29,21.68,41.49,23.02,13.81
1392,47151975000,19.55,52.33,19.59,8.53,16.15,50.5,24.84,8.5,19.39,45.73,28.63,6.25
1393,47151975300,28.51,54.93,12.77,3.78,27.8,47.93,19.92,4.36,22.36,45.55,21.78,10.31
1394,47151975200,25.03,45.52,22.8,6.64,22.45,41.81,30.14,5.6,19.47,44.77,31.22,4.55
1395,47181950200,18.0,44.88,25.27,11.85,17.18,41.24,25.27,16.31,16.23,41.34,26.38,16.05
1396,47113000500,18.22,38.14,29.53,14.11,18.03,52.53,19.27,10.17,15.11,51.48,27.25,6.15
1397,47113000600,14.37,35.02,25.76,24.85,12.18,35.52,23.17,29.13,12.19,35.95,23.36,28.5
1398,47157011100,32.0,45.14,17.24,5.63,30.85,43.56,18.33,7.26,33.02,36.59,20.51,9.88
1399,47181950100,26.14,47.78,19.85,6.23,23.85,49.58,19.51,7.07,22.91,49.96,21.5,5.62
1400,47181950400,25.61,43.13,22.5,8.76,19.9,52.15,17.31,10.64,16.7,54.91,21.96,6.43
1401,47037015630,5.54,16.19,32.57,45.7,3.47,17.67,32.78,46.08,6.37,21.24,29.3,43.09
1402,47037018904,22.5,28.06,19.14,30.3,22.46,20.09,19.58,37.87,13.22,18.51,21.68,46.58
1403,47187050701,3.11,7.71,24.31,64.87,2.83,7.48,21.55,68.15,4.2,6.96,20.64,68.2
1404,47021070104,17.46,39.61,24.18,18.75,15.58,38.95,26.9,18.56,18.66,41.44,24.07,15.83
1405,47021070202,22.39,36.18,26.61,14.81,18.01,42.13,25.39,14.48,19.7,34.11,28.78,17.41
1406,47181950300,26.75,36.59,29.13,7.54,23.66,36.28,30.53,9.53,23.24,42.06,25.25,9.45
1407,47113001000,26.5,48.69,20.12,4.69,24.94,50.29,20.13,4.65,24.58,58.95,14.56,1.91
1408,47113001603,6.06,27.82,28.37,37.74,5.82,23.93,33.55,36.7,7.05,19.4,37.97,35.58
1409,47113000700,18.69,44.63,23.09,13.59,15.82,47.96,19.83,16.39,11.92,50.39,18.78,18.91
1410,47157003800,13.42,22.93,29.87,33.78,16.93,32.29,33.85,16.93,25.8,32.37,29.17,12.66
1411,47157003900,25.07,36.32,26.69,11.92,19.9,30.61,27.6,21.89,14.43,32.97,30.62,21.98
1412,47037018905,9.87,25.65,19.16,45.33,8.11,22.37,21.2,48.31,14.23,21.88,14.74,49.14
1413,47037013601,19.06,37.46,28.62,14.87,17.11,33.74,27.78,21.38,12.49,34.4,31.48,21.63
1414,47037018301,13.56,16.7,29.46,40.28,9.52,15.14,25.71,49.62,4.51,16.66,26.83,52.0
1415,47037018302,2.29,18.28,28.31,51.12,2.02,15.28,28.81,53.89,3.51,14.05,26.51,55.93
1416,47037015631,10.63,24.43,35.75,29.19,11.13,25.57,32.8,30.5,10.93,20.81,37.52,30.74
1417,47075930500,26.35,41.89,25.56,6.19,20.14,51.7,18.61,9.55,18.82,49.95,21.9,9.33
1418,47157021311,2.28,15.02,20.7,62.0,3.43,10.88,16.43,69.26,4.31,8.0,16.21,71.49
1419,47157022122,9.22,32.3,40.95,17.53,9.18,33.21,41.84,15.77,9.59,30.28,42.33,17.8
1420,47157022600,22.9,30.02,33.42,13.66,19.02,33.15,31.67,16.16,12.24,41.49,32.63,13.64
1421,47157020101,19.74,41.41,24.57,14.28,24.11,35.93,26.99,12.98,20.67,39.06,25.98,14.29
1422,47157020102,10.78,33.35,36.59,19.28,8.56,33.11,35.75,22.57,7.9,34.02,35.62,22.47
1423,47075930100,19.9,39.45,31.21,9.44,24.86,43.41,22.14,9.6,23.01,46.28,19.93,10.79
1424,47075930200,24.28,44.1,24.8,6.81,16.52,53.63,23.5,6.35,9.99,49.5,27.0,13.5
1425,47075930400,15.82,45.29,24.24,14.65,16.68,43.74,26.3,13.28,17.83,47.26,26.14,8.78
