,TractCode,Less_HS_Proportion_2015,HS_Proportion_2015,Some_College_Proportion_2015,Bachelors_Proportion_2015,Less_HS_Proportion_2017,HS_Proportion_2017,Some_College_Proportion_2017,Bachelors_Proportion_2017,Less_HS_Proportion_2019,HS_Proportion_2019,Some_College_Proportion_2019,Bachelors_Proportion_2019
931,47009011501,18.45,44.96,18.76,17.83,15.76,38.49,24.87,20.89,15.16,40.36,21.23,23.25
932,47031971000,10.85,34.84,32.77,21.54,9.11,31.83,36.04,23.03,16.11,32.79,28.03,23.07
933,47103975601,17.02,37.28,27.12,18.58,15.54,36.16,30.84,17.47,15.44,31.57,36.76,16.23
934,47103975602,16.69,42.68,22.46,18.16,14.71,51.03,18.73,15.52,10.8,51.58,20.78,16.84
935,47031970100,13.2,50.42,26.32,10.06,9.33,52.61,27.14,10.92,10.57,51.4,28.29,9.74
936,47031970600,15.2,46.12,16.66,22.01,12.22,49.18,19.13,19.47,11.58,49.69,21.38,17.34
937,47031970700,21.79,41.48,24.33,12.4,16.18,42.62,29.03,12.17,19.88,44.9,22.05,13.17
938,47031970300,13.26,52.41,21.7,12.63,10.56,43.1,27.0,19.34,10.83,42.04,21.83,25.3
939,47031970200,20.6,40.26,24.59,14.55,17.0,38.11,31.01,13.89,19.51,37.09,25.2,18.21
940,47031970400,21.96,36.44,27.59,14.01,21.42,36.09,24.53,17.96,20.41,36.51,24.34,18.74
941,47031970900,23.33,46.83,24.19,5.66,17.27,41.69,33.62,7.42,18.05,44.07,30.85,7.03
942,47149040807,8.36,32.01,30.67,28.96,5.28,29.05,35.34,30.33,7.58,26.61,33.8,32.0
943,47051960202,16.74,42.26,30.64,10.36,12.54,42.05,34.17,11.23,10.72,46.5,31.16,11.63
944,47051960201,8.3,35.28,29.58,26.84,4.11,41.43,30.15,24.3,3.6,38.98,33.8,23.62
945,47189030305,4.8,28.07,33.95,33.17,5.96,25.59,34.9,33.54,6.54,25.34,32.79,35.33
946,47189030101,8.15,31.13,33.52,27.19,6.78,29.6,35.7,27.91,5.03,28.95,32.75,33.27
947,47189030303,3.51,20.68,38.08,37.72,3.98,22.72,39.74,33.56,3.06,24.42,41.97,30.54
948,47081950302,22.58,31.72,27.93,17.77,20.57,32.75,28.79,17.89,19.12,38.97,25.01,16.9
949,47081950301,21.4,41.4,23.12,14.09,18.96,44.89,20.98,15.17,15.11,49.45,25.16,10.28
950,47189030102,15.26,43.44,22.95,18.35,15.22,38.78,25.01,20.99,14.0,36.16,29.8,20.04
951,47189030307,8.04,27.1,24.96,39.9,8.84,22.45,30.9,37.8,7.28,20.33,32.64,39.74
952,47189030800,13.55,42.76,24.13,19.55,13.64,35.8,25.66,24.91,19.26,32.52,26.53,21.69
953,47149040104,13.93,38.37,28.46,19.25,16.23,30.97,35.33,17.47,14.76,34.16,34.53,16.55
954,47149040101,20.18,39.14,26.11,14.56,22.91,38.52,26.84,11.73,13.4,37.17,36.48,12.95
955,47149040103,19.21,38.34,22.93,19.52,18.2,28.23,33.7,19.87,11.63,29.0,38.42,20.95
956,47149040306,11.2,38.55,29.91,20.34,8.06,31.3,34.9,25.74,6.38,30.72,33.97,28.93
957,47149042300,7.26,33.29,35.5,23.95,5.83,35.56,33.02,25.59,9.78,41.76,25.84,22.61
958,47149041301,1.85,15.75,22.72,59.68,2.6,14.96,23.04,59.4,1.53,12.11,24.72,61.63
959,47149041101,5.33,22.78,26.62,45.26,5.14,20.3,23.88,50.68,5.14,20.77,28.84,45.25
960,47149040702,10.37,32.13,30.97,26.52,12.37,32.76,30.53,24.34,10.99,36.66,27.3,25.05
961,47149040810,13.44,37.41,24.92,24.22,11.46,34.74,27.28,26.51,8.86,38.1,23.6,29.44
962,47149040701,7.72,32.09,28.83,31.37,4.27,27.59,28.15,40.0,4.11,29.02,30.16,36.71
963,47149040905,7.36,16.36,43.27,33.01,5.66,19.46,35.51,39.37,5.83,20.41,30.03,43.74
964,47149040901,8.8,23.74,33.35,34.11,11.58,28.46,34.51,25.46,8.62,30.78,32.15,28.46
965,47157020521,14.4,36.66,35.46,13.48,14.97,38.06,37.18,9.78,17.62,38.98,38.66,4.73
966,47157008200,40.44,28.2,25.13,6.23,29.61,41.49,22.94,5.96,26.93,46.39,23.34,3.34
967,47157010220,21.48,39.42,26.09,13.01,18.51,41.19,26.29,14.01,21.9,34.88,24.48,18.74
968,47157020221,5.57,37.66,32.9,23.87,8.21,36.6,34.56,20.64,11.51,32.26,36.51,19.71
969,47157021353,2.5,6.35,19.95,71.2,1.48,8.52,15.82,74.18,1.0,7.36,17.38,74.26
970,47157021020,6.96,15.05,26.19,51.81,3.05,20.86,24.47,51.63,2.93,13.84,30.55,52.68
971,47157021200,35.72,41.67,19.26,3.35,37.0,39.2,20.93,2.87,21.79,47.12,29.05,2.03
972,47157021342,3.24,13.91,22.69,60.16,2.06,14.2,29.75,53.99,3.97,13.75,23.98,58.3
973,47157021710,13.09,35.45,40.41,11.05,12.14,40.18,33.14,14.55,13.97,40.26,31.48,14.29
974,47157021745,5.61,30.28,39.71,24.41,8.48,23.48,38.3,29.74,8.26,25.9,37.52,28.32
975,47157022210,23.0,42.65,25.16,9.19,16.79,41.23,31.59,10.39,12.08,40.24,33.97,13.71
976,47061955200,25.88,46.53,18.74,8.85,24.87,46.96,21.3,6.86,28.19,44.46,19.1,8.25
977,47061955300,31.49,36.43,20.17,11.91,31.32,31.06,24.59,13.03,23.69,33.63,24.23,18.44
978,47061955000,35.81,42.4,14.19,7.6,30.32,44.77,16.52,8.39,30.07,46.58,16.4,6.95
979,47061955100,12.25,48.82,20.6,18.33,11.63,48.72,20.18,19.47,17.74,43.68,18.84,19.75
980,47099960800,20.97,39.61,27.61,11.81,18.56,42.34,31.01,8.09,11.48,50.79,26.5,11.23
981,47099960900,14.58,47.54,24.17,13.71,18.66,49.2,19.27,12.87,21.5,46.54,20.56,11.4
982,47099960300,29.59,41.3,20.61,8.5,20.37,45.32,24.75,9.56,17.83,44.98,24.85,12.33
983,47099960200,25.54,42.62,23.06,8.78,20.12,50.67,21.52,7.68,13.36,54.69,24.72,7.23
984,47163043202,20.84,43.14,22.71,13.3,18.18,40.46,26.43,14.93,20.7,32.68,31.42,15.2
985,47099960700,17.85,44.2,23.54,14.4,17.17,43.28,28.59,10.96,18.54,40.51,27.03,13.91
986,47099960100,18.18,45.1,26.53,10.18,20.56,47.12,23.07,9.24,20.01,42.59,25.27,12.12
987,47099960600,20.23,47.88,23.16,8.74,20.63,45.45,24.46,9.45,23.68,42.92,20.76,12.63
988,47163043402,21.74,36.99,26.32,14.96,19.93,35.74,30.14,14.19,16.66,37.91,30.09,15.34
989,47163043401,15.19,30.89,29.96,23.96,16.01,35.98,30.36,17.65,10.79,38.15,31.14,19.92
990,47163043301,13.23,29.37,28.99,28.41,10.45,32.85,31.18,25.52,7.97,28.08,35.36,28.59
991,47163043500,10.29,32.59,31.19,25.92,9.51,28.01,30.37,32.1,11.92,25.05,26.91,36.12
992,47163040500,25.51,36.11,24.91,13.47,26.91,38.48,23.74,10.87,24.33,42.89,21.58,11.21
993,47147080200,16.16,38.41,30.43,15.0,13.71,39.18,31.29,15.81,12.37,43.37,28.1,16.17
994,47041920200,23.17,43.87,19.27,13.69,24.98,41.49,18.49,15.04,25.52,37.64,20.06,16.78
995,47041920300,20.22,42.22,24.79,12.77,17.62,40.95,28.36,13.06,15.51,43.93,24.38,16.18
996,47163040300,16.56,43.69,29.07,10.68,17.38,37.92,32.59,12.1,16.79,35.93,31.79,15.49
997,47163042500,18.11,31.4,33.51,16.99,14.38,29.89,33.82,21.91,11.89,31.26,37.18,19.67
998,47163042200,14.07,34.85,25.71,25.37,14.95,33.66,29.76,21.63,12.98,36.62,28.68,21.72
999,47163042701,21.84,35.35,23.0,19.81,20.59,39.36,24.09,15.96,19.35,38.44,24.31,17.91
1000,47163043100,26.77,40.19,19.35,13.69,18.79,42.37,22.51,16.33,16.03,39.31,24.49,20.17
1001,47163042702,13.7,31.54,22.27,32.49,11.74,28.09,29.6,30.57,10.8,29.03,24.25,35.93
1002,47163042000,13.6,46.07,29.28,11.05,15.27,47.34,26.87,10.52,16.46,46.17,28.18,9.19
1003,47163041200,6.49,32.84,30.21,30.46,10.49,32.24,27.19,30.08,8.16,28.71,29.02,34.12
1004,47163040700,10.66,25.58,27.52,36.24,9.94,30.64,24.35,35.07,9.51,29.19,27.1,34.2
1005,47163042802,23.07,34.78,27.68,14.48,22.47,44.97,18.43,14.13,19.19,42.8,23.18,14.83
1006,47163041400,15.41,45.12,26.51,12.97,10.58,47.01,25.4,17.01,8.91,45.28,26.77,19.04
1007,47163041700,19.19,44.2,27.02,9.58,21.46,41.61,29.13,7.79,20.01,44.69,28.05,7.25
1008,47163040800,25.19,40.48,23.18,11.15,19.71,40.7,23.96,15.63,16.01,40.82,26.42,16.75
1009,47163041900,14.93,41.82,31.29,11.97,17.08,40.9,31.96,10.07,16.62,40.93,29.77,12.69
1010,47163041000,4.86,26.64,30.3,38.21,3.67,33.48,23.63,39.22,4.49,28.16,28.22,39.13
1011,47163040600,19.58,42.4,22.26,15.76,19.53,37.96,30.28,12.24,15.32,39.51,31.78,13.39
1012,47133950500,11.76,46.36,23.25,18.63,11.28,50.12,23.11,15.49,11.67,49.75,22.1,16.48
1013,47163041100,5.42,34.85,32.27,27.45,9.48,36.12,28.28,26.11,9.44,35.37,26.56,28.63
1014,47163043600,5.99,27.46,33.15,33.39,6.09,29.81,35.7,28.41,8.34,28.08,32.48,31.1
1015,47163041300,7.14,39.24,27.76,25.86,6.76,42.13,24.61,26.5,10.4,39.59,25.76,24.25
1016,47133950400,22.63,50.28,15.56,11.53,18.89,49.93,19.91,11.27,14.71,48.91,24.28,12.11
1017,47133950100,20.03,52.94,19.71,7.31,20.11,48.76,20.42,10.71,22.08,45.95,17.81,14.16
1018,47133950600,28.77,39.21,22.34,9.68,27.56,38.94,23.36,10.14,24.84,46.35,18.45,10.36
1019,47133950200,25.31,43.01,24.61,7.07,23.16,44.17,23.54,9.13,23.65,46.38,19.98,9.99
1020,47077975500,21.87,46.96,20.65,10.52,20.14,49.87,19.92,10.07,17.27,52.05,22.0,8.68
1021,47037013400,2.42,8.51,21.49,67.58,1.66,5.73,22.03,70.58,2.94,9.59,15.67,71.8
1022,47037017000,5.6,15.23,26.05,53.13,4.76,14.39,17.49,63.36,4.2,11.07,17.95,66.78
1023,47173040100,27.51,45.47,19.52,7.5,24.91,49.74,20.35,5.0,22.82,49.01,21.2,6.97
1024,47173040201,26.6,43.79,21.34,8.26,24.61,43.4,22.69,9.3,22.13,43.57,24.17,10.12
1025,47173040300,17.43,47.07,18.73,16.78,17.51,45.44,20.61,16.44,17.68,47.49,19.43,15.4
1026,47173040202,26.99,41.78,23.53,7.71,21.74,45.96,23.36,8.94,25.73,39.41,24.05,10.8
1027,47187050906,0.69,7.99,22.61,68.7,0.97,10.01,21.59,67.44,1.5,13.94,16.8,67.75
1028,47127930100,12.57,43.33,28.9,15.21,12.53,40.27,27.63,19.57,14.09,36.78,23.97,25.16
1029,47001020600,4.69,24.4,28.78,42.13,5.67,27.33,29.34,37.66,4.97,30.33,27.38,37.32
1030,47037010302,20.49,34.43,33.98,11.1,14.15,30.46,32.47,22.92,8.48,27.04,33.4,31.09
1031,47037010601,18.59,34.87,23.6,22.94,15.19,37.41,22.01,25.4,15.91,39.69,23.42,20.98
1032,47037015624,4.6,25.4,35.82,34.19,6.21,25.64,34.08,34.08,3.85,23.44,27.66,45.05
1033,47037015625,7.39,26.77,27.24,38.61,8.67,27.02,27.37,36.94,4.2,28.64,32.5,34.66
1034,47073050800,19.25,52.03,23.23,5.48,14.54,51.3,28.59,5.56,15.43,53.13,26.18,5.25
1035,47073050200,25.05,46.46,16.05,12.44,18.19,47.65,21.29,12.86,17.47,47.13,19.51,15.88
1036,47073050301,16.15,42.99,22.36,18.5,15.68,41.33,23.33,19.66,17.41,41.31,26.23,15.05
1037,47077975000,19.51,41.51,23.98,15.0,22.65,34.42,29.05,13.88,17.39,38.05,26.19,18.38
1038,47077975300,19.04,34.18,30.85,15.93,16.63,38.25,26.87,18.26,12.65,42.92,26.08,18.35
1039,47077975400,22.69,45.35,26.58,5.38,23.57,43.12,28.37,4.94,24.94,42.79,27.76,4.51
1040,47077975100,17.38,42.05,29.62,10.95,17.5,44.43,28.13,9.95,21.72,44.21,26.93,7.14
1041,47077975200,20.91,36.17,27.33,15.58,16.84,34.16,26.27,22.72,14.41,35.01,26.91,23.67
1042,47189030401,10.64,37.83,29.42,22.1,11.24,37.8,28.01,22.95,6.88,39.99,25.53,27.6
1043,47189030204,12.33,24.16,31.4,32.11,13.43,21.8,35.61,29.16,9.68,24.35,28.63,37.33
1044,47189030203,6.02,25.36,38.09,30.53,5.64,26.8,32.03,35.53,5.14,18.69,25.98,50.2
1045,47189030402,38.81,33.19,16.22,11.78,26.1,46.37,14.91,12.61,24.46,37.92,19.68,17.94
1046,47189030904,10.98,39.91,25.71,23.4,9.73,36.83,31.1,22.34,9.51,28.21,34.69,27.59
1047,47189030903,5.69,24.68,32.96,36.68,5.96,26.01,30.01,38.01,4.2,25.71,30.46,39.63
1048,47037014400,14.55,32.09,19.65,33.71,17.12,19.5,27.59,35.79,13.09,15.37,27.43,44.12
1049,47111970200,20.57,40.7,25.41,13.31,17.78,42.92,25.1,14.2,14.13,43.34,27.5,15.03
1050,47111970400,21.92,49.23,18.84,10.01,17.64,49.27,20.32,12.77,15.84,47.96,22.44,13.76
1051,47111970100,33.05,43.62,16.68,6.65,28.87,45.59,18.44,7.1,26.0,42.52,24.16,7.32
1052,47111970300,27.59,43.93,20.03,8.44,20.51,50.92,22.18,6.39,22.03,48.1,22.97,6.89
1053,47011011401,8.62,25.48,36.71,29.19,9.24,23.48,37.73,29.56,6.59,26.76,35.42,31.24
1054,47011011602,22.97,38.89,27.03,11.11,22.27,35.15,26.84,15.74,17.31,36.51,28.75,17.43
1055,47011011402,18.3,27.31,31.9,22.48,21.81,23.67,35.27,19.26,17.65,26.97,37.94,17.43
1056,47011011601,21.94,38.07,28.18,11.8,17.81,40.99,24.17,17.03,15.7,43.75,21.99,18.57
1057,47175925200,23.16,49.58,14.18,13.08,21.13,48.85,19.55,10.47,25.84,47.85,18.22,8.09
1058,47175925000,16.79,50.76,20.42,12.03,17.02,47.04,26.74,9.2,16.33,53.6,22.65,7.43
1059,47093003300,3.35,15.63,31.45,49.57,1.68,16.84,30.26,51.22,3.94,17.23,28.26,50.57
1060,47093002100,24.37,39.18,22.4,14.05,12.83,42.15,29.18,15.85,6.44,44.9,29.01,19.65
1061,47093002600,24.41,33.9,27.91,13.78,14.78,33.81,35.52,15.88,17.42,28.52,34.62,19.45
1062,47093004100,7.61,32.56,39.11,20.71,11.49,34.84,32.94,20.74,10.0,32.77,34.5,22.74
1063,47093004800,9.97,28.03,34.66,27.34,14.5,32.48,28.05,24.97,13.6,29.08,32.87,24.45
1064,47093006202,4.4,34.1,35.25,26.25,3.73,28.79,41.36,26.13,3.95,25.69,39.13,31.23
1065,47037019004,31.86,38.01,19.72,10.41,29.83,32.5,21.52,16.15,24.87,36.28,19.68,19.17
1066,47037015404,12.9,37.27,27.35,22.48,15.41,39.9,25.31,19.37,11.41,35.49,31.33,21.77
1067,47037018801,2.32,20.67,18.75,58.26,1.12,15.18,17.63,66.07,1.48,15.47,17.36,65.69
1068,47037011001,27.63,38.2,21.89,12.28,27.45,29.98,30.86,11.71,27.99,35.27,25.88,10.86
1069,47037017200,27.18,23.36,22.57,26.89,24.56,21.94,15.63,37.86,17.3,15.2,18.5,49.0
1070,47037015700,18.04,38.98,25.02,17.95,17.04,43.29,21.69,17.99,15.34,33.33,28.63,22.7
1071,47037018202,4.93,12.63,24.09,58.35,3.59,11.15,30.44,54.81,2.15,10.65,29.7,57.5
1072,47037015900,18.11,38.34,27.77,15.78,23.72,35.28,27.0,14.0,23.18,29.02,33.09,14.7
1073,47037012702,13.99,24.21,37.72,24.09,10.09,32.95,31.09,25.88,5.72,38.99,28.34,26.95
1074,47037019114,3.76,16.42,20.85,58.98,3.18,14.7,23.18,58.95,2.9,15.33,27.84,53.94
1075,47037010401,32.78,25.5,25.5,16.23,26.56,24.31,31.05,18.07,22.57,29.72,26.48,21.23
1076,47143975300,27.03,44.17,17.97,10.84,28.77,40.11,21.14,9.98,21.44,37.98,26.98,13.61
1077,47037017800,2.35,4.39,20.92,72.34,2.69,5.08,20.69,71.54,3.86,6.1,18.96,71.07
1078,47037019109,24.36,33.6,22.87,19.18,28.74,30.39,21.92,18.95,26.08,30.29,25.27,18.36
1079,47037017500,26.06,36.18,23.26,14.5,31.14,30.02,17.04,21.8,23.88,26.48,20.3,29.34
1080,47037015613,25.3,35.87,24.35,14.48,18.88,40.4,26.82,13.9,15.47,43.21,29.61,11.71
1081,47143975200,23.71,41.0,25.68,9.61,18.39,39.0,28.07,14.53,13.18,41.13,26.98,18.71
1082,47143975000,18.33,35.25,29.03,17.39,18.8,38.52,23.1,19.58,14.94,34.3,25.65,25.11
1083,47143975100,22.68,37.73,24.87,14.72,22.02,37.07,26.06,14.85,19.61,38.77,25.95,15.67
1084,47093003801,16.75,7.43,29.11,46.71,14.48,12.01,26.63,46.88,9.46,17.38,32.27,40.89
1085,47011010800,23.0,46.57,23.73,6.7,24.46,43.75,24.76,7.03,21.7,40.79,30.68,6.83
1086,47011010400,24.6,29.6,36.03,9.77,28.24,35.7,24.34,11.72,30.74,29.59,26.74,12.93
1087,47037010301,14.52,35.15,26.44,23.89,9.73,33.27,34.5,22.5,6.89,32.94,30.7,29.47
1088,47037010402,24.03,45.88,24.8,5.29,21.51,48.86,22.27,7.36,19.02,40.18,29.43,11.37
1089,47037010802,13.98,28.41,25.78,31.84,14.64,28.69,25.06,31.61,13.79,30.75,26.63,28.83
1090,47037010904,25.9,32.23,21.39,20.48,20.43,34.82,25.65,19.11,13.04,38.7,29.81,18.44
1091,47037011002,20.05,22.66,29.84,27.45,12.59,31.21,27.68,28.53,8.84,28.06,34.37,28.74
1092,47037011100,18.07,29.94,24.05,27.94,11.72,28.34,27.85,32.09,6.49,21.94,24.59,46.98
1093,47037015614,15.9,27.83,22.83,33.44,16.86,24.01,26.27,32.86,11.47,28.65,28.06,31.82
1094,47037017300,28.7,32.16,21.73,17.41,19.42,35.76,19.6,25.22,18.26,31.38,17.79,32.57
1095,47189030308,3.42,25.35,29.71,41.52,4.26,24.72,31.78,39.23,5.07,18.7,29.49,46.75
1096,47037015622,7.64,27.88,25.03,39.45,6.9,24.69,26.85,41.55,9.33,21.16,28.04,41.47
1097,47037019006,25.53,33.92,28.83,11.71,26.51,30.62,30.36,12.51,31.72,23.08,28.44,16.76
1098,47037019117,4.99,18.61,26.92,49.47,6.85,18.22,29.07,45.87,13.49,18.71,28.33,39.47
1099,47037018803,0.8,5.95,23.61,69.65,1.25,5.25,17.43,76.07,0.9,7.54,13.36,78.2
1100,47031970500,9.71,37.38,29.04,23.88,8.66,33.31,32.42,25.61,8.43,36.28,28.18,27.11
1101,47157020622,10.93,27.82,30.2,31.04,11.08,30.44,32.2,26.27,9.22,30.36,32.33,28.08
1102,47157020632,7.16,24.27,34.79,33.79,4.84,23.39,36.96,34.8,6.55,23.38,37.84,32.24
1103,47157020651,10.62,34.81,30.2,24.37,11.89,35.7,31.45,20.96,10.4,38.49,29.22,21.89
1104,47019071200,18.53,47.82,23.32,10.33,18.19,44.38,24.94,12.49,22.6,42.83,22.35,12.22
1105,47019071400,21.34,45.14,19.23,14.29,21.1,46.62,19.41,12.86,17.23,37.17,26.14,19.46
1106,47019071700,25.84,40.88,22.56,10.73,24.77,41.13,20.48,13.62,22.66,41.07,18.55,17.72
1107,47019070600,20.19,46.28,18.29,15.23,24.37,40.73,20.79,14.11,20.24,34.95,25.14,19.67
1108,47155081101,14.22,31.24,29.65,24.89,13.11,39.32,29.91,17.67,13.16,33.7,30.61,22.52
1109,47155081102,20.86,28.9,33.92,16.33,19.98,23.33,33.74,22.95,15.31,26.39,32.58,25.72
1110,47157022322,13.84,38.11,34.89,13.16,11.95,34.25,36.74,17.05,11.66,31.5,40.9,15.94
1111,47037017702,0.74,10.53,15.75,72.99,1.59,9.99,11.54,76.89,0.78,6.99,14.95,77.28
1112,47037017701,3.16,4.94,13.51,78.4,3.25,5.04,12.62,79.09,3.04,5.9,12.6,78.45
1113,47037018804,5.03,11.42,28.65,54.89,7.4,12.13,29.12,51.35,0.7,11.39,18.58,69.33
1114,47037019118,8.52,24.52,25.38,41.59,10.47,28.02,25.6,35.9,12.23,21.72,31.28,34.77
1115,47017962201,25.35,44.75,16.41,13.48,21.25,44.77,21.3,12.67,17.05,44.14,24.33,14.49
1116,47017962202,16.14,28.6,27.22,28.05,16.27,29.16,26.46,28.12,12.6,33.33,19.79,34.27
1117,47017980100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,47099960402,13.34,40.92,31.35,14.39,13.55,45.1,26.36,14.99,8.7,47.66,26.32,17.32
1119,47099960502,13.81,49.96,21.53,14.69,18.79,41.36,23.77,16.08,18.24,34.7,28.79,18.27
1120,47099960501,30.47,34.29,26.52,8.73,24.9,39.1,27.04,8.95,19.85,46.27,21.97,11.91
1121,47099960401,20.27,37.4,22.42,19.9,18.25,37.42,23.06,21.28,14.24,41.95,22.72,21.09
1122,47003950402,24.34,45.34,17.28,13.04,23.47,37.11,19.7,19.72,26.15,39.41,17.22,17.22
1123,47003950401,24.41,33.93,30.02,11.63,17.31,40.4,28.74,13.55,14.84,42.4,27.65,15.11
1124,47125102004,3.49,23.03,42.03,31.45,8.03,22.19,43.19,26.59,9.23,22.24,39.81,28.72
1125,47125101803,4.95,20.24,24.64,50.17,5.31,19.04,22.65,53.0,5.03,24.03,22.74,48.2
1126,47157020652,2.27,36.07,35.65,26.01,4.24,33.69,38.94,23.13,8.87,31.4,35.99,23.75
1127,47157021111,14.44,28.15,34.28,23.12,15.38,25.99,38.13,20.5,13.04,30.54,36.64,19.79
1128,47157021112,18.68,41.03,27.55,12.74,17.6,40.19,26.4,15.8,22.77,38.98,25.32,12.92
1129,47157021113,9.86,28.65,31.23,30.27,8.7,28.79,35.27,27.24,9.14,21.08,40.9,28.88
1130,47065012000,0.37,5.09,16.03,78.5,0.8,5.61,16.62,76.97,0.73,4.03,17.67,77.57
1131,47157022330,20.43,44.88,28.47,6.21,15.18,39.2,35.76,9.86,12.55,34.48,37.8,15.17
1132,47157006300,4.85,29.15,23.09,42.91,3.81,29.88,23.18,43.12,11.16,20.75,21.76,46.33
1133,47157021122,9.31,27.68,35.55,27.46,10.83,35.89,28.89,24.39,7.19,34.69,30.96,27.15
1134,47157005000,36.55,40.82,19.3,3.32,32.09,41.67,23.94,2.3,30.0,44.71,19.61,5.69
1135,47157021136,2.81,14.07,34.81,48.31,6.31,14.05,29.28,50.36,7.0,14.85,23.04,55.11
1136,47157021137,2.27,19.59,32.66,45.49,1.71,21.47,31.88,44.94,2.79,22.99,30.97,43.25
1137,47157021530,3.0,10.89,21.87,64.25,2.98,11.15,22.42,63.45,1.68,10.73,21.21,66.39
1138,47157021611,4.22,19.48,33.39,42.9,4.0,20.13,30.04,45.83,8.78,18.17,29.9,43.15
1139,47177930100,22.42,42.52,17.51,17.55,18.99,43.47,22.18,15.35,13.75,46.69,27.86,11.7
1140,47177930300,13.14,50.69,26.73,9.44,11.9,51.68,25.28,11.14,13.4,55.76,18.07,12.77
1141,47177930500,28.89,44.37,19.55,7.19,28.36,42.05,22.3,7.29,29.49,44.28,18.67,7.56
1142,47177930800,16.68,40.07,22.71,20.54,17.41,46.72,21.84,14.04,17.98,43.71,21.16,17.15
1143,47177930200,22.44,45.65,23.25,8.66,21.58,40.33,27.01,11.09,21.1,44.68,24.27,9.95
1144,47177930400,28.79,40.08,18.72,12.41,24.51,38.48,22.64,14.37,23.84,35.02,22.08,19.07
1145,47177930900,34.19,40.79,14.09,10.94,24.25,51.13,14.57,10.05,19.44,54.01,19.21,7.34
1146,47177930700,12.94,37.13,31.54,18.39,13.03,38.89,22.37,25.71,16.98,36.4,22.52,24.1
1147,47177930600,20.54,44.2,20.1,15.16,22.99,41.76,16.77,18.48,23.86,42.96,16.94,16.24
1148,47155080700,18.24,36.15,29.72,15.89,16.73,36.44,31.68,15.15,19.72,35.73,28.83,15.72
1149,47079969600,12.14,44.62,21.53,21.71,11.44,44.95,21.03,22.58,12.5,43.4,21.41,22.69
1150,47131965400,21.5,42.57,21.54,14.39,21.93,41.67,24.32,12.08,20.26,44.03,23.86,11.85
1151,47157004300,1.92,6.42,15.58,76.08,5.27,7.62,17.05,70.06,4.59,7.69,17.51,70.22
1152,47131965800,17.38,36.09,24.98,21.55,16.25,33.84,23.45,26.47,14.24,37.79,15.1,32.87
1153,47131965300,22.61,42.0,21.05,14.34,15.92,42.75,26.09,15.25,16.52,46.51,21.31,15.65
1154,47131965700,13.23,37.9,21.38,27.49,15.38,38.74,25.01,20.87,12.92,41.4,27.02,18.67
1155,47131965600,19.06,33.67,30.89,16.37,17.18,37.04,30.97,14.81,19.78,37.39,29.75,13.09
1156,47131965200,14.84,42.82,25.08,17.26,16.15,52.7,16.64,14.51,17.28,55.27,15.25,12.2
1157,47131965900,16.37,49.45,24.23,9.96,13.26,54.46,22.07,10.22,13.27,63.05,16.12,7.57
1158,47131965000,13.8,42.99,27.09,16.12,14.77,43.82,24.72,16.69,14.67,41.69,25.89,17.75
1159,47131965100,15.7,47.73,24.07,12.5,15.46,41.86,29.54,13.14,13.21,43.77,31.31,11.7
1160,47131965500,24.7,43.48,22.07,9.76,21.05,44.2,24.22,10.53,19.7,51.27,16.72,12.31
1161,47019070200,7.39,31.92,35.4,25.3,9.56,32.26,33.36,24.83,11.07,35.77,29.57,23.59
1162,47065011700,11.21,26.85,36.35,25.58,12.39,26.07,38.52,23.02,12.82,25.97,38.94,22.27
1163,47157009901,37.14,36.19,20.72,5.96,33.54,34.94,23.65,7.87,17.53,46.73,26.49,9.24
1164,47157020644,10.17,26.27,32.01,31.56,7.83,28.51,35.31,28.35,8.97,27.79,30.98,32.26
1165,47157020643,3.98,27.34,30.31,38.36,3.84,26.91,33.96,35.29,3.43,26.65,31.93,37.98
1166,47157021334,4.92,32.1,31.37,31.6,4.42,28.99,31.36,35.23,4.97,28.18,32.4,34.45
1167,47157021333,2.94,25.86,32.4,38.8,2.98,23.74,29.97,43.31,2.92,14.36,31.64,51.08
1168,47157021139,4.22,16.46,23.07,56.26,3.71,15.45,28.44,52.41,2.61,15.24,31.06,51.09
1169,47157022500,21.31,28.24,32.08,18.37,21.75,28.16,34.77,15.32,13.91,32.6,36.03,17.46
1170,47157020531,19.85,26.47,44.39,9.29,15.16,24.05,48.23,12.56,15.86,33.17,36.77,14.2
1171,47157020532,11.93,35.7,35.38,16.99,11.93,30.41,38.33,19.32,14.75,26.4,37.39,21.46
1172,47157020832,7.54,19.05,28.11,45.3,8.02,18.14,29.19,44.65,3.78,15.45,27.58,53.2
1173,47157021142,0.61,19.04,33.91,46.44,1.82,14.67,48.2,35.31,2.38,18.56,39.71,39.35
1174,47157011700,30.99,29.72,26.1,13.2,24.63,33.65,31.95,9.77,23.67,38.04,28.5,9.78
1175,47119010202,3.92,23.66,40.37,32.05,1.82,26.05,38.03,34.1,5.61,23.49,31.0,39.9
1176,47119010301,8.77,31.0,33.83,26.4,6.26,31.87,35.14,26.73,6.59,35.18,36.44,21.79
1177,47119011101,6.83,27.25,27.34,38.59,5.46,28.17,27.84,38.53,3.01,26.29,27.01,43.69
1178,47119011001,12.96,51.21,20.8,15.03,11.78,44.36,25.4,18.46,13.47,37.69,29.47,19.36
