,TractCode,MaxAdDown
174,47035970302,18.375
175,47035970400,850.875796178344
176,47035970501,855.4890510948906
177,47035970502,943.0327868852459
178,47035970601,714.4933333333333
179,47035970602,737.4723404255319
180,47035970603,236.8235294117647
181,47035970701,916.5775862068965
182,47035970702,156.38245614035088
183,47035970800,67.33333333333333
184,47037010103,907.7567567567568
185,47037010104,962.3333333333334
186,47037010105,992.6666666666666
187,47037010106,894.5
188,47037010201,976.188679245283
189,47037010202,912.5294117647059
190,47037010301,902.0243902439024
191,47037010302,850.4489795918367
192,47037010303,795.569
193,47037010401,814.0357192982456
194,47037010402,963.8125
195,47037010501,949.2049548387098
196,47037010502,968.5
197,47037010601,992.1395348837209
198,47037010602,920.2321481481481
199,47037010701,979.66
200,47037010702,848.7321481481481
201,47037010801,993.7708333333334
202,47037010802,992.75
203,47037010901,999.6388888888889
204,47037010903,933.6206896551724
205,47037010904,940.21875
206,47037011001,960.5427924528301
207,47037011002,949.1315789473684
208,47037011100,951.5245901639345
209,47037011200,999.8030303030303
210,47037011300,974.9753086419753
211,47037011400,973.3733333333333
212,47037011500,987.4868421052631
213,47037011600,997.1833333333333
214,47037011700,973.4140127388536
215,47037011800,997.5444444444445
216,47037011900,952.9765625
217,47037012100,988.7126436781609
218,47037012200,991.1363636363636
219,47037012600,997.2631578947369
220,47037012701,954.75
221,47037012702,957.643111111111
222,47037012801,957.0394736842105
223,47037012802,832.375
224,47037013000,185.5
225,47037013100,926.5555555555555
226,47037013201,998.7317073170732
227,47037013202,999.7291666666666
228,47037013300,948.0621761658031
229,47037013400,982.7575757575758
230,47037013500,986.7564102564103
231,47037013601,946.9782574257424
232,47037013602,932.8098823529411
233,47037013700,941.762987012987
234,47037013800,977.7123478260869
235,47037013900,983.9328253968254
236,47037014200,755.2643
237,47037014300,988.5568181818181
238,47037014400,664.0891089108911
239,47037014800,862.1253333333333
240,47037015100,831.0559999999998
241,47037015200,971.1176470588235
242,47037015300,939.917808219178
243,47037015401,966.7348484848485
244,47037015402,999.1136363636364
245,47037015404,926.3448275862069
246,47037015405,964.5428571428571
247,47037015501,959.1666666666666
248,47037015502,934.8793103448276
249,47037015609,890.3421052631579
250,47037015610,970.4
251,47037015612,941.75
252,47037015613,758.2727272727273
253,47037015614,997.2142857142857
254,47037015615,927.2758620689655
255,47037015617,995.32
256,47037015618,979.8163265306123
257,47037015619,1000.0
258,47037015620,972.5277777777778
259,47037015622,994.28
260,47037015623,871.8717948717949
261,47037015624,989.8888888888889
262,47037015625,992.2962962962963
263,47037015626,925.3461538461538
264,47037015627,891.5
265,47037015628,645.6363636363636
266,47037015629,515.2
267,47037015630,683.9
268,47037015631,981.7
269,47037015700,899.7
270,47037015802,890.6304347826087
271,47037015803,824.7946666666667
272,47037015804,993.1904761904761
273,47037015900,435.17425806451615
274,47037016000,807.0506329113924
275,47037016100,834.2089333333332
276,47037016200,871.0136344086021
277,47037016300,942.8695652173913
278,47037016400,918.3269230769231
279,47037016500,494.90909090909093
280,47037016600,805.2063492063492
281,47037016700,976.7058823529412
282,47037016800,974.7446808510638
283,47037016900,999.688
284,47037017000,988.2277227722773
285,47037017100,846.16
286,47037017200,846.1659325842696
287,47037017300,926.448275862069
288,47037017401,999.4347826086956
289,47037017402,998.8936170212766
290,47037017500,883.4526315789474
291,47037017701,1000.0
292,47037017702,998.5227272727273
293,47037017800,984.3623188405797
294,47037017901,926.4154929577464
295,47037017902,951.7441860465116
296,47037018000,944.3561643835617
297,47037018101,839.9743333333332
298,47037018102,977.8103448275862
299,47037018201,999.2777777777778
300,47037018202,996.2857142857143
301,47037018203,963.0833333333334
302,47037018301,892.1923076923077
303,47037018302,667.8555555555556
304,47037018401,995.9142857142857
305,47037018404,896.7333333333333
306,47037018405,967.5
307,47037018407,989.7083333333334
308,47037018408,991.3333333333334
309,47037018409,974.1166666666667
310,47037018410,991.875
311,47037018500,971.6470588235294
312,47037018601,993.8421052631579
313,47037018602,995.8947368421053
314,47037018700,875.7302162162161
315,47037018801,962.9090909090909
316,47037018803,957.2068965517242
317,47037018804,992.3793103448276
318,47037018901,959.4137931034483
319,47037018902,998.4242424242424
320,47037018904,963.1724137931035
321,47037018905,934.0666666666667
322,47037019003,917.0
323,47037019004,999.1875
324,47037019005,1000.0
325,47037019006,1000.0
326,47037019105,990.25
327,47037019106,988.2380952380952
328,47037019108,995.3571428571429
329,47037019109,958.3703703703703
330,47037019110,994.3666666666667
331,47037019111,921.12
332,47037019112,957.0
333,47037019114,904.4273504273505
334,47037019115,997.1111111111111
335,47037019116,949.8947368421053
336,47037019117,794.4827586206897
337,47037019118,995.125
338,47037019200,969.1771653543307
339,47037019300,495.0
340,47037019400,819.1279631336406
341,47037019500,521.2554945054945
342,47037019600,570.4122439024391
343,47037980100,404.325
344,47037980200,165.55763636363636
345,47039955001,62.88135593220339
346,47039955002,764.4678663239074
347,47039955101,636.3584905660377
348,47039955102,21.231441048034934
349,47041920101,577.8878504672897
350,47041920102,253.41968911917098
351,47041920200,855.6780303030303
352,47041920300,436.1703296703297
353,47043060100,91.52577215189874
354,47043060200,422.9140625
355,47043060300,751.813658031088
356,47043060401,749.6260162601626
357,47043060402,495.74237837837836
358,47043060501,831.3121827411168
359,47043060502,879.0746268656717
360,47043060601,788.9108311688311
361,47043060602,718.0582624434388
362,47043060700,637.2723835616438
363,47045964000,677.6851385390428
364,47045964200,750.8341232227489
365,47045964300,577.1630901287554
366,47045964400,677.312030075188
367,47045964500,406.248
368,47045964600,320.8348623853211
369,47045964800,288.8501742160279
370,47045964900,547.4581005586592
371,47047060300,712.9623655913979
372,47047060401,890.5961538461538
373,47047060402,921.2109714285714
374,47047060403,831.0504587155963
375,47047060404,891.7319587628866
376,47047060501,846.7272293577981
377,47047060502,613.1153846153846
378,47047060600,664.1840330578513
379,47047060701,791.6216216216217
380,47047060702,816.991452991453
381,47047060800,284.665
382,47049965000,805.0618556701031
383,47049965100,929.353591160221
384,47049965200,896.4857142857143
385,47049965300,771.4404761904761
386,47051960100,235.2258883248731
387,47051960201,674.5944881889764
388,47051960202,466.2201257861635
389,47051960300,271.73333333333335
390,47051960400,655.5704057279236
391,47051960500,675.4873096446701
392,47051960600,383.5734597156398
393,47051960700,710.7016432432432
394,47051960800,66.05106382978724
395,47053966100,691.0444444444445
396,47053966200,841.1990950226244
397,47053966300,110.69753086419753
398,47053966400,705.0273233082706
399,47053966500,896.8746212765957
400,47053966600,550.175052631579
401,47053966700,127.82843137254902
402,47053966800,953.922480620155
403,47053966900,828.2151162790698
404,47053967000,896.7598961038962
405,47053967100,917.3455268817204
406,47053967300,1000.0
407,47053967400,322.2373333333333
408,47053980100,889.7837837837837
409,47055920100,33.90509644670051
410,47055920200,473.71478873239437
411,47055920300,327.25853658536585
412,47055920400,715.8134615384615
413,47055920500,617.7800829875519
414,47055920600,21.896296296296295
415,47055920700,137.77443609022558
416,47055920800,271.3256484149856
417,47057500100,16.280701754385966
418,47057500200,369.54232804232805
419,47057500300,665.7890173410404
420,47057500401,865.1342281879195
421,47057500402,916.6359832635983
422,47059090100,132.60374149659864
423,47059090200,130.86666666666667
424,47059090300,138.92937853107344
425,47059090400,144.37579617834396
426,47059090500,142.13877551020408
427,47059090600,140.84
428,47059090700,135.94573643410854
429,47059090800,145.25581395348837
430,47059090900,136.82741116751268
431,47059091000,141.31095406360424
432,47059091100,117.04968944099379
433,47059091200,129.51388888888889
434,47059091300,129.16375545851528
435,47059091400,120.40625
436,47059091500,118.059375
437,47061955000,810.8571428571429
438,47061955100,934.5923913043479
439,47061955200,851.7016806722689
440,47061955300,798.4840425531914
441,47063100100,999.6
442,47063100200,1000.0
443,47063100300,1000.0
444,47063100400,1000.0
445,47063100500,1000.0
446,47063100600,1000.0
447,47063100700,1000.0
448,47063100800,1000.0
449,47063100900,1000.0
450,47063101000,1000.0
451,47063101100,1000.0
452,47063101200,1000.0
453,47065000400,990.6342592592592
454,47065000600,999.7319587628866
455,47065000700,999.4090909090909
456,47065000800,1000.0
457,47065001100,981.697247706422
458,47065001200,999.4507042253521
459,47065001300,979.6938775510204
460,47065001400,980.4901960784314
461,47065001600,811.2142857142857
462,47065001800,978.9428108108108
463,47065001900,971.4301675977654
464,47065002000,959.5564516129032
465,47065002300,980.1435643564356
466,47065002400,994.2158171428571
467,47065002500,986.243409395973
468,47065002600,978.1824817518249
469,47065002800,999.4285714285714
470,47065002900,980.1020408163265
471,47065003000,967.4317419354838
472,47065003100,982.9327731092437
473,47065003200,999.8088235294117
474,47065003300,999.7886178861788
475,47065003400,972.3857142857142
476,47065010101,964.7705882352941
477,47065010103,902.9047619047619
478,47065010104,679.6218487394958
479,47065010201,998.1944444444445
480,47065010202,958.8991596638656
481,47065010303,998.8181818181819
482,47065010304,998.9540229885057
483,47065010305,977.5217391304348
484,47065010306,970.9662162162163
485,47065010307,961.9358974358975
486,47065010411,970.0522388059702
487,47065010412,999.0714285714286
488,47065010413,978.875
489,47065010431,976.8863636363636
490,47065010432,974.9
491,47065010433,928.8521126760563
492,47065010434,979.3529411764706
493,47065010435,962.5584415584416
494,47065010501,978.7935510204081
495,47065010502,999.3953488372093
496,47065010600,981.2
497,47065010700,964.0940714285714
498,47065010800,985.986301369863
499,47065010901,914.5269787234042
500,47065010902,998.9736842105264
501,47065010903,998.5227272727273
502,47065011001,774.9333333333333
503,47065011002,964.1714285714286
504,47065011100,977.820895522388
505,47065011201,945.5632911392405
506,47065011203,916.5
507,47065011204,932.7619047619048
508,47065011311,938.9043478260869
509,47065011314,1000.0
510,47065011321,998.8444444444444
511,47065011323,999.7045454545455
512,47065011324,999.7291666666666
513,47065011325,994.6190476190476
514,47065011326,1000.0
515,47065011402,989.5955056179776
516,47065011411,984.9206349206349
517,47065011413,949.3291139240506
518,47065011442,967.2413793103449
519,47065011443,964.0277777777778
520,47065011444,964.2105263157895
521,47065011445,913.9506172839506
522,47065011446,980.2549019607843
523,47065011447,985.1917808219179
524,47065011600,990.5294414414415
525,47065011700,969.678303030303
526,47065011800,999.8452380952381
527,47065011900,998.8529411764706
528,47065012000,977.1264367816092
529,47065012100,965.1764888888888
530,47065012200,979.1831752577319
531,47065012300,988.64
532,47065012400,982.3185840707964
533,47065980100,668.5555555555555
534,47065980200,925.9230769230769
535,47067960500,833.6575342465753
536,47067960600,721.7057419354837
537,47069950100,72.15736666666666
538,47069950200,500.38671875
539,47069950300,119.24025974025975
540,47069950400,79.86976061776062
541,47069950500,593.9598427947599
542,47069950600,362.3076923076923
543,47071920100,462.43582887700535
544,47071920200,567.2111590909091
545,47071920300,940.29375
546,47071920400,936.6036363636364
547,47071920500,811.4456851851851
548,47071920600,24.088
549,47073050100,720.0274725274726
550,47073050200,805.4978909090909
551,47073050301,946.6359447004609
552,47073050302,873.6950476190477
553,47073050400,93.56754404145077
554,47073050501,653.7088607594936
555,47073050502,802.6387096774193
556,47073050503,940.0
557,47073050601,931.0384615384615
558,47073050602,940.408695652174
559,47073050700,96.0
560,47073050800,654.6590909090909
561,47073050900,122.82578861788618
562,47075930100,76.793
563,47075930200,20.47196261682243
564,47075930301,784.4626865671642
565,47075930302,948.1481481481482
566,47075930400,827.833497716895
567,47075930500,413.3565891472868
568,47077975000,570.0392156862745
569,47077975100,482.1088082901554
570,47077975200,480.25321888412014
571,47077975300,911.7736486486486
572,47077975400,905.231939163498
573,47077975500,52.407446428571426
574,47079969000,913.1088019559902
575,47079969100,996.3468634686346
576,47079969200,919.2513661202186
577,47079969300,918.9817351598174
578,47079969400,940.5
579,47079969500,940.2752293577981
580,47079969600,854.7604999999999
581,47079969700,11.080363636363636
582,47079969800,443.712
583,47081950100,439.4693267326732
584,47081950200,621.3595098039216
585,47081950301,565.5728709677419
586,47081950302,705.888
587,47081950400,16.478571428571428
588,47081950500,11.954545454545455
589,47083120100,21.059288537549406
590,47083120200,20.13684210526316
591,47083120300,29.997076023391813
592,47085130100,18.62061818181818
593,47085130200,184.95294117647057
594,47085130300,691.627216
595,47085130400,21.509090909090908
596,47085130500,48.739837398373986
597,47087960100,337.3404255319149
598,47087960200,320.0104166666667
599,47087960300,671.0905511811023
600,47087960400,426.625
601,47089070100,664.7770491803278
602,47089070200,432.01506024096386
603,47089070300,928.2635379061372
604,47089070400,509.23880597014926
605,47089070500,532.4451631205674
606,47089070600,871.7885344129555
607,47089070700,629.439446366782
608,47089070800,461.9862149837133
609,47089070900,107.15548780487805
610,47091956000,922.3515625
611,47091956100,920.4368421052632
612,47091956200,519.3191489361702
613,47091956300,919.184436578171
614,47091956400,879.7302325581395
615,47093000100,423.0869565217391
616,47093000800,770.9176470588235
617,47093000901,304.7
618,47093000902,184.91836734693877
619,47093001400,954.7868852459017
620,47093001500,961.5851692307691
621,47093001600,968.3174603174604
622,47093001700,904.8478260869565
623,47093001800,970.1320754716982
624,47093001900,834.561403508772
625,47093002000,985.8932038834952
626,47093002100,693.2380952380952
627,47093002200,921.8961038961039
628,47093002300,924.4074074074074
629,47093002400,832.0314960629921
630,47093002600,725.038961038961
631,47093002700,819.6582736842105
632,47093002800,898.5200909090909
633,47093002900,972.0533333333333
634,47093003000,936.5416666666666
635,47093003100,912.8444444444444
636,47093003200,817.7567567567568
637,47093003300,919.7906976744187
638,47093003400,935.1923076923077
639,47093003500,681.2932330827068
640,47093003700,785.3648648648649
641,47093003801,803.2096774193549
642,47093003802,764.8478260869565
643,47093003901,976.7272727272727
644,47093003902,978.3913043478261
645,47093004000,1000.0
646,47093004100,999.5737704918033
647,47093004200,986.169014084507
648,47093004300,682.2
649,47093004401,971.1460674157304
650,47093004403,967.5483870967741
651,47093004404,789.3709677419355
652,47093004500,998.2156862745098
653,47093004606,964.9661016949152
654,47093004607,944.0416666666666
655,47093004608,861.5
656,47093004609,838.7258064516129
657,47093004610,760.6551724137931
658,47093004611,867.5357142857143
659,47093004612,997.5625
660,47093004613,926.547619047619
661,47093004614,964.25
662,47093004615,912.8787878787879
663,47093004700,860.379746835443
664,47093004800,900.2745098039215
665,47093004900,906.7415730337078
666,47093005000,972.4794520547945
667,47093005100,950.0337078651686
668,47093005201,916.3030303030303
669,47093005202,750.7303370786517
670,47093005301,870.0571428571428
671,47093005302,649.2007083333333
672,47093005401,550.9672131147541
673,47093005402,483.958904109589
674,47093005501,744.4871794871794
675,47093005502,691.2608695652174
676,47093005602,816.6666666666666
677,47093005603,909.1358024691358
678,47093005604,707.7701149425287
679,47093005701,602.6299212598425
680,47093005704,901.4027777777778
681,47093005706,866.7901234567901
682,47093005707,741.8904109589041
683,47093005708,971.3076923076923
684,47093005709,950.3181818181819
685,47093005710,637.2608695652174
686,47093005711,931.7391304347826
687,47093005712,928.6973684210526
688,47093005803,969.7692307692307
689,47093005807,981.6842105263158
690,47093005808,972.8641975308642
691,47093005809,985.0
692,47093005810,834.0888888888888
693,47093005811,985.8823529411765
694,47093005812,945.234375
695,47093005813,970.641975308642
696,47093005903,929.2666666666667
697,47093005904,929.7849462365591
698,47093005905,898.7407407407408
699,47093005906,454.5483870967742
700,47093005907,709.2857142857143
701,47093005908,753.6075949367089
702,47093006001,965.95
703,47093006002,867.0625
704,47093006003,959.3428571428572
705,47093006102,666.78125
706,47093006103,987.0
707,47093006104,872.2033898305085
708,47093006202,950.2142857142857
709,47093006203,981.5471698113207
710,47093006205,974.6046511627907
711,47093006206,765.1428571428571
712,47093006207,897.1904761904761
713,47093006208,854.3529411764706
714,47093006301,777.2597402597403
715,47093006302,766.3636363636364
716,47093006401,996.6666666666666
717,47093006402,925.8791208791209
718,47093006403,962.5757575757576
719,47093006501,927.9494949494949
720,47093006502,880.2469135802469
721,47093006600,712.1621621621622
722,47093006700,622.2605633802817
723,47093006800,509.02127659574467
724,47093006900,671.6203703703703
725,47093007000,840.7009345794393
726,47093007100,725.7872340425532
727,47095960100,852.9166666666666
728,47095960200,604.7428571428571
729,47097050100,13.475
730,47097050200,434.9404255319149
731,47097050300,722.6854838709677
732,47097050400,683.9634146341464
733,47097050503,753.7628865979382
734,47097050504,916.5479452054794
735,47097050505,879.5094339622641
736,47097050506,468.2769230769231
737,47097050600,486.7060810810811
738,47099960100,394.12719298245617
739,47099960200,22.423076923076923
740,47099960300,80.42567567567568
741,47099960401,807.0750988142292
742,47099960402,807.5806451612904
743,47099960501,829.4927536231884
744,47099960502,647.005
745,47099960600,293.59302325581393
746,47099960700,434.9768907563025
747,47099960800,300.6418918918919
748,47099960900,12.315555555555555
749,47101970100,163.39097744360902
750,47101970200,708.0891203703703
751,47103975000,138.3374520547945
752,47103975100,48.83529411764706
753,47103975200,20.029411764705884
754,47103975300,768.3802083333334
755,47103975400,767.3708609271523
756,47103975500,611.8260869565217
757,47103975601,775.8823529411765
758,47103975602,556.9852941176471
759,47103975700,347.80337078651684
760,47105060100,619.21168286445
761,47105060201,900.7095435684647
762,47105060202,937.2840503778338
763,47105060301,910.1822660098522
764,47105060302,865.4954545454545
765,47105060400,395.34090909090907
766,47105060501,787.3866666666667
767,47105060502,873.969387755102
768,47105060600,816.7307692307693
769,47105060700,425.77464788732397
770,47107970101,67.72932330827068
771,47107970102,95.67984761904762
772,47107970200,252.49367088607596
773,47107970300,455.51824817518246
774,47107970401,479.91509433962267
775,47107970402,496.38125
776,47107970500,109.16182572614107
777,47107970600,111.67142857142858
778,47107970700,121.5625
779,47107970800,144.635101010101
780,47109930100,632.766427480916
781,47109930200,350.2926829268293
782,47109930300,379.1603260869565
783,47109930400,314.72877519379847
784,47109930500,793.7222901554404
785,47109930600,25.959349593495936
786,47109930700,93.70056497175142
787,47111970100,733.47265625
788,47111970200,1000.0
789,47111970300,987.3333333333334
790,47111970400,830.031847133758
791,47113000100,971.6129032258065
792,47113000200,961.6831683168317
793,47113000300,972.7659574468086
794,47113000400,986.2295081967213
795,47113000500,978.4
796,47113000600,996.4705882352941
797,47113000700,978.8854166666666
798,47113000800,971.5606936416185
799,47113000900,980.0
800,47113001000,989.3333333333334
801,47113001100,965.4117647058823
802,47113001300,974.5739910313902
803,47113001401,971.6483516483516
804,47113001402,953.5396825396825
805,47113001501,966.4671532846716
806,47113001502,777.1100386100386
807,47113001603,974.0540540540541
808,47113001604,973.0769230769231
809,47113001605,958.6792452830189
810,47113001606,968.2937062937064
811,47113001607,977.3333333333334
812,47113001608,928.9065714285714
813,47113001609,848.5848214285714
814,47113001610,969.1896551724138
815,47113001700,234.4065934065934
816,47113001800,325.3900709219858
817,47113001900,744.1818181818181
818,47115050101,895.6346153846154
819,47115050102,894.5787545787546
820,47115050201,940.8627575757577
821,47115050202,967.5438596491229
822,47115050301,991.8100263852243
823,47115050302,565.7330316742082
824,47117955000,343.8298611111111
825,47117955100,630.6358124999999
826,47117955200,637.4703790087465
827,47117955300,940.5263157894736
828,47117955400,935.0
829,47117955500,102.1972602739726
830,47119010100,463.2251764705881
831,47119010201,876.3461506493506
832,47119010202,900.5834074074073
833,47119010301,913.3664921465969
834,47119010302,820.483870967742
835,47119010400,930.157980456026
836,47119010500,958.5422222222222
837,47119010600,964.0625
838,47119010700,965.4676258992806
839,47119010801,958.2608695652174
840,47119010802,925.7484848484848
841,47119010900,799.893447368421
842,47119011001,856.2481532567049
843,47119011002,856.4380854700856
844,47119011101,922.0410256410256
845,47119011102,925.3508771929825
846,47119011200,705.9819672131148
847,47121960100,336.2364864864865
848,47121960200,511.1566579634465
849,47121960300,586.6275167785235
850,47123925000,133.8352144469526
851,47123925100,823.2372372372372
852,47123925200,833.7167630057803
853,47123925300,736.3083067092651
854,47123925400,816.6964285714286
855,47123925501,43.33076923076923
856,47123925502,36.517133956386296
857,47125100100,944.7179487179487
858,47125100200,979.4029850746268
859,47125100300,975.8441558441558
860,47125100400,985.3333333333334
861,47125100500,974.0298507462686
862,47125100601,967.3913043478261
863,47125100602,945.5192307692307
864,47125100700,983.125
865,47125100800,968.2773722627737
866,47125100900,940.7460317460317
867,47125101001,945.304347826087
868,47125101002,949.2307692307693
869,47125101101,942.4
870,47125101102,960.314606741573
871,47125101103,961.6875
872,47125101201,960.35
873,47125101202,957.8723404255319
874,47125101303,951.6164383561644
875,47125101304,952.09375
876,47125101305,955.0
877,47125101306,970.0
878,47125101307,948.15625
879,47125101400,934.0
880,47125101500,763.6021851851851
881,47125101600,955.0
882,47125101700,519.5072757201646
883,47125101802,927.354054054054
884,47125101803,956.530612244898
885,47125101804,923.8186105263158
886,47125101902,982.5806451612904
887,47125101903,968.8461538461538
888,47125101904,676.2539178082192
889,47125102001,974.2857142857143
890,47125102002,944.1063829787234
891,47125102003,991.4285714285714
892,47125102004,976.3157894736842
893,47125102005,959.3548387096774
894,47125102006,933.0147058823529
895,47125980100,941.175
896,47127930100,244.51363636363635
897,47127930200,273.9828326180257
898,47129110100,1000.0
899,47129110200,1000.0
900,47129110300,1000.0
901,47129110400,1000.0
902,47129110500,1000.0
903,47131965000,603.287610619469
904,47131965100,499.78155974842764
905,47131965200,238.81012658227849
906,47131965300,333.71139568345325
907,47131965400,538.4408352668213
908,47131965500,818.0294117647059
909,47131965600,889.5533980582525
910,47131965700,910.7261146496816
911,47131965800,223.3302752293578
912,47131965900,686.3691428571428
913,47133950100,152.952
914,47133950200,312.22222222222223
915,47133950301,842.9791666666666
916,47133950302,781.5686274509804
917,47133950400,683.1443298969073
918,47133950500,826.6153846153846
919,47133950600,189.59459459459458
920,47135930100,37.36864406779661
921,47135930200,26.16504854368932
922,47137925100,545.4016853932584
923,47139950100,47.48133333333333
924,47139950201,54.275862068965516
925,47139950202,114.78063749999998
926,47139950300,179.34613698630136
927,47139950400,43.87696335078534
928,47141000100,562.7368421052631
929,47141000200,765.3142076502733
930,47141000301,876.9913793103449
931,47141000302,925.736
932,47141000303,940.0
933,47141000400,933.1259259259259
934,47141000500,940.0
935,47141000600,932.8879310344828
936,47141000700,940.8333333333334
937,47141000800,932.1574468085106
938,47141000900,882.4819277108434
939,47141001000,499.9263565891473
940,47141001100,911.9734042553191
941,47141001200,866.6842105263158
942,47141001300,270.2142857142857
943,47143975000,30.865591397849464
944,47143975100,26.573264781491
945,47143975200,766.6880341880342
946,47143975300,766.6979166666666
947,47143975401,943.2730061349694
948,47143975402,927.6330275229358
949,47145030100,771.2033898305085
950,47145030201,251.88636363636363
951,47145030202,641.2145214521452
952,47145030300,442.29920212765956
953,47145030400,611.1898395721926
954,47145030500,494.6977491961415
955,47145030600,656.1779141104295
956,47145030700,520.6217948717949
957,47145030800,739.513353115727
958,47145030900,628.8327645051195
959,47145980100,5.055555555555555
960,47147080101,473.78511999999995
961,47147080103,943.9854368932039
962,47147080104,776.516129032258
963,47147080200,57.123228070175436
964,47147080301,872.2156862745098
965,47147080302,834.1730666666666
966,47147080401,860.2916666666666
967,47147080402,923.9473684210526
