,state,county,tract,Less_HS_Proportion,HS_Proportion,Some_College_Proportion,Bachelors_Proportion,TractCode
1463,47,047,060401,14.73,31.48,29.37,24.42,47047060401
1464,47,047,060402,10.18,21.8,40.6,27.42,47047060402
1465,47,047,060403,8.59,31.49,34.63,25.29,47047060403
1466,47,047,060404,9.6,27.87,43.25,19.28,47047060404
1467,47,047,060501,27.52,36.88,18.95,16.64,47047060501
1468,47,047,060502,14.38,40.94,26.45,18.23,47047060502
1469,47,047,060701,8.22,40.95,27.1,23.73,47047060701
1470,47,047,060702,7.21,29.82,27.44,35.53,47047060702
1471,47,047,060800,16.03,27.93,35.11,20.93,47047060800
1472,47,051,960201,4.63,40.38,30.55,24.43,47051960201
1473,47,051,960202,9.33,46.7,32.98,10.99,47051960202
1474,47,053,967400,17.47,43.33,27.12,12.08,47053967400
1475,47,053,980100,0.0,0.0,100.0,0.0,47053980100
1476,47,055,920100,10.72,41.52,26.93,20.82,47055920100
1477,47,055,920200,17.93,44.59,24.64,12.83,47055920200
1478,47,055,920300,10.8,40.69,30.82,17.69,47055920300
1479,47,055,920400,17.42,44.87,23.38,14.33,47055920400
1480,47,055,920500,16.36,41.62,28.22,13.79,47055920500
1481,47,055,920600,16.14,53.38,20.11,10.38,47055920600
1482,47,055,920700,9.9,51.39,26.13,12.59,47055920700
1483,47,065,010103,8.64,29.36,39.78,22.22,47065010103
1484,47,055,920800,17.44,42.08,24.31,16.17,47055920800
1485,47,057,500401,23.61,44.19,23.83,8.37,47057500401
1486,47,057,500402,20.69,46.25,22.51,10.55,47057500402
1487,47,149,040308,5.65,33.87,39.3,21.19,47149040308
1488,47,149,040501,9.82,28.8,27.97,33.41,47149040501
1489,47,149,040502,9.29,39.25,29.53,21.94,47149040502
1490,47,149,040701,3.75,27.11,30.51,38.63,47149040701
1491,47,149,040702,10.04,33.07,30.66,26.22,47149040702
1492,47,149,040805,5.97,23.21,31.13,39.69,47149040805
1493,47,149,040806,15.75,28.02,28.15,28.08,47149040806
1494,47,149,040807,6.94,28.47,35.46,29.13,47149040807
1495,47,149,040808,3.08,21.85,29.81,45.26,47149040808
1496,47,149,040809,3.49,29.34,32.73,34.44,47149040809
