,state,county,tract,Less_HS_Proportion,HS_Proportion,Some_College_Proportion,Bachelors_Proportion,TractCode
1014,47,151,975200,20.42,43.21,30.76,5.61,47151975200
1015,47,151,975300,24.22,45.44,23.14,7.2,47151975300
1016,47,151,975000,18.83,46.62,25.62,8.93,47151975000
1017,47,151,975100,22.15,44.51,19.93,13.41,47151975100
1018,47,151,975400,21.77,47.29,20.34,10.6,47151975400
1019,47,167,040900,11.24,48.54,25.18,15.04,47167040900
1020,47,167,040800,9.89,36.27,33.77,20.07,47167040800
1021,47,167,040302,4.97,25.88,39.45,29.69,47167040302
1022,47,167,040400,21.41,42.13,24.24,12.22,47167040400
1023,47,167,040500,9.81,36.41,36.96,16.82,47167040500
1024,47,167,040601,14.11,54.21,23.62,8.06,47167040601
1025,47,167,040200,24.29,46.07,17.81,11.82,47167040200
1026,47,167,040602,15.68,41.81,24.22,18.29,47167040602
1027,47,167,040700,23.04,31.91,30.21,14.85,47167040700
1028,47,167,040100,13.84,46.15,30.51,9.5,47167040100
1029,47,167,041000,18.21,44.83,24.99,11.97,47167041000
1030,47,001,020400,10.8,31.39,32.72,25.08,47001020400
1031,47,001,020600,5.34,28.82,28.71,37.12,47001020600
1032,47,001,020902,11.65,39.09,28.73,20.53,47001020902
1033,47,001,020500,16.51,31.63,35.18,16.68,47001020500
1034,47,001,021100,7.86,28.34,31.62,32.17,47001021100
1035,47,001,021202,17.63,35.78,33.73,12.85,47001021202
1036,47,001,020100,6.22,32.37,38.91,22.5,47001020100
1037,47,001,021201,17.45,34.33,34.64,13.58,47001021201
1038,47,001,020901,14.21,35.14,24.65,25.99,47001020901
1039,47,001,021301,16.41,32.43,29.6,21.55,47001021301
1040,47,001,020300,6.97,27.8,37.87,27.35,47001020300
1041,47,001,020700,30.88,50.34,14.04,4.74,47001020700
1042,47,001,021000,13.17,35.08,38.25,13.5,47001021000
1043,47,001,021302,13.64,40.16,29.51,16.7,47001021302
1044,47,155,080102,11.96,37.46,36.53,14.05,47155080102
1045,47,155,080201,8.69,39.84,31.42,20.05,47155080201
1046,47,155,080202,9.98,33.45,31.58,24.99,47155080202
1047,47,155,080601,17.34,33.94,26.19,22.53,47155080601
1048,47,155,080602,13.52,35.26,35.1,16.13,47155080602
1049,47,155,080700,16.85,35.12,32.42,15.61,47155080700
1050,47,065,010104,16.42,37.97,28.53,17.08,47065010104
1051,47,065,010201,7.42,31.5,33.0,28.08,47065010201
1052,47,065,010202,14.31,41.24,30.67,13.78,47065010202
1053,47,065,010303,12.65,26.28,42.85,18.22,47065010303
1054,47,065,010304,3.24,28.86,33.74,34.17,47065010304
1055,47,103,975601,15.66,35.42,29.41,19.5,47103975601
1056,47,103,975602,14.59,50.18,20.52,14.7,47103975602
1057,47,105,060201,15.31,35.76,31.18,17.75,47105060201
1058,47,105,060202,26.98,37.64,22.32,13.07,47105060202
1059,47,105,060301,6.93,21.71,30.49,40.87,47105060301
1060,47,105,060302,6.96,34.73,27.4,30.9,47105060302
1061,47,105,060501,9.21,22.24,21.31,47.24,47105060501
1062,47,105,060502,14.59,49.59,24.04,11.78,47105060502
1063,47,107,970101,17.56,42.8,24.73,14.9,47107970101
1064,47,107,970102,18.33,43.21,16.85,21.61,47107970102
1065,47,107,970401,13.61,36.53,30.61,19.24,47107970401
1066,47,107,970402,6.93,31.93,33.23,27.91,47107970402
1067,47,109,930100,21.32,37.67,24.22,16.79,47109930100
1068,47,109,930200,19.75,48.98,22.65,8.62,47109930200
1069,47,109,930300,16.4,49.95,26.11,7.55,47109930300
1070,47,109,930400,17.63,49.06,19.23,14.08,47109930400
1071,47,109,930500,19.93,42.99,23.14,13.94,47109930500
1072,47,109,930600,17.96,47.66,23.81,10.57,47109930600
1073,47,109,930700,18.01,39.94,28.25,13.8,47109930700
1074,47,021,070402,7.63,30.49,35.78,26.1,47021070402
1075,47,029,920100,25.97,43.64,25.46,4.93,47029920100
1076,47,029,920200,20.37,46.05,26.68,6.9,47029920200
1077,47,029,920300,13.73,44.63,25.74,15.91,47029920300
1078,47,029,920400,28.41,44.13,21.19,6.28,47029920400
1079,47,029,920501,30.35,47.33,18.09,4.23,47029920501
1080,47,029,920502,15.64,51.92,21.32,11.12,47029920502
1081,47,029,920600,19.23,40.6,22.9,17.27,47029920600
1082,47,029,920700,19.87,41.0,18.36,20.77,47029920700
1083,47,035,970101,7.36,22.92,30.61,39.11,47035970101
1084,47,031,970801,11.94,27.26,31.44,29.36,47031970801
1085,47,031,970802,7.64,33.66,31.22,27.48,47031970802
1086,47,031,980100,0.0,0.0,0.0,100.0,47031980100
1087,47,035,970102,4.52,31.83,28.95,34.71,47035970102
1088,47,035,970301,15.51,52.28,20.4,11.81,47035970301
1089,47,001,020800,24.88,43.62,25.02,6.48,47001020800
1090,47,045,964500,15.24,39.0,29.25,16.52,47045964500
1091,47,045,964600,20.23,38.52,30.95,10.3,47045964600
1092,47,045,964200,19.63,24.95,23.61,31.81,47045964200
1093,47,045,964400,23.41,35.27,30.14,11.18,47045964400
1094,47,045,964300,14.28,35.95,39.87,9.91,47045964300
1095,47,045,964000,13.22,41.73,26.6,18.45,47045964000
1096,47,049,965200,22.52,42.47,21.24,13.77,47049965200
1097,47,049,965100,25.99,45.34,20.51,8.16,47049965100
1098,47,049,965000,11.89,39.54,31.19,17.39,47049965000
1099,47,065,010305,11.79,28.31,33.46,26.44,47065010305
1100,47,065,010306,13.59,36.14,32.03,18.24,47065010306
1101,47,065,010307,10.9,45.56,28.56,14.98,47065010307
1102,47,065,010434,13.63,26.82,32.59,26.95,47065010434
1103,47,065,010435,12.99,36.16,26.16,24.7,47065010435
1104,47,065,010901,4.59,22.93,24.54,47.94,47065010901
1105,47,065,010902,11.83,32.19,28.89,27.1,47065010902
1106,47,065,010903,8.04,24.53,29.1,38.33,47065010903
1107,47,065,011001,14.87,32.45,37.14,15.53,47065011001
1108,47,065,011002,2.83,14.94,23.09,59.13,47065011002
1109,47,065,011203,6.77,17.12,26.25,49.86,47065011203
1110,47,065,011204,9.94,19.55,32.94,37.57,47065011204
1111,47,065,011323,4.19,20.95,31.28,43.58,47065011323
1112,47,065,011324,4.27,12.98,26.34,56.41,47065011324
1113,47,065,011325,2.55,15.34,28.95,53.15,47065011325
1114,47,065,011326,5.68,22.18,35.85,36.29,47065011326
1115,47,065,011443,11.13,30.02,35.23,23.62,47065011443
1116,47,065,011444,12.81,37.84,32.02,17.33,47065011444
1117,47,065,011445,7.49,25.98,39.52,27.01,47065011445
1118,47,065,011446,8.83,23.62,38.03,29.51,47065011446
1119,47,065,011447,3.67,26.75,35.74,33.83,47065011447
1120,47,065,012200,39.11,43.45,15.28,2.17,47065012200
1121,47,065,012300,16.98,41.47,25.71,15.84,47065012300
1122,47,065,012400,7.79,23.07,21.57,47.57,47065012400
1123,47,065,980100,0.0,0.0,0.0,0.0,47065980100
1124,47,075,930400,17.89,40.92,28.8,12.38,47075930400
1125,47,075,930500,19.0,52.23,19.76,9.01,47075930500
1126,47,093,000902,10.17,0.0,25.42,64.41,47093000902
1127,47,081,950301,16.78,42.25,27.54,13.43,47081950301
1128,47,081,950302,18.97,37.58,27.03,16.42,47081950302
1129,47,093,000901,0.0,0.0,100.0,0.0,47093000901
1130,47,093,003801,9.94,17.15,28.46,44.44,47093003801
1131,47,093,003802,10.29,25.54,33.24,30.92,47093003802
1132,47,093,003901,9.46,33.63,33.42,23.48,47093003901
1133,47,093,003902,17.11,36.62,28.91,17.36,47093003902
1134,47,093,004403,5.24,18.87,25.45,50.45,47093004403
1135,47,093,004404,3.87,17.4,18.67,60.06,47093004404
1136,47,093,004607,6.26,30.63,26.38,36.73,47093004607
1137,47,093,004608,7.65,24.97,34.44,32.93,47093004608
1138,47,093,004609,8.77,27.7,30.88,32.65,47093004609
1139,47,093,004610,14.4,16.44,31.41,37.74,47093004610
1140,47,093,004611,4.74,19.26,28.84,47.17,47093004611
1141,47,093,004612,2.75,15.44,20.76,61.05,47093004612
1142,47,093,004613,6.23,23.62,34.53,35.62,47093004613
1143,47,049,965300,18.39,48.68,17.41,15.52,47049965300
1144,47,053,966300,16.18,39.31,31.8,12.71,47053966300
1145,47,053,966400,18.5,38.01,28.14,15.35,47053966400
1146,47,053,966500,16.55,37.62,25.17,20.67,47053966500
1147,47,053,966600,10.72,44.02,31.92,13.34,47053966600
1148,47,053,967100,6.44,22.58,36.89,34.09,47053967100
1149,47,053,966800,16.2,48.94,20.89,13.97,47053966800
1150,47,053,966100,12.72,48.77,25.43,13.08,47053966100
1151,47,053,966200,16.46,39.52,25.79,18.23,47053966200
1152,47,053,966700,16.51,42.87,25.88,14.74,47053966700
1153,47,053,966900,25.0,45.22,23.53,6.25,47053966900
1154,47,053,967300,8.31,49.59,23.3,18.8,47053967300
1155,47,053,967000,14.65,37.1,29.63,18.62,47053967000
1156,47,173,040300,20.32,43.33,20.95,15.4,47173040300
1157,47,173,040201,25.06,44.95,21.94,8.05,47173040201
1158,47,173,040202,23.17,44.58,23.03,9.21,47173040202
1159,47,173,040100,24.93,48.94,20.66,5.47,47173040100
1160,47,065,011900,8.55,40.34,36.07,15.04,47065011900
1161,47,065,011411,11.76,19.76,41.0,27.47,47065011411
1162,47,065,000400,26.47,50.21,18.75,4.57,47065000400
1163,47,065,000700,2.89,9.45,22.35,65.31,47065000700
1164,47,065,003100,20.24,20.72,13.67,45.36,47065003100
1165,47,065,003200,15.92,35.17,31.84,17.06,47065003200
1166,47,165,020603,14.25,34.0,34.2,17.55,47165020603
1167,47,165,020903,5.1,33.07,31.23,30.59,47165020903
1168,47,165,021004,15.67,29.54,35.71,19.08,47165021004
1169,47,165,021005,4.1,26.83,32.92,36.14,47165021005
1170,47,165,021006,4.66,28.28,30.99,36.07,47165021006
1171,47,165,021007,2.45,15.67,28.37,53.51,47165021007
1172,47,165,021105,5.54,30.9,38.36,25.2,47165021105
1173,47,165,021008,2.85,15.07,29.23,52.85,47165021008
1174,47,165,021009,10.44,27.42,34.43,27.71,47165021009
1175,47,165,021104,13.23,29.62,40.22,16.92,47165021104
1176,47,165,021106,12.05,32.49,33.8,21.66,47165021106
1177,47,165,021107,5.92,32.52,38.09,23.47,47165021107
1178,47,165,021204,4.1,22.79,33.48,39.63,47165021204
1179,47,165,021205,9.19,20.4,29.6,40.81,47165021205
1180,47,167,040303,10.27,41.56,33.19,14.99,47167040303
1181,47,167,040304,14.91,33.43,36.58,15.07,47167040304
1182,47,175,925000,14.38,51.99,25.92,7.71,47175925000
1183,47,175,925200,25.83,47.63,17.16,9.38,47175925200
1184,47,177,930100,18.11,44.04,22.56,15.3,47177930100
1185,47,177,930200,23.07,40.95,26.83,9.16,47177930200
1186,47,177,930300,13.7,50.98,23.53,11.79,47177930300
1187,47,177,930400,21.77,37.96,24.51,15.76,47177930400
1188,47,177,930500,29.87,44.68,18.22,7.22,47177930500
1189,47,177,930600,25.81,40.34,15.27,18.58,47177930600
1190,47,177,930700,15.47,37.67,22.53,24.33,47177930700
1191,47,177,930800,14.61,48.64,23.52,13.23,47177930800
1192,47,177,930900,24.53,50.57,14.72,10.19,47177930900
1193,47,179,060501,12.6,32.04,31.75,23.61,47179060501
1194,47,179,060502,9.82,29.32,30.16,30.7,47179060502
1195,47,179,061401,8.02,27.33,29.89,34.75,47179061401
1196,47,179,061402,10.69,24.45,20.35,44.51,47179061402
1197,47,179,061601,5.47,30.76,30.36,33.41,47179061601
1198,47,179,061602,7.85,31.92,36.11,24.12,47179061602
1199,47,179,061701,10.47,20.99,21.18,47.36,47179061701
1200,47,179,061702,12.13,30.29,28.32,29.27,47179061702
1201,47,179,061901,17.75,40.23,28.05,13.97,47179061901
1202,47,179,061902,18.86,34.08,27.09,19.97,47179061902
1203,47,179,062000,8.45,35.95,29.65,25.95,47179062000
1204,47,183,968101,7.79,28.48,25.44,38.29,47183968101
1205,47,183,968102,11.1,35.08,23.41,30.41,47183968102
1206,47,183,968201,8.04,28.59,31.39,31.98,47183968201
1207,47,183,968202,33.9,30.17,16.27,19.66,47183968202
1208,47,065,011201,7.8,17.53,30.37,44.3,47065011201
1209,47,065,011311,14.84,31.06,30.98,23.12,47065011311
1210,47,065,011314,9.98,18.98,33.73,37.31,47065011314
1211,47,065,011600,17.64,34.08,30.72,17.56,47065011600
1212,47,065,001400,14.76,37.43,20.35,27.45,47065001400
1213,47,065,001800,11.48,17.82,17.19,53.51,47065001800
1214,47,065,002600,27.58,43.31,23.03,6.09,47065002600
1215,47,065,010431,6.54,28.46,32.36,32.65,47065010431
1216,47,065,002800,7.24,19.36,29.91,43.49,47065002800
1217,47,065,011402,6.2,34.66,43.25,15.89,47065011402
1218,47,065,010600,4.45,32.55,43.07,19.94,47065010600
1219,47,065,002300,45.78,29.09,17.5,7.63,47065002300
1220,47,065,002900,6.33,36.82,30.25,26.6,47065002900
1221,47,065,001200,18.67,44.66,24.32,12.35,47065001200
1222,47,065,002500,32.35,37.6,19.71,10.35,47065002500
1223,47,065,010433,8.16,35.0,36.21,20.63,47065010433
1224,47,065,010800,13.97,34.36,23.67,28.0,47065010800
1225,47,065,001900,25.81,38.13,29.93,6.14,47065001900
1226,47,065,010411,6.07,26.38,35.84,31.71,47065010411
1227,47,125,101400,2.44,19.58,51.4,26.58,47125101400
1228,47,125,101802,4.1,33.3,24.28,38.32,47125101802
1229,47,125,101902,3.17,24.32,35.9,36.6,47125101902
1230,47,125,101600,9.15,41.3,30.32,19.23,47125101600
1231,47,125,100601,4.04,26.54,31.24,38.18,47125100601
1232,47,125,100900,13.86,41.52,38.84,5.78,47125100900
1233,47,125,101001,10.27,37.75,35.29,16.68,47125101001
1234,47,125,100700,9.9,27.36,29.14,33.59,47125100700
1235,47,125,100800,17.35,27.55,38.78,16.33,47125100800
1236,47,125,101700,14.52,35.41,26.56,23.51,47125101700
1237,47,125,100300,16.26,35.38,29.24,19.12,47125100300
1238,47,125,100400,19.68,33.8,32.29,14.23,47125100400
1239,47,125,100602,5.88,27.76,31.43,34.92,47125100602
1240,47,125,101101,14.17,32.12,37.56,16.15,47125101101
1241,47,125,101103,8.99,39.23,36.96,14.82,47125101103
1242,47,125,100100,15.57,41.31,28.06,15.06,47125100100
1243,47,125,100200,9.89,39.48,38.12,12.51,47125100200
1244,47,125,100500,7.3,27.18,34.36,31.16,47125100500
1245,47,125,101102,9.47,30.52,44.02,15.99,47125101102
1246,47,125,101500,8.35,35.77,37.89,17.99,47125101500
1247,47,125,101002,8.48,21.52,44.07,25.94,47125101002
1248,47,043,060700,16.93,41.95,29.54,11.58,47043060700
1249,47,043,060100,15.79,48.14,24.6,11.46,47043060100
1250,47,043,060200,23.88,49.08,17.26,9.78,47043060200
1251,47,043,060300,21.62,40.53,26.32,11.53,47043060300
1252,47,065,010700,4.51,31.9,37.88,25.71,47065010700
1253,47,065,011100,1.31,6.82,20.86,71.02,47065011100
1254,47,065,011800,14.47,34.77,28.2,22.55,47065011800
1255,47,065,000800,8.58,30.25,23.55,37.62,47065000800
1256,47,065,003300,13.75,26.66,35.55,24.04,47065003300
1257,47,065,003400,7.82,24.62,36.33,31.23,47065003400
1258,47,065,011321,10.95,24.4,28.46,36.19,47065011321
1259,47,065,012000,0.79,4.93,17.64,76.64,47065012000
1260,47,065,001600,32.35,33.99,24.49,9.17,47065001600
1261,47,065,012100,9.51,31.24,34.96,24.29,47065012100
1262,47,065,000600,6.82,9.09,18.89,65.21,47065000600
1263,47,065,001100,10.67,30.97,27.01,31.35,47065001100
1264,47,065,002400,39.56,34.47,16.84,9.12,47065002400
1265,47,065,003000,13.48,23.94,42.85,19.72,47065003000
1266,47,183,968203,18.71,29.25,28.21,23.83,47183968203
1267,47,185,935000,19.69,42.64,21.72,15.95,47185935000
1268,47,185,935100,16.06,42.83,26.04,15.06,47185935100
1269,47,185,935200,16.83,49.61,19.65,13.91,47185935200
1270,47,185,935300,17.81,39.14,31.89,11.17,47185935300
1271,47,185,935400,21.31,41.48,26.68,10.53,47185935400
1272,47,185,935500,16.4,45.89,23.91,13.8,47185935500
1273,47,187,050101,2.85,9.23,19.1,68.82,47187050101
1274,47,187,050102,3.85,14.45,22.45,59.24,47187050102
1275,47,187,050103,6.5,21.43,22.48,49.59,47187050103
1276,47,187,050203,1.76,10.09,10.37,77.77,47187050203
1277,47,187,050204,1.64,5.85,17.1,75.41,47187050204
1278,47,187,050205,1.17,9.34,18.47,71.01,47187050205
1279,47,187,050206,1.65,4.29,14.53,79.53,47187050206
1280,47,187,050207,1.87,4.71,12.97,80.46,47187050207
1281,47,187,050208,1.06,5.87,18.45,74.62,47187050208
1282,47,187,050303,1.22,5.81,15.95,77.01,47187050303
1283,47,187,050304,1.37,12.55,18.24,67.83,47187050304
1284,47,187,050305,2.98,4.93,21.07,71.02,47187050305
1285,47,187,050306,2.44,13.74,22.9,60.93,47187050306
1286,47,187,050307,0.72,14.53,20.87,63.88,47187050307
1287,47,187,050403,0.0,9.16,22.46,68.38,47187050403
1288,47,187,050404,0.37,6.21,12.23,81.19,47187050404
1289,47,187,050405,0.66,5.52,20.65,73.16,47187050405
1290,47,187,050406,0.71,7.76,18.2,73.33,47187050406
1291,47,187,050503,17.76,28.26,29.92,24.07,47187050503
1292,47,187,050504,7.62,27.43,33.9,31.05,47187050504
1293,47,187,050601,10.53,14.06,22.44,52.97,47187050601
1294,47,187,050602,2.17,11.95,26.3,59.58,47187050602
1295,47,187,050701,3.47,7.19,21.34,68.0,47187050701
1296,47,187,050702,2.14,14.45,17.98,65.43,47187050702
1297,47,187,050904,19.13,15.62,22.73,42.52,47187050904
1298,47,187,050905,3.85,14.5,22.44,59.21,47187050905
1299,47,187,050906,0.63,12.24,19.6,67.52,47187050906
1300,47,187,050907,1.83,9.61,26.24,62.33,47187050907
1301,47,187,050908,1.45,6.66,21.18,70.71,47187050908
1302,47,187,050909,2.77,16.04,21.34,59.85,47187050909
1303,47,187,051001,2.0,9.49,15.96,72.55,47187051001
1304,47,187,051202,1.71,12.4,37.15,48.74,47187051202
1305,47,187,051002,4.94,15.98,24.38,54.69,47187051002
1306,47,187,051100,8.08,23.22,24.54,44.15,47187051100
1307,47,187,051201,7.96,22.5,23.37,46.17,47187051201
1308,47,189,030203,7.64,23.3,28.09,40.97,47189030203
1309,47,189,030204,10.16,24.44,31.16,34.24,47189030204
1310,47,189,030308,5.17,23.15,28.91,42.76,47189030308
1311,47,189,030309,7.75,33.82,24.95,33.49,47189030309
1312,47,189,030401,7.96,40.5,28.27,23.27,47189030401
1313,47,189,030402,26.34,42.23,18.21,13.22,47189030402
1314,47,189,030903,4.71,26.58,30.16,38.55,47189030903
1315,47,189,030904,8.82,31.49,35.19,24.51,47189030904
1316,47,149,042300,8.23,41.44,27.96,22.36,47149042300
1317,47,035,970302,16.42,42.05,24.21,17.32,47035970302
1318,47,035,970501,14.11,45.47,26.03,14.4,47035970501
1319,47,035,970502,15.44,39.1,31.61,13.86,47035970502
1320,47,035,970601,9.22,42.2,31.95,16.63,47035970601
1321,47,035,970602,14.52,35.35,34.61,15.52,47035970602
1322,47,035,970603,7.15,49.2,27.04,16.61,47035970603
1323,47,035,970701,13.5,35.92,32.18,18.4,47035970701
1324,47,035,970702,18.25,43.88,27.44,10.43,47035970702
1325,47,037,010103,15.5,28.96,29.62,25.91,47037010103
1326,47,037,010104,13.18,37.83,24.0,24.99,47037010104
1327,47,037,010105,11.27,27.17,30.5,31.06,47037010105
1328,47,037,010106,13.26,31.44,32.94,22.35,47037010106
1329,47,037,010201,10.13,27.77,29.65,32.45,47037010201
1330,47,037,010202,6.89,33.47,33.47,26.17,47037010202
1331,47,037,010303,7.58,25.4,39.27,27.76,47037010303
1332,47,037,010601,15.84,40.03,20.83,23.3,47037010601
1333,47,037,010602,15.49,33.45,35.15,15.91,47037010602
1334,47,037,013201,16.51,35.57,29.39,18.53,47037013201
1335,47,037,013202,15.82,29.19,26.91,28.09,47037013202
1336,47,037,013601,16.28,32.66,31.08,19.98,47037013601
1337,47,037,013602,0.0,28.28,50.34,21.38,47037013602
1338,47,037,015622,4.41,27.42,28.72,39.45,47037015622
1339,47,115,050101,15.84,41.2,30.36,12.6,47115050101
1340,47,115,050102,24.84,44.0,25.1,6.05,47115050102
1341,47,115,050201,19.22,38.88,32.62,9.29,47115050201
1342,47,115,050202,18.65,36.76,32.06,12.53,47115050202
1343,47,115,050301,18.51,42.94,27.76,10.79,47115050301
1344,47,115,050302,13.35,30.44,33.4,22.8,47115050302
1345,47,119,010201,6.4,32.39,29.73,31.48,47119010201
1346,47,119,010202,4.71,22.99,33.56,38.74,47119010202
1347,47,119,010301,4.12,35.85,35.75,24.29,47119010301
1348,47,119,011001,13.29,40.6,25.49,20.62,47119011001
1349,47,119,010302,4.72,41.61,26.06,27.61,47119010302
1350,47,119,010801,10.04,36.5,36.66,16.8,47119010801
1351,47,119,010802,10.4,32.76,38.09,18.75,47119010802
1352,47,119,011002,17.32,35.51,33.85,13.32,47119011002
1353,47,119,011101,5.31,26.07,28.29,40.32,47119011101
1354,47,119,011102,12.95,27.51,31.15,28.39,47119011102
1355,47,123,925000,14.89,39.29,28.3,17.52,47123925000
1356,47,123,925100,19.78,43.68,23.13,13.41,47123925100
1357,47,123,925200,24.19,35.8,23.32,16.69,47123925200
1358,47,123,925300,22.46,43.29,23.03,11.22,47123925300
1359,47,123,925400,22.77,33.42,33.19,10.62,47123925400
1360,47,123,925501,24.73,46.69,20.05,8.53,47123925501
1361,47,123,925502,23.02,43.71,23.86,9.41,47123925502
1362,47,125,101201,8.5,27.96,49.17,14.38,47125101201
1363,47,125,101202,5.8,36.25,39.53,18.42,47125101202
1364,47,125,101303,6.13,22.22,44.34,27.3,47125101303
1365,47,125,101304,7.04,20.96,49.68,22.32,47125101304
1366,47,125,101305,2.09,20.11,48.42,29.37,47125101305
1367,47,125,101306,4.56,26.37,47.2,21.88,47125101306
1368,47,125,101307,7.18,28.54,42.2,22.07,47125101307
1369,47,125,101803,5.84,22.39,21.56,50.22,47125101803
1370,47,125,101804,4.75,24.32,30.53,40.4,47125101804
1371,47,125,101903,5.55,29.14,32.99,32.32,47125101903
1372,47,125,101904,4.16,22.55,34.55,38.74,47125101904
1373,47,125,102001,10.82,35.99,32.83,20.36,47125102001
1374,47,125,102002,6.18,19.49,40.18,34.15,47125102002
1375,47,125,102003,5.94,37.06,34.06,22.93,47125102003
1376,47,037,015623,10.92,18.64,41.2,29.24,47037015623
1377,47,037,015624,5.93,26.83,28.98,38.26,47037015624
1378,47,037,015625,7.18,23.07,31.73,38.03,47037015625
1379,47,037,015626,6.47,34.77,32.23,26.52,47037015626
1380,47,037,015627,19.59,35.33,24.75,20.32,47037015627
1381,47,037,015628,14.67,23.86,33.35,28.12,47037015628
1382,47,037,015629,5.85,28.08,23.25,42.82,47037015629
1383,47,037,015630,7.28,18.8,32.53,41.39,47037015630
1384,47,037,015631,10.38,21.31,35.79,32.52,47037015631
1385,47,037,015803,32.88,36.28,19.79,11.05,47037015803
1386,47,037,015804,22.25,27.13,21.84,28.77,47037015804
1387,47,037,017701,2.82,5.58,14.04,77.57,47037017701
1388,47,037,017702,1.14,9.37,12.83,76.65,47037017702
1389,47,037,018301,6.22,16.04,28.35,49.39,47037018301
1390,47,037,018302,3.01,16.89,29.68,50.42,47037018302
1391,47,037,018409,6.16,17.46,30.7,45.68,47037018409
1392,47,037,018410,5.85,18.93,30.46,44.76,47037018410
1393,47,037,018905,15.51,21.79,14.01,48.7,47037018905
1394,47,037,018803,1.03,6.98,17.58,74.42,47037018803
1395,47,037,018804,1.36,11.27,25.77,61.6,47037018804
1396,47,037,018904,16.75,22.6,21.55,39.1,47037018904
1397,47,037,019005,23.43,37.34,28.67,10.56,47037019005
1398,47,037,019006,28.84,28.46,29.97,12.73,47037019006
1399,47,037,019115,3.89,13.47,20.23,62.41,47037019115
1400,47,037,019116,7.76,17.34,26.36,48.53,47037019116
1401,47,037,019117,11.52,17.3,27.8,43.38,47037019117
1402,47,037,019118,10.61,28.4,25.37,35.61,47037019118
1403,47,037,019200,10.45,23.48,14.93,51.14,47037019200
1404,47,037,019300,28.56,27.28,35.04,9.12,47037019300
1405,47,037,019400,16.78,6.58,10.37,66.27,47037019400
1406,47,037,019500,6.15,11.64,22.41,59.8,47037019500
1407,47,037,019600,20.6,23.16,26.81,29.44,47037019600
1408,47,037,980100,0.0,0.0,0.0,0.0,47037980100
1409,47,037,980200,0.0,0.0,0.0,0.0,47037980200
1410,47,039,955001,20.53,39.46,24.16,15.85,47039955001
1411,47,039,955002,21.62,37.38,28.48,12.52,47039955002
1412,47,039,955101,12.07,45.58,26.24,16.12,47039955101
1413,47,125,102004,5.57,21.48,43.95,29.0,47125102004
1414,47,125,102005,4.4,32.2,31.28,32.12,47125102005
1415,47,125,102006,4.54,21.46,42.02,31.98,47125102006
1416,47,125,980100,0.0,10.47,73.26,16.28,47125980100
1417,47,127,930100,15.69,38.55,25.04,20.72,47127930100
1418,47,127,930200,12.38,47.3,19.69,20.64,47127930200
1419,47,133,950301,25.61,42.48,17.47,14.44,47133950301
1420,47,133,950302,24.44,41.17,21.73,12.65,47133950302
1421,47,135,930100,30.12,35.43,24.15,10.29,47135930100
1422,47,135,930200,23.18,35.49,29.04,12.29,47135930200
1423,47,137,925100,23.7,40.89,26.71,8.69,47137925100
1424,47,139,950201,17.43,36.28,39.55,6.74,47139950201
1425,47,139,950202,19.95,38.19,28.8,13.06,47139950202
1426,47,141,000301,11.07,35.92,26.53,26.48,47141000301
1427,47,141,000302,11.47,34.49,24.64,29.4,47141000302
1428,47,141,000303,15.98,32.3,32.43,19.29,47141000303
1429,47,143,975401,29.36,36.47,26.35,7.82,47143975401
1430,47,143,975402,17.19,28.94,33.57,20.3,47143975402
1431,47,145,980100,0.0,0.0,0.0,0.0,47145980100
1432,47,147,080103,8.18,32.51,31.05,28.26,47147080103
1433,47,147,080104,9.32,44.54,29.44,16.7,47147080104
1434,47,147,080301,19.24,42.77,28.06,9.93,47147080301
1435,47,147,080302,19.73,43.52,19.78,16.96,47147080302
1436,47,147,080603,13.76,34.71,30.48,21.05,47147080603
1437,47,149,040101,19.7,39.75,30.05,10.51,47149040101
1438,47,147,080604,8.3,39.16,27.1,25.44,47147080604
1439,47,147,080605,13.05,43.22,31.37,12.36,47147080605
1440,47,147,080606,10.86,32.62,39.01,17.52,47147080606
1441,47,149,040102,12.74,30.43,38.41,18.43,47149040102
1442,47,149,040103,15.27,27.97,39.6,17.15,47149040103
1443,47,149,040104,17.01,33.13,35.14,14.72,47149040104
1444,47,149,040105,15.31,39.22,30.47,15.01,47149040105
1445,47,149,040303,9.13,29.83,42.54,18.5,47149040303
1446,47,149,040304,9.56,38.59,34.13,17.73,47149040304
1447,47,149,040305,16.14,35.82,35.03,13.01,47149040305
1448,47,149,040306,7.79,29.7,32.95,29.56,47149040306
1449,47,149,040307,7.17,28.79,30.43,33.61,47149040307
1450,47,039,955102,10.28,52.98,27.26,9.48,47039955102
1451,47,041,920101,10.87,40.79,27.57,20.77,47041920101
1452,47,041,920102,24.0,46.35,18.96,10.69,47041920102
1453,47,041,920200,23.71,37.98,20.25,18.07,47041920200
1454,47,041,920300,16.44,43.78,24.48,15.3,47041920300
1455,47,043,060401,11.99,36.55,29.43,22.02,47043060401
1456,47,043,060402,11.93,39.03,30.02,19.02,47043060402
1457,47,043,060501,11.22,37.7,28.39,22.69,47043060501
1458,47,043,060502,17.63,38.22,19.27,24.89,47043060502
1459,47,043,060601,21.47,38.25,27.49,12.79,47043060601
1460,47,043,060602,15.02,40.29,31.24,13.45,47043060602
1461,47,045,964800,16.75,54.06,18.41,10.77,47045964800
1462,47,045,964900,15.81,38.84,27.48,17.88,47045964900
