,Minimally Served by Definition,TractCode
130291,False,47045964300
130941,False,47045964400
131756,False,47069950300
132118,False,47069950500
132497,False,47075930100
132611,False,47075930301
132949,False,47075930302
133178,False,47075930400
133642,False,47077975300
134224,False,47077975400
134772,False,47077975500
135052,False,47079969300
135575,False,47079969400
135915,False,47079969500
136441,False,47095960100
136745,False,47097050100
136803,False,47097050300
137030,False,47097050503
137189,False,47097050504
137359,False,47109930400
137530,False,47109930500
138311,False,47113000300
138749,False,47113000400
138975,False,47113000500
139204,False,47113000600
139479,False,47113000800
140064,False,47113000900
140422,False,47113001100
140691,False,47113001300
141265,False,47113001501
141566,False,47113001603
141668,False,47113001605
141857,False,47113001607
142085,False,47113001610
142383,False,47113001700
142477,False,47113001800
142699,False,47113001900
142932,False,47131965200
143019,False,47131965500
143620,False,47167040500
143879,False,47183968202
144014,False,47013950100
144135,False,47013950300
144249,False,47157011500
144493,False,47055920300
145238,False,47055920400
145885,False,47055920500
146452,False,47055920800
146895,False,47013950800
147032,False,47025970100
147125,False,47025970200
147393,False,47025970300
147535,False,47025970500
147642,False,47025970600
147868,False,47025970700
148266,False,47025970800
148429,False,47067960600
148654,False,47173040300
148753,False,47041920300
149557,False,47161110200
149745,False,47045964500
149974,False,47045964800
150502,False,47045964900
150935,False,47053967300
151233,False,47095960200
151476,False,47097050200
152058,False,47131965300
152354,False,47131965400
153134,False,47131965900
153560,False,47167040601
153811,False,47167040602
154000,False,47167040800
154110,False,47167040900
154182,False,47167041000
154365,False,47183968201
155132,False,47183968300
155576,False,47079969100
155865,False,47159975200
156299,False,47159975300
156527,False,47065011311
156835,False,47065011314
156962,False,47065011323
157119,False,47065011324
157295,False,47065011325
157510,False,47065011326
157657,False,47065011402
157996,False,47065011411
158220,False,47065011413
158498,False,47065011442
158590,False,47065011443
158967,False,47065011444
159151,False,47065011447
159360,False,47065011600
159713,False,47065011700
159946,False,47065011800
160264,False,47065011900
160386,False,47065012000
160690,False,47065012100
161104,False,47107970200
161649,False,47065012200
162006,True,47065980100
162023,True,47065980200
162042,False,47069950200
162290,False,47069950600
162530,False,47071920600
162848,False,47073050800
163076,False,47073050900
163421,False,47075930500
163550,False,47081950100
163827,False,47081950200
164272,False,47081950302
164966,False,47081950500
165072,False,47085130200
165155,False,47085130300
165689,False,47145030400
166297,False,47085130400
166337,False,47089070200
166689,False,47089070400
166994,False,47089070500
167210,False,47089070700
168061,False,47089070800
168727,False,47089070900
169185,False,47091956300
169885,False,47093000800
170103,False,47093000901
170139,False,47093001400
170319,False,47147080302
170654,False,47093001800
170792,False,47093001900
170936,False,47093002100
171045,False,47093002200
171250,False,47093002300
171411,False,47093002600
171592,False,47155080700
172016,False,47093003100
172110,False,47093003200
172257,False,47093003300
172356,False,47093003400
172569,False,47093003500
172790,False,47093005201
172925,False,47093005301
173154,False,47093005302
173343,False,47093005402
173500,False,47093005501
173658,False,47093005502
173751,False,47093005602
173873,False,47093005603
174055,False,47093005604
174233,False,47093005708
174279,False,47093005709
174328,False,47093005808
174522,False,47093005812
174667,False,47093005813
174845,False,47093005906
174888,False,47093006002
175041,False,47093006003
175145,False,47093006102
175329,False,47093006103
175492,False,47093006104
175680,False,47093006202
175804,False,47157005000
175901,False,47093006203
176061,False,47093006205
176190,False,47013950400
176524,False,47013950500
176953,False,47037018101
177094,False,47037018102
177275,False,47037018201
177439,False,47001020100
177663,False,47001020201
177782,False,47001020202
178106,False,47001020300
178244,False,47001020400
178496,False,47001020500
178661,False,47001020600
178788,False,47001020700
178900,False,47001020800
179371,False,47001020901
179645,False,47001020902
179968,False,47001021000
180367,False,47001021100
180523,False,47001021201
180728,False,47001021202
181183,False,47001021301
181381,False,47001021302
181750,False,47003950200
182411,False,47009010302
183009,False,47009010400
183444,False,47009010600
183797,False,47009010700
184094,False,47009010900
184385,False,47009011001
184708,False,47009011200
185435,False,47009011301
185707,False,47009011302
185914,False,47009011401
186116,False,47009011502
186271,False,47009011503
