STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
47,157,009902,2851,+35.212679,-090.037569
47,157,010000,7653,+35.235139,-089.992425
47,157,010110,7191,+35.217462,-090.011862
47,157,010120,5399,+35.205090,-090.008900
47,157,010210,5706,+35.225971,-089.978936
47,157,010220,6810,+35.208591,-089.980869
47,157,010300,1478,+35.244163,-089.976497
47,157,010500,2413,+35.068523,-089.939180
47,157,010610,7051,+35.069496,-089.919019
47,157,010620,4026,+35.059266,-089.926861
47,157,010630,4452,+35.056321,-089.914826
47,157,010710,4831,+35.067914,-089.895650
47,157,010720,3206,+35.068438,-089.881535
47,157,010810,5865,+35.056543,-089.895545
47,157,010820,4146,+35.056144,-089.875941
47,157,011010,4116,+35.036424,-089.959367
47,157,011020,1615,+35.042910,-089.948970
47,157,011100,1892,+35.175903,-089.957578
47,157,011200,1720,+35.163852,-090.014103
47,157,011300,1850,+35.150415,-090.041306
47,157,011400,5954,+35.140621,-090.046200
47,157,011500,2914,+35.113319,-090.023004
47,157,011600,2743,+35.120001,-090.038704
47,157,011700,1693,+35.113563,-090.064557
47,157,011800,5645,+35.092959,-089.923613
47,157,020101,4676,+35.271807,-090.038520
47,157,020102,3084,+35.341919,-089.985339
47,157,020210,6292,+35.348236,-089.878994
47,157,020221,2828,+35.301237,-089.947244
47,157,020222,3536,+35.288214,-089.902819
47,157,020300,5393,+35.333046,-089.901406
47,157,020400,1118,+35.332894,-089.864679
47,157,020511,2128,+35.211004,-089.959542
47,157,020512,5837,+35.206471,-089.938921
47,157,020521,3693,+35.248640,-089.950111
47,157,020523,3547,+35.245234,-089.934483
47,157,020524,4909,+35.231505,-089.936731
47,157,020531,5803,+35.251746,-089.911233
47,157,020532,6290,+35.230276,-089.911674
47,157,020541,5158,+35.214592,-089.911804
47,157,020542,5313,+35.199058,-089.907391
47,157,020610,4164,+35.179076,-089.875487
47,157,020621,7124,+35.192901,-089.881094
47,157,020622,4026,+35.194624,-089.859702
47,157,020632,5522,+35.219995,-089.809093
47,157,020633,3347,+35.222589,-089.825701
47,157,020634,2912,+35.218004,-089.842222
47,157,020635,2840,+35.235949,-089.831620
47,157,020642,10075,+35.255473,-089.813948
47,157,020643,8492,+35.236892,-089.852516
47,157,020644,9469,+35.241641,-089.870636
47,157,020651,6442,+35.214194,-089.880506
47,157,020652,5340,+35.214945,-089.854771
47,157,020700,2584,+35.346655,-089.781333
47,157,020810,3274,+35.339732,-089.721355
47,157,020820,8206,+35.243494,-089.712053
47,157,020831,3889,+35.210107,-089.747017
47,157,020832,8393,+35.234250,-089.767268
47,157,020900,9886,+35.279973,-089.668775
47,157,021010,14912,+35.181770,-089.725022
47,157,021020,6205,+35.142599,-089.707887
47,157,021111,3713,+35.184542,-089.848347
47,157,021112,6724,+35.194342,-089.827067
47,157,021113,3877,+35.196924,-089.805968
47,157,021121,4901,+35.174578,-089.816577
47,157,021122,5626,+35.160724,-089.847220
47,157,021124,7801,+35.158727,-089.827072
47,157,021125,4375,+35.152156,-089.804637
47,157,021126,4070,+35.164963,-089.802435
47,157,021135,6334,+35.169208,-089.786007
47,157,021136,4925,+35.168370,-089.768718
47,157,021137,8037,+35.143116,-089.782511
47,157,021138,3387,+35.139361,-089.757644
47,157,021139,4263,+35.117324,-089.765020
47,157,021140,4787,+35.125311,-089.785165
47,157,021141,7301,+35.188188,-089.764536
47,157,021142,3440,+35.190411,-089.781273
47,157,021200,4526,+35.155826,-089.859744
47,157,021311,4778,+35.113890,-089.852791
47,157,021312,2206,+35.106625,-089.838179
47,157,021320,5924,+35.091431,-089.851968
47,157,021331,3247,+35.081908,-089.859156
47,157,021333,3993,+35.072755,-089.833794
47,157,021334,3710,+35.062644,-089.828388
47,157,021341,5055,+35.071877,-089.780738
47,157,021342,9004,+35.059364,-089.791961
47,157,021351,4726,+35.099255,-089.796681
47,157,021352,6867,+35.090470,-089.777485
47,157,021353,9295,+35.086446,-089.750375
47,157,021410,2890,+35.108118,-089.828885
47,157,021420,3244,+35.104693,-089.813092
47,157,021430,4138,+35.089420,-089.826031
47,157,021510,7992,+35.027574,-089.783245
47,157,021520,10210,+35.025626,-089.713184
47,157,021530,5361,+35.058087,-089.705851
47,157,021540,11474,+35.083887,-089.701035
47,157,021611,6111,+35.062724,-089.676827
47,157,021612,4599,+35.059643,-089.660946
47,157,021613,4644,+35.060999,-089.648907
47,157,021620,3089,+35.036478,-089.670487
47,157,021710,3114,+35.068916,-089.869354
47,157,021721,3974,+35.061003,-089.861243
47,157,021724,2312,+35.054202,-089.837866
47,157,021725,4073,+35.063628,-089.849394
47,157,021726,4156,+35.055672,-089.851593
47,157,021731,2845,+35.045613,-089.876779
47,157,021732,6966,+35.041313,-089.856469
47,157,021741,7888,+35.028171,-089.860762
47,157,021744,5879,+35.037149,-089.822302
47,157,021745,7718,+35.029557,-089.809767
47,157,021746,4588,+35.037618,-089.837079
47,157,021747,4035,+35.026359,-089.841079
47,157,021751,7066,+35.013780,-089.813918
47,157,021752,4661,+34.999950,-089.816784
47,157,021753,3323,+35.000744,-089.839488
47,157,021754,4736,+35.013171,-089.840465
47,157,021900,5031,+35.015638,-089.953235
47,157,022022,3377,+35.048145,-090.000839
47,157,022023,2757,+35.053774,-090.018028
47,157,022024,3490,+35.041918,-090.015967
47,157,022111,5742,+35.029578,-090.023839
47,157,022112,6014,+35.029280,-090.002077
47,157,022121,4436,+35.012478,-090.020542
47,157,022122,3995,+35.012837,-089.996625
47,157,022130,5920,+35.001252,-090.009577
47,157,022210,4615,+35.034586,-090.107479
47,157,022220,4099,+35.061602,-090.074966
47,157,022310,5520,+35.045483,-090.080924
47,157,022321,4052,+35.043621,-090.057083
47,157,022322,4197,+35.027212,-090.050800
47,157,022330,4744,+35.029677,-090.088120
47,157,022410,6011,+35.009720,-090.086255
47,157,022500,4641,+35.050652,-090.030866
47,157,022600,3881,+35.039950,-089.893580
47,157,022700,7166,+35.013307,-090.052658
47,157,980100,63,+35.060385,-089.989482
47,157,980200,3,+35.104701,-090.141337
47,157,980300,0,+35.040013,-090.163406
47,157,980400,293,+35.146137,-089.851346
47,159,975000,3996,+36.344121,-085.944803
47,159,975100,2941,+36.259912,-085.957426
47,159,975200,5634,+36.243570,-086.030459
47,159,975300,2132,+36.214813,-085.855108
47,159,975400,4463,+36.145866,-085.972886
47,161,110200,6544,+36.547525,-087.767816
47,161,110600,2547,+36.409243,-087.738883
47,161,110700,4233,+36.461361,-087.882343
47,161,980100,0,+36.545100,-087.963452
47,161,980200,0,+36.595375,-087.687170
47,163,040200,2575,+36.543792,-082.551151
47,163,040300,2656,+36.535470,-082.538311
47,163,040500,4264,+36.564325,-082.575141
47,163,040600,3356,+36.555173,-082.550924
47,163,040700,2587,+36.548764,-082.531712
47,163,040800,3633,+36.533549,-082.517939
47,163,040900,3229,+36.532510,-082.497742
47,163,041000,4052,+36.502580,-082.487388
47,163,041100,2375,+36.519796,-082.522452
47,163,041200,6526,+36.477290,-082.517667
47,163,041300,4268,+36.459663,-082.565490
47,163,041400,5528,+36.485763,-082.600087
47,163,041500,2609,+36.538826,-082.597633
47,163,041600,2617,+36.560586,-082.592032
47,163,041700,3393,+36.581674,-082.582442
47,163,041800,4880,+36.573912,-082.555673
47,163,041900,3221,+36.579688,-082.527592
47,163,042000,3401,+36.586940,-082.474973
47,163,042100,5675,+36.566134,-082.489534
47,163,042200,3199,+36.556897,-082.434426
47,163,042300,6780,+36.534584,-082.447875
47,163,042400,3415,+36.574752,-082.329493
47,163,042500,3529,+36.573875,-082.255443
47,163,042600,4112,+36.551184,-082.221601
47,163,042701,4948,+36.589204,-082.205871
47,163,042702,2103,+36.575957,-082.195666
47,163,042801,2657,+36.576490,-082.179184
47,163,042802,4813,+36.584638,-082.165441
47,163,042900,4069,+36.585588,-082.134762
47,163,043000,4692,+36.547970,-082.175021
47,163,043100,3080,+36.567459,-082.050370
47,163,043201,4102,+36.494796,-082.248647
47,163,043202,4967,+36.503375,-082.158981
47,163,043301,5282,+36.440810,-082.341991
47,163,043302,5905,+36.443166,-082.263560
47,163,043401,5142,+36.508032,-082.329621
47,163,043402,4668,+36.539329,-082.295803
47,163,043500,3726,+36.484631,-082.410145
47,163,043600,4789,+36.453773,-082.487258
47,165,020101,3322,+36.547918,-086.313456
47,165,020102,4959,+36.594873,-086.282439
47,165,020203,2350,+36.604468,-086.446683
47,165,020204,3010,+36.611515,-086.507435
47,165,020205,2774,+36.596501,-086.555877
47,165,020206,1296,+36.570888,-086.559528
47,165,020207,1710,+36.516828,-086.511935
47,165,020208,2377,+36.527964,-086.488863
47,165,020209,1911,+36.555961,-086.432068
47,165,020300,5100,+36.580061,-086.510922
47,165,020403,1772,+36.478858,-086.567450
47,165,020404,1946,+36.533740,-086.595507
47,165,020405,2040,+36.487932,-086.634813
47,165,020406,3391,+36.459087,-086.633567
47,165,020407,4068,+36.437074,-086.670128
47,165,020501,4452,+36.357587,-086.504053
47,165,020502,3480,+36.399841,-086.508137
47,165,020503,1932,+36.433419,-086.475896
47,165,020601,3217,+36.464754,-086.379604
47,165,020602,3891,+36.434449,-086.322113
47,165,020603,3243,+36.378461,-086.353803
47,165,020700,5223,+36.391958,-086.433010
47,165,020800,6520,+36.397873,-086.455058
47,165,020901,1469,+36.352360,-086.413960
47,165,020902,6828,+36.372779,-086.443684
47,165,020903,3499,+36.363471,-086.465863
47,165,021002,6844,+36.331644,-086.662187
47,165,021004,3707,+36.378797,-086.718549
47,165,021005,6203,+36.363493,-086.684758
47,165,021006,3145,+36.392961,-086.600041
47,165,021007,1809,+36.366637,-086.588321
47,165,021008,3725,+36.343654,-086.565227
47,165,021009,5298,+36.330177,-086.609147
47,165,021103,5762,+36.265357,-086.620392
47,165,021104,2021,+36.314416,-086.619025
47,165,021105,6629,+36.316688,-086.638947
47,165,021106,3882,+36.295167,-086.629059
47,165,021107,4228,+36.285609,-086.613870
47,165,021201,6666,+36.278161,-086.586616
47,165,021203,4862,+36.322632,-086.520369
47,165,021204,7434,+36.309732,-086.573795
47,165,021205,2650,+36.307283,-086.593791
47,167,040100,5098,+35.435334,-089.928614
47,167,040200,2119,+35.529473,-089.844021
47,167,040302,8948,+35.417197,-089.788499
47,167,040303,6314,+35.426671,-089.846945
47,167,040304,6642,+35.467459,-089.815201
47,167,040400,3105,+35.572904,-089.756615
47,167,040500,6445,+35.476217,-089.728132
47,167,040601,4901,+35.568711,-089.671854
47,167,040602,3162,+35.542791,-089.638231
47,167,040700,5212,+35.561070,-089.649825
47,167,040800,4208,+35.438486,-089.684346
47,167,040900,1640,+35.510030,-089.549477
47,167,041000,3287,+35.423503,-089.556312
47,169,090100,5390,+36.394989,-086.177032
47,169,090200,2480,+36.391793,-086.156129
47,171,080100,2668,+36.052989,-082.508403
47,171,080200,6395,+36.144282,-082.402300
47,171,080300,5138,+36.209326,-082.319765
47,171,080400,4112,+36.145273,-082.409152
47,173,040100,7040,+36.234584,-083.758675
47,173,040201,3886,+36.246141,-083.807313
47,173,040202,5817,+36.205924,-083.889053
47,173,040300,2366,+36.356193,-083.825424
47,175,925000,2367,+35.687096,-085.418095
47,175,925200,3181,+35.750604,-085.481559
47,177,930100,3579,+35.738999,-085.667024
47,177,930200,6436,+35.779785,-085.798487
47,177,930300,2512,+35.722371,-085.912905
47,177,930400,6013,+35.702810,-085.801181
47,177,930500,5109,+35.700664,-085.767599
47,177,930600,3708,+35.669030,-085.757102
47,177,930700,4585,+35.677759,-085.811372
47,177,930800,6091,+35.617381,-085.861387
47,177,930900,1806,+35.596288,-085.689403
47,179,060100,3296,+36.318830,-082.359644
47,179,060400,5977,+36.335786,-082.386270
47,179,060501,4622,+36.312053,-082.407197
47,179,060502,5992,+36.288586,-082.404476
47,179,060600,7045,+36.291580,-082.364182
47,179,060700,2107,+36.301970,-082.368045
47,179,060800,2923,+36.308491,-082.351701
47,179,060900,5852,+36.313668,-082.330801
47,179,061000,2632,+36.336339,-082.341347
47,179,061100,4468,+36.343671,-082.355901
47,179,061200,3299,+36.366841,-082.335330
47,179,061300,8062,+36.372206,-082.387341
47,179,061401,5135,+36.412125,-082.411033
47,179,061402,6518,+36.385693,-082.432794
47,179,061500,6955,+36.418550,-082.471794
47,179,061601,3954,+36.346338,-082.516164
47,179,061602,8845,+36.390452,-082.565958
47,179,061701,5944,+36.319474,-082.466934
47,179,061702,6994,+36.279173,-082.474073
47,179,061800,6775,+36.225982,-082.458838
47,179,061901,6752,+36.196383,-082.579099
47,179,061902,4860,+36.268967,-082.568596
47,179,062000,3972,+36.315731,-082.378648
47,181,950100,4559,+35.378703,-087.926087
47,181,950200,5603,+35.319759,-087.732233
47,181,950300,3782,+35.166096,-087.711738
47,181,950400,3077,+35.078069,-087.789071
47,183,968000,1177,+36.466623,-088.722931
47,183,968101,3725,+36.342138,-088.839560
47,183,968102,1856,+36.344852,-088.803828
47,183,968201,4504,+36.334145,-088.887894
47,183,968202,2685,+36.338345,-088.864202
47,183,968203,3051,+36.341847,-088.856098
47,183,968300,2322,+36.238361,-088.845224
47,183,968400,5894,+36.297647,-088.696657
47,183,968500,4613,+36.192906,-088.608307
47,183,968600,3710,+36.150557,-088.783415
47,183,968700,1484,+36.387449,-088.612536
47,185,935000,4205,+35.925432,-085.356229
47,185,935100,5148,+36.025614,-085.511708
47,185,935200,4166,+35.932399,-085.591825
47,185,935300,5333,+35.945363,-085.481891
47,185,935400,3652,+35.922160,-085.455470
47,185,935500,3337,+35.845888,-085.529140
47,187,050101,7686,+35.964862,-086.704858
47,187,050102,3831,+35.960808,-086.657782
47,187,050103,4011,+35.889717,-086.695883
47,187,050203,5647,+36.007685,-086.766804
47,187,050204,4833,+35.997778,-086.722828
47,187,050205,3344,+35.979031,-086.791315
47,187,050206,2858,+35.980578,-086.765195
47,187,050207,3510,+35.968108,-086.745846
47,187,050208,6192,+35.949100,-086.793111
47,187,050303,2734,+36.027666,-086.830684
47,187,050304,1930,+36.024618,-086.806667
47,187,050305,2362,+36.000987,-086.819554
47,187,050306,1657,+35.981536,-086.812358
47,187,050307,3065,+35.964109,-086.828555
47,187,050403,1967,+36.027834,-086.941732
47,187,050404,6475,+36.032006,-086.887411
47,187,050405,2483,+35.996723,-086.953099
47,187,050406,5152,+35.985487,-086.885646
47,187,050502,3902,+35.952152,-087.068634
47,187,050503,4570,+35.984151,-087.149281
47,187,050504,4146,+35.961020,-087.124143
47,187,050601,5679,+35.935480,-086.889154
47,187,050602,8458,+35.917390,-086.911786
47,187,050701,4265,+35.967510,-086.893085
47,187,050702,4004,+35.957008,-086.874458
47,187,050800,6321,+35.915902,-086.882752
47,187,050904,4954,+35.932427,-086.846544
47,187,050905,5697,+35.927251,-086.831142
47,187,050906,5356,+35.900405,-086.857768
47,187,050907,4973,+35.903254,-086.837742
47,187,050908,3491,+35.881897,-086.856398
47,187,050909,3300,+35.852667,-086.867932
47,187,051001,5785,+35.920909,-086.789281
47,187,051002,5516,+35.882306,-086.809347
47,187,051100,5583,+35.784211,-086.756200
47,187,051201,5682,+35.822617,-086.996813
47,187,051202,21763,+35.767444,-086.892777
47,189,030101,7421,+36.267766,-086.332010
47,189,030102,6640,+36.250441,-086.205878
47,189,030202,5473,+36.213100,-086.380714
47,189,030203,4326,+36.226069,-086.482130
47,189,030204,6337,+36.280685,-086.440064
47,189,030303,4394,+36.276361,-086.545406
47,189,030304,6425,+36.243868,-086.540347
47,189,030305,5367,+36.232210,-086.578683
47,189,030307,7135,+36.186971,-086.538421
47,189,030308,4819,+36.208730,-086.566583
47,189,030309,5134,+36.213493,-086.522015
47,189,030401,2267,+36.213665,-086.334330
47,189,030402,3951,+36.190937,-086.305372
47,189,030500,6255,+36.223718,-086.291768
47,189,030600,4041,+36.206495,-086.306549
47,189,030700,3383,+36.204737,-086.273758
47,189,030800,5787,+36.152494,-086.272459
47,189,030901,9572,+36.149688,-086.500080
47,189,030903,6081,+36.132558,-086.448375
47,189,030904,3523,+36.058888,-086.333644
47,189,031000,5662,+36.073249,-086.146881
